postalcode,street,lat,lng,price,area,volume,floors,year_build,has_garden,type,photos,rooms,distance,formatted,name,housenumber,street.1,postcode,district,suburb,city,state,country
1058 KB Amsterdam,Haarlemmermeerstraat 52 III,52.3579,4.851,499000,82,264,2,1932,1,appartement,23,4,3.014316146,"Surinameplein, 1058 Amsterdam, Netherlands",Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands
1073 VR Amsterdam,Nicolaas Berchemstraat 10 -E,52.3532,4.8982,500000,92,298,2,1991,0,appartement,23,4,2.251217568,"Van Ostadestraat 209K, 1073 TN Amsterdam, Netherlands",,209K,Van Ostadestraat,1073TN,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1094 HN Amsterdam,Javastraat 106,52.3626,4.936,215000,0,0,1,0,0,onbekend,1,1,22.68397045,"Sumatrastraat 69, 1094 LR Amsterdam, Netherlands",,69,Sumatrastraat,1094LR,Oost,Indische Buurt West,Amsterdam,North Holland,Netherlands
1013 TC Amsterdam,Spaarndammerstraat 95 I,52.3877,4.8839,230000,45,117,1,1932,0,appartement,23,2,22.60058054,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands
1074 CT Amsterdam,Tweede Jan Steenstraat 106 IV,52.3539,4.9042,450000,74,220,2,1906,0,appartement,23,4,2.078957468,"Kuipersstraat 63-H, 1074 EG Amsterdam, Netherlands",,63-H,Kuipersstraat,1074EG,Zuid,Nieuwe Pijp,Amsterdam,North Holland,Netherlands
1018 RX Amsterdam,Blankenstraat 167 -1,52.3676,4.9184,190000,32,107,1,1905,0,appartement,17,2,4.080374033,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",,4,Entrepotdoksluis,1018AW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1018 LP Amsterdam,Kleine Wittenburgerstraat,52.3676,4.9184,30000,0,0,1,0,0,parkeergelegenheid,10,1,4.080374033,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",,4,Entrepotdoksluis,1018AW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1097 XJ Amsterdam,Weidestraat 2,52.3465,4.9301,375000,74,227,3,1924,1,appartement,24,3,2.796740279,"Darwinplantsoen 6, 1097 EX Amsterdam, Netherlands",,6,Darwinplantsoen,1097EX,Oost,Oost,Amsterdam,North Holland,Netherlands
1056 KV Amsterdam,Korte Geuzenstraat 412,52.3732,4.856,175000,31,85,1,1942,0,appartement,16,2,25.67499874,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",,228-2,Admiralengracht,1056TK,West,De Krommert,Amsterdam,North Holland,Netherlands
1068 ZV Amsterdam,Landzicht 35,52.3592,4.8052,300000,125,420,2,2001,0,appartement,36,4,1.968066562,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands
1104 ML Amsterdam,Kloekhorststraat 93,52.3164,4.9776,165000,71,245,1,1984,1,appartement,21,3,0,"De Kameleon, Kruitberghof 58, 1104 SE Amsterdam, Netherlands",De Kameleon,58,Kruitberghof,1104SE,,Zuidoost,Amsterdam,North Holland,Netherlands
1064 HB Amsterdam,Slotermeerlaan 22 B,52.3742,4.8218,349000,140,366,3,2000,0,appartement,28,5,6.234539033,"A.J. Krophollerstraat 6, 1064 DB Amsterdam, Netherlands",,6,A.J. Krophollerstraat,1064DB,,Nieuw-West,Amsterdam,North Holland,Netherlands
1067 MT Amsterdam,Jan van Duivenvoordestraat 13,52.3786,4.7987,239000,92,250,8,2002,0,appartement,31,3,18.89536903,"StrackÃ©straat 8, 1067 KR Amsterdam, Netherlands",,8,StrackÃ©straat,1067KR,Nieuw-West,Geuzenveld,Amsterdam,North Holland,Netherlands
1072 SW Amsterdam,Van Ostadestraat 137 hs,52.3535,4.8902,795000,128,329,2,1906,0,appartement,26,4,4.56624317,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands
1095 KG Amsterdam,Bouwnummer (Bouwnr. 64),52.3666,4.952,599900,183,475,6,2016,0,appartement,6,4,6.439024134,"Zeeburgerdijk 585, 1095 AE Amsterdam, Netherlands",,585,Zeeburgerdijk,1095AE,Oost,Indische Buurt Oost,Amsterdam,North Holland,Netherlands
1055 CB Amsterdam,Esmoreitstraat 43 III,52.3802,4.8524,250000,57,171,1,1931,0,appartement,25,3,1.768098137,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands
1012 VG Amsterdam,Singel 93 hs,52.3735,4.8951,1250000,253,837,2,1899,0,appartement,24,5,21.62983867,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands
1079 VR Amsterdam,Hunzestraat 19 II,52.3423,4.9036,575000,120,398,3,1931,0,appartement,25,4,7.649499795,"Zomerdijkstraat 23-3, 1079 WZ Amsterdam, Netherlands",,23-3,Zomerdijkstraat,1079WZ,Zuid,Rijnbuurt,Amsterdam,North Holland,Netherlands
1013 HE Amsterdam,Brouwersgracht 256 BG,52.3877,4.8839,230000,37,108,1,1906,0,appartement,14,1,22.60058054,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands
1058 DE Amsterdam,Postjeskade 13 -I,52.3579,4.851,265000,48,126,1,1927,0,appartement,10,3,3.014316146,"Surinameplein, 1058 Amsterdam, Netherlands",Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands
1055 AR Amsterdam,Griseldestraat 15 I,52.3802,4.8524,259000,51,165,1,1939,1,appartement,16,3,1.768098137,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands
1087 DC Amsterdam,Bernhard Eilershof 16,52.3539,5.0005,569000,151,552,3,2008,1,woonhuis,42,6,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1068 PM Amsterdam,Oeverpad 546 *,52.3592,4.8052,495000,154,483,1,2001,0,appartement,32,5,1.968066562,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands
1108 BK Amsterdam,Leerdamhof 121,52.3082,4.9807,225000,111,380,9,1980,0,appartement,26,5,60.94847312,"Openbare Daltonschool Nellestein, Leksmondplein 31, 1108 EL Amsterdam, Netherlands",Openbare Daltonschool Nellestein,31,Leksmondplein,1108EL,Zuidoost,Nellestein,Amsterdam,North Holland,Netherlands
1109 AW Amsterdam,Zomerstraat 20,52.3059,5.0163,259500,93,242,2,1960,1,woonhuis,20,4,1.990965279,"Burgemeester Kasteleinstraat 75, 1109 BB Amsterdam, Netherlands",,75,Burgemeester Kasteleinstraat,1109BB,Zuidoost,Driemond,Amsterdam,North Holland,Netherlands
1071 DJ Amsterdam,Museumplein 7 /I,52.3552,4.8789,2600000,234,800,2,1945,1,appartement,30,8,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1071 NC Amsterdam,Johannes Verhulststraat 10 BOVEN,52.3552,4.8789,899000,136,476,3,1897,1,appartement,29,8,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1016 SZ Amsterdam,Rozengracht 234 C,52.3709,4.8816,375000,68,221,1,1894,0,appartement,33,3,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands
1091 TP Amsterdam,Overamstelstraat 24 II-A,52.3556,4.9135,250000,47,150,3,1911,0,appartement,26,2,5.562369844,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands
1083 GR Amsterdam,Arent Janszoon Ernststraat 87,52.3302,4.8844,385000,111,320,1,1968,0,appartement,17,3,13.78855054,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",,1,Sijpestein,1083XH,Zuid,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands
1092 HA Amsterdam,Transvaalstraat 17 III,52.3565,4.9228,319500,50,161,2,1913,0,appartement,19,2,22.9775679,"Tugelaweg 40G, 1092 VG Amsterdam, Netherlands",,40G,Tugelaweg,1092VG,Oost,Transvaalbuurt,Amsterdam,North Holland,Netherlands
1051 MC Amsterdam,Donker Curtiusstraat 53,52.3818,4.8717,275000,60,152,1,1998,0,appartement,24,2,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
1056 XG Amsterdam,Jan Haringstraat 17 A-1,52.3732,4.856,289000,52,182,1,1939,0,appartement,21,4,25.67499874,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",,228-2,Admiralengracht,1056TK,West,De Krommert,Amsterdam,North Holland,Netherlands
1051 EP Amsterdam,Groen van Prinstererstraat 66 II,52.3818,4.8717,189000,37,124,1,1906,0,appartement,20,1,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
1052 XZ Amsterdam,Frederik Hendrikplantsoen 100 hs,52.377,4.874,375000,70,215,1,1906,1,appartement,23,3,2.189558787,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",,48-1,Frederik Hendrikstraat,1052HW,West,West,Amsterdam,North Holland,Netherlands
1074 BM Amsterdam,Hemonystraat 35 II,52.3539,4.9042,399000,65,209,1,1882,0,appartement,13,3,2.078957468,"Kuipersstraat 63-H, 1074 EG Amsterdam, Netherlands",,63-H,Kuipersstraat,1074EG,Zuid,Nieuwe Pijp,Amsterdam,North Holland,Netherlands
1068 DA Amsterdam,Ruimzicht 316,52.3592,4.8052,275000,92,238,1,1960,0,appartement,19,3,1.968066562,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands
1015 PC Amsterdam,Tuinstraat 189,52.3784,4.8836,975000,134,417,4,1906,1,woonhuis,29,6,11.71573516,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1019 PG Amsterdam,Bogortuin 42 M73,52.3733,4.9391,27500,0,0,1,0,0,parkeergelegenheid,4,1,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1019 HD Amsterdam,Veembroederhof 81,52.3733,4.9391,480000,114,330,1,2006,0,appartement,29,4,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1033 CN Amsterdam,Spicastraat 3,52.4092,4.8902,225000,65,205,2,1927,1,woonhuis,19,3,5.173699461,"Kometensingel 617, 1033 BT Amsterdam, Netherlands",,617,Kometensingel,1033BT,Noord,Tuindorp Oostzaan,Amsterdam,North Holland,Netherlands
1095 GH Amsterdam,Mataramstraat 15,52.3666,4.952,225000,62,186,1,1982,1,appartement,16,2,6.439024134,"Zeeburgerdijk 585, 1095 AE Amsterdam, Netherlands",,585,Zeeburgerdijk,1095AE,Oost,Indische Buurt Oost,Amsterdam,North Holland,Netherlands
1060 PL Amsterdam,Lomondlaan 55,52.3491,4.7835,349000,123,407,3,1998,1,woonhuis,29,5,2.700931735,"De Alpen, 1060 PH Amsterdam, Netherlands",De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands
1102 TE Amsterdam,Boris Pasternakstraat 439,52.3166,4.9517,148500,60,185,1,1984,0,appartement,18,3,49.79663638,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",,3,Raoul Wallenberghofje,1102AH,Zuidoost,Bijlmer Centrum,Amsterdam,North Holland,Netherlands
1067 TL Amsterdam,Raasdorperweg 80,52.3786,4.7987,0,133,420,2,1979,1,woonhuis,13,5,18.89536903,"StrackÃ©straat 8, 1067 KR Amsterdam, Netherlands",,8,StrackÃ©straat,1067KR,Nieuw-West,Geuzenveld,Amsterdam,North Holland,Netherlands
1067 XW Amsterdam,Burgemeester RÃ¶ellstraat 596,52.3786,4.7987,215000,0,0,1,0,0,onbekend,1,1,18.89536903,"StrackÃ©straat 8, 1067 KR Amsterdam, Netherlands",,8,StrackÃ©straat,1067KR,Nieuw-West,Geuzenveld,Amsterdam,North Holland,Netherlands
1073 TW Amsterdam,Van Ostadestraat 296 hs,52.3532,4.8982,850000,132,498,1,1906,1,appartement,33,4,2.251217568,"Van Ostadestraat 209K, 1073 TN Amsterdam, Netherlands",,209K,Van Ostadestraat,1073TN,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1015 ND Amsterdam,Anjeliersstraat 45,52.3784,4.8836,200000,30,70,1,2011,0,appartement,18,1,11.71573516,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1071 VA Amsterdam,Balthasar Floriszstraat 39 -1,52.3552,4.8789,339000,52,150,1,1906,0,appartement,16,2,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1082 HG Amsterdam,Van Nijenrodeweg 385,52.3311,4.8742,169011,34,111,1,1966,0,appartement,24,2,14.77331069,"Doddendaal 197, 1082 XT Amsterdam, Netherlands",,197,Doddendaal,1082XT,Zuid,Buitenveldert,Amsterdam,North Holland,Netherlands
1058 NC Amsterdam,Legmeerstraat 65 I,52.3579,4.851,275000,51,172,1,1930,0,appartement,21,2,3.014316146,"Surinameplein, 1058 Amsterdam, Netherlands",Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands
1095 AT Amsterdam,Molukkenstraat 37 3,52.3666,4.952,429000,78,250,4,1925,0,appartement,20,3,6.439024134,"Zeeburgerdijk 585, 1095 AE Amsterdam, Netherlands",,585,Zeeburgerdijk,1095AE,Oost,Indische Buurt Oost,Amsterdam,North Holland,Netherlands
1016 CR Amsterdam,Leidsegracht 78 /hs,52.3709,4.8816,1750000,240,700,6,1906,1,appartement,60,6,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands
1016 AT Amsterdam,Dubbeleworststeeg 2,52.3709,4.8816,1850000,325,910,4,1640,0,woonhuis,68,7,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands
1079 WP Amsterdam,Kribbestraat 55 II,52.3423,4.9036,625000,110,338,2,1935,0,appartement,32,4,7.649499795,"Zomerdijkstraat 23-3, 1079 WZ Amsterdam, Netherlands",,23-3,Zomerdijkstraat,1079WZ,Zuid,Rijnbuurt,Amsterdam,North Holland,Netherlands
1016 EJ Amsterdam,Keizersgracht 365 E,52.3709,4.8816,1000000,140,557,1,1725,0,appartement,14,3,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands
1058 EM Amsterdam,Nachtwachtlaan 332,52.3579,4.851,350000,98,250,1,1968,0,appartement,12,3,3.014316146,"Surinameplein, 1058 Amsterdam, Netherlands",Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands
1052 JX Amsterdam,Van Oldenbarneveldtstraat 87 III,52.377,4.874,650000,118,412,2,1882,0,appartement,27,4,2.189558787,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",,48-1,Frederik Hendrikstraat,1052HW,West,West,Amsterdam,North Holland,Netherlands
1069 EC Amsterdam,Langswater 366,52.3556,4.7907,175000,74,240,1,1963,0,appartement,26,3,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1096 DS Amsterdam,STATE Amsterdam (Bouwnr. 305),52.3387,4.9197,3049915,488,1220,1,2016,0,appartement,4,7,0.99544101,"Amstelvlietstraat 408, 1096 GG Amsterdam, Netherlands",,408,Amstelvlietstraat,1096GG,Oost,De Omval,Amsterdam,North Holland,Netherlands
1055 RZ Amsterdam,Nieuwpoortstraat 86 A 6,52.3802,4.8524,300000,62,216,1,2017,1,appartement,20,2,1.768098137,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands
1079 BN Amsterdam,Uiterwaardenstraat 9 -I,52.3423,4.9036,369000,57,188,1,1934,1,appartement,22,3,7.649499795,"Zomerdijkstraat 23-3, 1079 WZ Amsterdam, Netherlands",,23-3,Zomerdijkstraat,1079WZ,Zuid,Rijnbuurt,Amsterdam,North Holland,Netherlands
1067 TE Amsterdam,Osdorperweg 926 D,52.3786,4.7987,450000,0,0,1,0,0,onbekend,1,1,18.89536903,"StrackÃ©straat 8, 1067 KR Amsterdam, Netherlands",,8,StrackÃ©straat,1067KR,Nieuw-West,Geuzenveld,Amsterdam,North Holland,Netherlands
1060 NT Amsterdam,Brenner 51 .,52.3491,4.7835,400000,0,0,1,0,0,onbekend,1,1,2.700931735,"De Alpen, 1060 PH Amsterdam, Netherlands",De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands
1091 BX Amsterdam,Ruyschstraat 87 HS,52.3556,4.9135,550000,88,293,1,2005,1,appartement,25,3,5.562369844,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands
1051 MC Amsterdam,Donker Curtiusstraat 135,52.3818,4.8717,495000,98,312,1,1996,1,appartement,23,3,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
1091 EL Amsterdam,Weesperzijde 99 F,52.3556,4.9135,1955000,216,647,2,1896,1,appartement,22,4,5.562369844,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands
1060 PK Amsterdam,VÃ¤tternkade 77,52.3491,4.7835,259000,115,300,2,1998,0,appartement,22,5,2.700931735,"De Alpen, 1060 PH Amsterdam, Netherlands",De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands
1022 KD Amsterdam,Noorderkwartier (Bouwnr. 37),52.3987,4.9299,408396,136,340,2,2016,1,woonhuis,3,5,28.3948048,"Loenermark 471, 1025 TP Amsterdam, Netherlands",,471,Loenermark,1025TP,Noord,Buikslotermeer,Amsterdam,North Holland,Netherlands
1106 XC Amsterdam,Ophemerthof 130,52.2991,4.9754,150000,73,190,1,1976,1,appartement,25,2,2.949591066,"Pannerdenstraat, 1106 BG Amsterdam, Netherlands",Pannerdenstraat,,Pannerdenstraat,1106BG,,Zuidoost,Amsterdam,North Holland,Netherlands
1086 VA Amsterdam,Haringbuisdijk 32,52.3628,4.9819,539000,127,449,3,2010,0,woonhuis,24,5,0.535708752,"IJburglaan 257, 1086 ZJ Amsterdam, Netherlands",,257,IJburglaan,1086ZJ,Oost,Steigereiland-Noord,Amsterdam,North Holland,Netherlands
1087 GT Amsterdam,Erich Salomonstraat 589,52.3539,5.0005,315000,80,240,5,2008,0,appartement,7,3,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1086 ZJ Amsterdam,IJburglaan 323,52.3628,4.9819,275000,95,280,1,2009,0,appartement,20,1,0.535708752,"IJburglaan 257, 1086 ZJ Amsterdam, Netherlands",,257,IJburglaan,1086ZJ,Oost,Steigereiland-Noord,Amsterdam,North Holland,Netherlands
1012 WL Amsterdam,Singel 371,52.3735,4.8951,1450000,238,748,6,1906,0,woonhuis,47,8,21.62983867,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands
1068 CE Amsterdam,Vrijzicht 63,52.3592,4.8052,169500,53,128,1,1967,0,appartement,20,2,1.968066562,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands
1093 CN Amsterdam,Wagenaarstraat 193,52.3618,4.928,575000,113,345,4,1910,0,appartement,27,4,0,"Dappermarkt, Tweede van Swindenstraat, 1093 GS Amsterdam, Netherlands",Dappermarkt,,Tweede van Swindenstraat,1093GS,,Oost,Amsterdam,North Holland,Netherlands
1069 EM Amsterdam,Dijkgraafplein 121,52.3556,4.7907,175000,100,260,2,1960,0,appartement,25,4,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1051 AM Amsterdam,De Wittenkade 142 huis,52.3818,4.8717,350000,68,227,1,1904,1,appartement,23,3,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
1058 EJ Amsterdam,Nachtwachtlaan 252,52.3579,4.851,365000,98,255,1,1970,0,appartement,34,4,3.014316146,"Surinameplein, 1058 Amsterdam, Netherlands",Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands
1077 ZR Amsterdam,Courbetstraat 21 -I,52.346,4.8738,698000,126,448,1,1931,0,appartement,32,5,8.308924964,"Rubensstraat 70, 1077 NA Amsterdam, Netherlands",,70,Rubensstraat,1077NA,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1017 RE Amsterdam,Leidsekruisstraat 15 3,52.363,4.8924,349000,45,105,1,1955,0,appartement,12,2,0.613385294,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1056 HL Amsterdam,BestevÃ¢erstraat 135 -1,52.3732,4.856,250000,50,169,1,1906,0,appartement,15,2,25.67499874,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",,228-2,Admiralengracht,1056TK,West,De Krommert,Amsterdam,North Holland,Netherlands
1071 ED Amsterdam,Pieter de Hoochstraat 65 HS,52.3552,4.8789,950000,165,470,3,1913,1,appartement,36,6,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1071 LS Amsterdam,Hondecoeterstraat 28 IV,52.3552,4.8789,375000,61,174,4,1913,0,appartement,16,2,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1057 SZ Amsterdam,Bartholomeus Diazstraat 11 H,52.3677,4.8551,425000,85,220,1,1995,0,appartement,24,3,0.97240263,"Maranatha, Cabotstraat 33, 1057 VP Amsterdam, Netherlands",Maranatha,33,Cabotstraat,1057VP,West,West,Amsterdam,North Holland,Netherlands
1072 JE Amsterdam,Cornelis Trooststraat 22 I,52.3535,4.8902,350000,59,180,4,1908,0,appartement,21,2,4.56624317,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands
1069 ED Amsterdam,Langswater 493,52.3556,4.7907,139000,61,165,1,1967,0,appartement,21,3,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1069 LB Amsterdam,Baden Powellweg 41,52.3556,4.7907,200000,92,300,2,1964,0,appartement,35,4,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1019 AX Amsterdam,Panamakade 37,52.3733,4.9391,585000,86,420,2,2006,1,woonhuis,44,5,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1091 CK Amsterdam,Blasiusstraat 19 -1,52.3556,4.9135,310000,51,169,1,1884,0,appartement,28,2,5.562369844,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands
1051 BM Amsterdam,Van Hogendorpstraat 139 I,52.3818,4.8717,225000,41,125,1,1906,0,appartement,12,2,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
