original_postalcode,original_street,original_lat,original_lng,original_price,original_area,original_volume,original_floors,original_year_build,original_has_garden,original_type,original_photos,original_rooms,distance,formatted,lat,lon,name,housenumber,street,postcode,district,suburb,city,state,country,country_code,attribution,attribution_license,attribution_url
1035 KA Amsterdam,Noorder Valdeur 3,52.41960000,4.89440000,215000,74,232,2,1993,0,appartement,22,3,5.227310669140413,"Jacob Honigstraat 5, 1035 XV Amsterdam, Netherlands",52.419555,4.8944223,,5,Jacob Honigstraat,1035XV,Noord,Oostzanerwerf,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1078 LK Amsterdam,Roerstraat 77 I,52.34640000,4.89770000,449000,90,296,2,1906,1,appartement,38,4,11.344645539447924,"Churchill-laan 75D, 1078 DJ Amsterdam, Netherlands",52.3464982,4.8976547,,75D,Churchill-laan,1078DJ,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1012 SW Amsterdam,Stromarkt 49 I/II,52.37350000,4.89510000,495000,62,150,3,1906,0,appartement,26,4,21.629838672501716,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",52.373392,4.895365,,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1068 GL Amsterdam,Martini van Geffenstraat 158,52.35920000,4.80520000,249000,85,216,7,2002,0,appartement,5,3,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1077 KH Amsterdam,Cliostraat 28 II,52.34600000,4.87380000,899500,197,532,2,1906,0,appartement,27,6,8.308924963734398,"Rubensstraat 70, 1077 NA Amsterdam, Netherlands",52.3459835,4.8736807,,70,Rubensstraat,1077NA,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1091 KW Amsterdam,Maritzstraat 28 III,52.35560000,4.91350000,350000,69,232,2,1914,0,appartement,28,4,5.562369844050275,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",52.3556497,4.9135093,,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1079 VX Amsterdam,Hunzestraat 113 hs,52.34230000,4.90360000,460000,75,237,1,1936,1,appartement,23,2,7.649499795287331,"Zomerdijkstraat 23-3, 1079 WZ Amsterdam, Netherlands",52.3423661,4.9035688,,23-3,Zomerdijkstraat,1079WZ,Zuid,Rijnbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1033 SX Amsterdam,Frambozenstraat 23,52.40920000,4.89020000,375000,125,438,3,2007,0,woonhuis,31,4,5.173699460915118,"Kometensingel 617, 1033 BT Amsterdam, Netherlands",52.409183,4.890129,,617,Kometensingel,1033BT,Noord,Tuindorp Oostzaan,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1072 CT Amsterdam,Albert Cuypstraat 10 -D,52.35350000,4.89020000,197500,36,90,1,1991,0,appartement,32,2,4.566243169923167,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",52.3534607,4.8901805,,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1087 DR Amsterdam,Jean Desmetstraat 24,52.35390000,5.00050000,329000,106,391,2,2007,0,appartement,29,3,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1017 AD Amsterdam,Amstel 136,52.36300000,4.89240000,779000,103,217,2,1906,0,appartement,37,3,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017 RE Amsterdam,Leidsekruisstraat 15 2,52.36300000,4.89240000,319000,0,0,1,0,0,onbekend,1,1,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 JP Amsterdam,Haarlemmermeerstraat 41 -III,52.35790000,4.85100000,650000,129,326,6,1932,0,appartement,28,5,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1077 SV Amsterdam,Stadionweg 114 III,52.34600000,4.87380000,600000,110,361,1,1939,0,appartement,22,3,8.308924963734398,"Rubensstraat 70, 1077 NA Amsterdam, Netherlands",52.3459835,4.8736807,,70,Rubensstraat,1077NA,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1097 CE Amsterdam,Wakkerstraat 18 1,52.34650000,4.93010000,300000,64,170,1,1898,0,appartement,15,2,2.796740279342611,"Darwinplantsoen 6, 1097 EX Amsterdam, Netherlands",52.3465023,4.930059,,6,Darwinplantsoen,1097EX,Oost,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1074 VH Amsterdam,Tolstraat 109 2,52.35390000,4.90420000,349000,60,155,1,1906,0,appartement,48,3,2.0789574675973093,"Kuipersstraat 63-H, 1074 EG Amsterdam, Netherlands",52.353913,4.904222,,63-H,Kuipersstraat,1074EG,Zuid,Nieuwe Pijp,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1091 GR Amsterdam,Wibautstraat 180 E,52.35560000,4.91350000,425000,86,254,1,1991,0,appartement,29,3,5.562369844050275,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",52.3556497,4.9135093,,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1069 EH Amsterdam,Langswater 847,52.35560000,4.79070000,165000,61,220,1,1960,0,appartement,23,3,25.493785079984995,"Langswater 384, 1069 EC Amsterdam, Netherlands",52.355533,4.790341,,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1108 HH Amsterdam,Liendenhof 135,52.30820000,4.98070000,185000,86,277,1,1976,0,appartement,21,3,60.948473119679264,"Openbare Daltonschool Nellestein, Leksmondplein 31, 1108 EL Amsterdam, Netherlands",52.308666,4.980228,Openbare Daltonschool Nellestein,31,Leksmondplein,1108EL,Zuidoost,Nellestein,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1074 BN Amsterdam,Hemonystraat 41 B,52.35390000,4.90420000,199000,29,90,1,1987,0,appartement,14,1,2.0789574675973093,"Kuipersstraat 63-H, 1074 EG Amsterdam, Netherlands",52.353913,4.904222,,63-H,Kuipersstraat,1074EG,Zuid,Nieuwe Pijp,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1072 HE Amsterdam,Rustenburgerstraat 364 III,52.35350000,4.89020000,585000,114,368,2,1904,0,appartement,41,4,4.566243169923167,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",52.3534607,4.8901805,,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 EC Amsterdam,Nachtwachtlaan 108,52.35790000,4.85100000,350000,100,250,1,1968,0,appartement,21,3,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1094 GE Amsterdam,Madurastraat 47 III,52.36260000,4.93600000,450000,100,325,2,1912,0,appartement,28,4,22.683970451466475,"Sumatrastraat 69, 1094 LR Amsterdam, Netherlands",52.362521,4.936308,,69,Sumatrastraat,1094LR,Oost,Indische Buurt West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1071 WS Amsterdam,Bronckhorststraat 28 III,52.35520000,4.87890000,749000,95,318,1,1923,1,appartement,33,3,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1103 RN Amsterdam,Geerdinkhof 661,52.32310000,4.97220000,415000,150,508,3,1987,1,woonhuis,34,6,12.548452217043597,"Harriet Freezerstraat 113, 1103 JP Amsterdam, Netherlands",52.323119,4.972382,,113,Harriet Freezerstraat,1103JP,Zuidoost,Bijlmer Oost,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1013 KX Amsterdam,Bickerswerf 72,52.38770000,4.88390000,750000,111,310,1,2003,0,appartement,32,3,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1087 MN Amsterdam,Jan Vrijmanstraat 287,52.35390000,5.00050000,325000,90,281,1,2009,0,appartement,38,3,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1081 GC Amsterdam,Assumburg 112,52.32780000,4.86200000,275000,84,263,1,1967,0,appartement,22,3,45.897876912526065,"Van Der Boechorststraat 40, 1081 BV Amsterdam, Netherlands",52.327514,4.861513,,40,Van Der Boechorststraat,1081BV,Zuid,Buitenveldert-West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1019 PC Amsterdam,Azartplein 187,52.37330000,4.93910000,400000,94,286,2,1995,0,appartement,48,4,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1025 XG Amsterdam,Dollardpad 28,52.39900000,4.93610000,282500,88,276,1,2009,0,appartement,34,3,12.750199922949465,"Buikslotermeerplein 124, 1025 EX Amsterdam, Netherlands",52.3989423,4.9362624,,124,Buikslotermeerplein,1025EX,Noord,Noord,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1106 JK Amsterdam,Montfoorthof 7,52.29910000,4.97540000,165000,92,258,1,1976,0,appartement,18,4,2.9495910662578444,"Pannerdenstraat, 1106 BG Amsterdam, Netherlands",52.2991825,4.9753742,Pannerdenstraat,,Pannerdenstraat,1106BG,,Zuidoost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013 AD Amsterdam,Westerdoksdijk 397,52.38770000,4.88390000,475000,84,269,2,2007,0,appartement,23,3,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1032 GW Amsterdam,Korenbloemstraat 44,52.39640000,4.91260000,205000,61,290,2,1929,1,woonhuis,32,4,13.57212487812395,"Heggerankweg 89-1, 1032 JC Amsterdam, Netherlands",52.396469,4.912765,,89-1,Heggerankweg,1032JC,Noord,Volewijck,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1069 RT Amsterdam,Klaas Katerstraat,52.35560000,4.79070000,16500,0,0,1,0,0,onbekend,1,1,25.493785079984995,"Langswater 384, 1069 EC Amsterdam, Netherlands",52.355533,4.790341,,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1018 SJ Amsterdam,Blankenstraat 286 HS,52.36760000,4.91840000,349500,51,156,2,1906,1,appartement,26,3,4.080374033250982,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",52.367578,4.9184481,,4,Entrepotdoksluis,1018AW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013 BX Amsterdam,Westerdoksdijk 465,52.38770000,4.88390000,925000,166,430,1,2006,1,appartement,12,4,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1068 CN Amsterdam,Ruimzicht 51,52.35920000,4.80520000,180000,89,204,1,1967,0,appartement,22,3,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1106 ZG Amsterdam,Cornelis Aarnoutsstraat 66,52.29910000,4.97540000,244750,108,345,3,1986,1,woonhuis,21,4,2.9495910662578444,"Pannerdenstraat, 1106 BG Amsterdam, Netherlands",52.2991825,4.9753742,Pannerdenstraat,,Pannerdenstraat,1106BG,,Zuidoost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1073 GH Amsterdam,Rustenburgerstraat 132 H,52.35320000,4.89820000,649000,106,388,2,1903,1,appartement,22,4,2.2512175683180513,"Van Ostadestraat 209K, 1073 TN Amsterdam, Netherlands",52.3532055,4.8981681,,209K,Van Ostadestraat,1073TN,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1075 BL Amsterdam,Sophialaan 3 3,52.35180000,4.85860000,950000,137,500,1,1919,0,appartement,51,3,12.51019917998629,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",52.3519024,4.8585237,,237-H,Koninginneweg,1075CT,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1107 DH Amsterdam,Wethouder Vospad 40,52.29320000,4.98030000,285000,125,345,3,1986,1,woonhuis,12,4,5.755793401264633,"Sliedrechtstraat, 1107 JR Amsterdam, Netherlands",52.2932466,4.9805132,Sliedrechtstraat,,Sliedrechtstraat,1107JR,,Gein,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1060 RS Amsterdam,Pond Sterlinglaan 40,52.34910000,4.78350000,445500,145,348,1,1998,0,woonhuis,1,5,2.700931735231882,"De Alpen, 1060 PH Amsterdam, Netherlands",52.3502145,4.780774,De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1023 VK Amsterdam,Watergangseweg 12 /hs,52.38990000,4.94700000,210000,54,150,1,1950,1,appartement,20,3,11.813501088095425,"Oudorperstraat 17-1, 1023 SR Amsterdam, Netherlands",52.38987,4.947167,,17-1,Oudorperstraat,1023SR,Noord,Tuindorp Nieuwendam,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1019 EW Amsterdam,Rietlandterras 18,52.37330000,4.93910000,400000,105,397,2,2002,1,appartement,36,3,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017 NA Amsterdam,Leidsegracht 17 I,52.36300000,4.89240000,372000,62,245,1,1906,0,appartement,9,1,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1102 AB Amsterdam,Martin Ennalsplein 12,52.31660000,4.95170000,315000,147,390,1,2008,0,appartement,1,6,49.79663637578256,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",52.316997,4.952039,,3,Raoul Wallenberghofje,1102AH,Zuidoost,Bijlmer Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1055 LT Amsterdam,Admiraal De Ruijterweg 251 3,52.38020000,4.85240000,415000,101,300,2,1906,0,appartement,18,4,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1071 ZW Amsterdam,Van Breestraat 142 II-III,52.35520000,4.87890000,1100000,150,535,2,1906,1,appartement,37,6,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1019 TK Amsterdam,Lampenistenstraat 103,52.37330000,4.93910000,525000,111,237,3,1999,0,woonhuis,24,5,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1011 CH Amsterdam,Binnen Bantammerstraat 9 -I,52.37100000,4.90410000,600000,106,285,1,1906,0,appartement,17,2,0.9358233445245736,"Keizersbrug, 1011 KV Amsterdam, Netherlands",52.3710995,4.9040025,Keizersbrug,,Keizersbrug,1011KV,,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1015 LB Amsterdam,Boomstraat 57 -A,52.37840000,4.88360000,397500,61,233,2,1986,1,appartement,21,3,11.715735159463115,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",52.3783013,4.8836604,,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 RZ Amsterdam,Nieuwpoortstraat 94 D14,52.38020000,4.85240000,420000,84,244,2,2017,1,appartement,20,3,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1013 KP Amsterdam,Grote Bickersstraat 69 -HS,52.38770000,4.88390000,375000,71,215,2,2004,0,appartement,27,3,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1077 SC Amsterdam,Stadionweg 67 I,52.34600000,4.87380000,600000,115,360,1,1932,0,appartement,30,7,8.308924963734398,"Rubensstraat 70, 1077 NA Amsterdam, Netherlands",52.3459835,4.8736807,,70,Rubensstraat,1077NA,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1015 CW Amsterdam,Keizersgracht 130 A,52.37840000,4.88360000,940000,115,354,2,1755,0,appartement,26,3,11.715735159463115,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",52.3783013,4.8836604,,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1075 NB Amsterdam,Cornelis Krusemanstraat 7 III,52.35180000,4.85860000,845000,142,472,2,1906,0,appartement,26,4,12.51019917998629,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",52.3519024,4.8585237,,237-H,Koninginneweg,1075CT,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1011 LZ Amsterdam,Valkenburgerstraat 36 D,52.37100000,4.90410000,515000,90,263,6,2000,0,appartement,20,3,0.9358233445245736,"Keizersbrug, 1011 KV Amsterdam, Netherlands",52.3710995,4.9040025,Keizersbrug,,Keizersbrug,1011KV,,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1102 VB Amsterdam,Barbusselaan 372,52.31660000,4.95170000,145000,42,100,4,1986,0,appartement,9,2,49.79663637578256,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",52.316997,4.952039,,3,Raoul Wallenberghofje,1102AH,Zuidoost,Bijlmer Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1068 NK Amsterdam,Pieter Calandlaan 413,52.35920000,4.80520000,225000,82,270,2,1965,0,appartement,24,3,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1094 JT Amsterdam,Balistraat 98 -D,52.36260000,4.93600000,300000,63,219,2,1915,0,appartement,30,3,22.683970451466475,"Sumatrastraat 69, 1094 LR Amsterdam, Netherlands",52.362521,4.936308,,69,Sumatrastraat,1094LR,Oost,Indische Buurt West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1027 AJ Amsterdam,Achterlaan 5 A,52.40920000,4.96600000,750000,141,505,2,1975,1,woonhuis,37,5,67.74597676901814,"t Voorwerf 2C, 1027 AG Amsterdam, Netherlands",52.409755,4.965588,,2C,t Voorwerf,1027AG,Noord,Waterland,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013 RW Amsterdam,Zaanstraat 134,52.38770000,4.88390000,300000,64,194,2,1915,1,appartement,40,3,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1098 WP Amsterdam,Esplanade de Meer 170,52.35290000,4.94220000,349000,96,305,1,2001,0,appartement,29,3,5.359207257903827,"Voltaplein 42, 1098 NS Amsterdam, Netherlands",52.3529478,4.9421899,,42,Voltaplein,1098NS,Oost,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1073 GP Amsterdam,Lutmastraat 67 2,52.35320000,4.89820000,339000,59,190,1,1906,0,appartement,22,3,2.2512175683180513,"Van Ostadestraat 209K, 1073 TN Amsterdam, Netherlands",52.3532055,4.8981681,,209K,Van Ostadestraat,1073TN,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1059 VP Amsterdam,Woubruggestraat 39 hs,52.34880000,4.84680000,325000,65,175,1,1930,1,appartement,28,3,7.424910888743452,"Sassenheimstraat 80-1, 1059 BM Amsterdam, Netherlands",52.3488658,4.8468186,,80-1,Sassenheimstraat,1059BM,Zuid,Hoofddorppleinbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1054 MJ Amsterdam,Jan Pieter Heijestraat 144 D,52.36170000,4.86690000,227000,35,100,1,1900,0,appartement,12,1,12.085615741751521,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",52.361808,4.86692,,15-2,Brederodestraat,1054MP,West,Helmersbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1063 GE Amsterdam,Robbert Cijferstraat 12,52.38140000,4.82590000,260000,105,263,2,1953,1,woonhuis,13,5,2.5954411684806953,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",52.3814121,4.8259327,,13-H,Van Gilsestraat,1063VS,Nieuw-West,Slotermeer,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1035 NP Amsterdam,Kadoelenweg 264,52.41960000,4.89440000,450000,120,400,2,1920,1,woonhuis,40,5,5.227310669140413,"Jacob Honigstraat 5, 1035 XV Amsterdam, Netherlands",52.419555,4.8944223,,5,Jacob Honigstraat,1035XV,Noord,Oostzanerwerf,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1069 CL Amsterdam,Wolbrantskerkweg 51,52.35560000,4.79070000,400000,0,0,1,0,0,onbekend,1,1,25.493785079984995,"Langswater 384, 1069 EC Amsterdam, Netherlands",52.355533,4.790341,,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1075 NX Amsterdam,Des Présstraat 4 II+III,52.35180000,4.85860000,1195000,150,450,2,1914,0,appartement,42,6,12.51019917998629,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",52.3519024,4.8585237,,237-H,Koninginneweg,1075CT,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1063 AE Amsterdam,Harry Koningsbergerstraat 98,52.38140000,4.82590000,120000,31,90,1,1958,0,appartement,25,1,2.5954411684806953,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",52.3814121,4.8259327,,13-H,Van Gilsestraat,1063VS,Nieuw-West,Slotermeer,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
