postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1019 BZ Amsterdam;Veemkade 1134;52.37330000;4.93910000;495000;108;334;2;1995;0;appartement;20;3
1067 TC Amsterdam;Osdorperweg 820;52.37860000;4.79870000;589000;157;450;2;1998;1;woonhuis;32;5
1087 GZ Amsterdam;Maria Austriastraat 833;52.35390000;5.00050000;275000;84;210;1;2003;0;appartement;14;3
1068 ZZ Amsterdam;Meer en Vaart 118 A;52.35920000;4.80520000;345000;116;370;1;2008;0;appartement;31;4
1107 AW Amsterdam;Wethouder In 't Veldstraat 29;52.29320000;4.98030000;225000;100;290;3;1984;1;woonhuis;25;5
1012 NB Amsterdam;Nieuwezijds Armsteeg 19;52.37350000;4.89510000;300000;70;195;4;1981;0;appartement;19;3
1072 CC Amsterdam;Saenredamstraat 51;52.35350000;4.89020000;699000;112;170;1;1880;0;appartement;1;2
1036 KJ Amsterdam;Boomgaardlaan 63;52.40820000;4.90250000;339000;105;348;3;2007;1;woonhuis;19;5
1034 SP Amsterdam;Voorsteven 92;52.40750000;4.91700000;175000;85;270;1;1977;0;appartement;26;5
1012 RN Amsterdam;Wijdesteeg 3 F;52.37350000;4.89510000;604840;79;315;4;1906;0;appartement;25;2
1013 BD Amsterdam;Haparandaweg 726;52.38770000;4.88390000;165000;28;90;1;2015;0;appartement;18;1
1025 KV Amsterdam;Florence Nightingalestraat 16;52.39900000;4.93610000;400000;110;296;1;1970;0;woonhuis;1;5
1075 NB Amsterdam;Cornelis Krusemanstraat 9 -II;52.35180000;4.85860000;899000;180;626;2;1925;0;appartement;21;4
1106 HV Amsterdam;Mijehof 262;52.29910000;4.97540000;224900;114;421;3;1981;1;woonhuis;18;6
1013 ES Amsterdam;Haarlemmerstraat 38 B;52.38770000;4.88390000;775000;126;365;3;1906;1;appartement;48;4
1055 DX Amsterdam;Bos en Lommerweg 301 II;52.38020000;4.85240000;335000;75;270;1;1931;0;appartement;28;3
1067 NH Amsterdam;Nicolaas Ruychaverstraat 3;52.37860000;4.79870000;360000;109;377;3;1987;1;woonhuis;22;4
1061 SE Amsterdam;Andries Copierstraat 100;52.37360000;4.83950000;315000;90;289;1;2009;0;appartement;16;3
1055 BM Amsterdam;Sanderijnstraat 9 2;52.38020000;4.85240000;225000;57;188;1;1940;0;appartement;31;3
1106 CS Amsterdam;Veenendaalplein 148;52.29910000;4.97540000;135000;50;150;1;1984;0;appartement;1;2
1054 EN Amsterdam;Eerste Helmersstraat 212 II;52.36170000;4.86690000;350000;65;172;1;1910;0;appartement;17;4
1011 HC Amsterdam;Nieuwe Hoogstraat 15 B;52.37100000;4.90410000;435000;80;258;1;1906;1;appartement;30;3
1091 BE Amsterdam;Tilanusstraat 55 3;52.35560000;4.91350000;300000;56;192;1;1906;0;appartement;18;2
1083 VK Amsterdam;Sterkenburg 12;52.33020000;4.88440000;41000;0;0;1;0;0;onbekend;1;1
1106 XW Amsterdam;Opijnenhof 112;52.29910000;4.97540000;155000;87;243;1;1976;0;appartement;20;4
1068 JC Amsterdam;Eastonstraat 85;52.35920000;4.80520000;24800;0;0;1;0;0;parkeergelegenheid;5;1
1102 SH Amsterdam;Pikoletstraat 20;52.31660000;4.95170000;250000;123;428;3;1997;1;woonhuis;25;5
1025 AG Amsterdam;Elpermeer 265;52.39900000;4.93610000;190000;78;200;1;1970;0;appartement;28;3
1018 GP Amsterdam;Sarphatistraat 58 hs;52.36760000;4.91840000;1290000;246;981;3;1906;1;appartement;35;6
1087 GM Amsterdam;Diemerparklaan 66;52.35390000;5.00050000;500000;130;410;3;2006;1;woonhuis;24;5
1066 LK Amsterdam;Eisdenstraat 34;52.34600000;4.81630000;535000;145;485;2;1993;1;woonhuis;31;3
1077 NZ Amsterdam;Minervalaan 24 I;52.34600000;4.87380000;785000;138;492;1;1928;0;appartement;20;6
1055 PR Amsterdam;Haarlemmerweg 587 I;52.38020000;4.85240000;275000;69;210;1;1936;0;appartement;25;3
1035 GE Amsterdam;Stellingweg 202;52.41960000;4.89440000;625000;152;548;3;1987;1;woonhuis;47;6
1053 WH Amsterdam;Da Costakade 333;52.36680000;4.86810000;425000;0;0;1;0;0;onbekend;1;1
1053 DC Amsterdam;Kinkerstraat 23 -V;52.36680000;4.86810000;299000;45;136;1;1906;0;appartement;17;2
1015 HP Amsterdam;Palmstraat 83 A;52.37840000;4.88360000;219000;32;75;1;1906;0;appartement;13;2
1058 SW Amsterdam;Vogelenzangstraat 62 hs;52.35790000;4.85100000;299000;55;150;5;1931;1;appartement;17;2
1077 SZ Amsterdam;Stadionweg 148 IV;52.34600000;4.87380000;600000;122;401;1;1939;0;appartement;24;5
1025 ZV Amsterdam;Amerbos 312;52.39900000;4.93610000;99000;35;100;8;1968;0;appartement;32;1
1086 VB Amsterdam;Brigantijnkade 72;52.36280000;4.98190000;595000;151;499;3;2009;1;woonhuis;31;5
1098 WP Amsterdam;Esplanade de Meer 152;52.35290000;4.94220000;350000;94;276;1;2001;0;appartement;19;3
1087 EH Amsterdam;Erich Salomonstraat 152;52.35390000;5.00050000;250000;80;274;1;2010;0;appartement;34;3
1054 JG Amsterdam;Overtoom 350 IV;52.36170000;4.86690000;225000;36;107;1;1903;0;appartement;27;2
1096 GG Amsterdam;Amstelvlietstraat;52.33870000;4.91970000;36950;0;0;1;0;0;parkeergelegenheid;1;1
1024 BC Amsterdam;Jisperveldstraat 573;52.39390000;4.95470000;119000;35;95;1;1968;0;appartement;1;1
1013 AK Amsterdam;Bouwnummer 68 (Bouwnr. 068);52.38770000;4.88390000;759750;167;718;3;2019;1;woonhuis;6;3
1086 VA Amsterdam;Haringbuisdijk 14;52.36280000;4.98190000;560000;128;454;3;2010;1;woonhuis;24;4
1055 NG Amsterdam;Admiraal De Ruijterweg 444 I;52.38020000;4.85240000;299000;66;173;1;1906;0;appartement;20;3
1059 AE Amsterdam;Aalsmeerweg 99 I;52.34880000;4.84680000;280000;58;149;4;1930;0;appartement;14;2
1071 XJ Amsterdam;Ruysdaelstraat 118 hs;52.35520000;4.87890000;1100000;138;495;2;1907;1;appartement;35;6
1102 JW Amsterdam;Sean MacBridestraat 54;52.31660000;4.95170000;349000;136;340;2;2009;0;appartement;13;5
1053 KB Amsterdam;Jacob van Lennepstraat 262 D;52.36680000;4.86810000;295000;50;150;1;1906;0;appartement;20;2
1107 JL Amsterdam;Schalkwijkpad 33;52.29320000;4.98030000;125000;58;169;1;1982;0;appartement;21;2
1019 DT Amsterdam;Rietlandpark;52.37330000;4.93910000;40000;0;0;1;0;0;parkeergelegenheid;1;1
1015 GJ Amsterdam;Brouwersgracht 635 III-IV;52.37840000;4.88360000;599000;96;302;2;1906;0;appartement;24;4
1102 VB Amsterdam;Barbusselaan 372;52.31660000;4.95170000;145000;42;100;4;1986;0;appartement;9;2
1033 WH Amsterdam;Marskramerstraat 25;52.40920000;4.89020000;189000;54;170;5;1990;1;appartement;23;2
1069 EH Amsterdam;Langswater 909;52.35560000;4.79070000;142500;61;165;1;1963;0;appartement;16;3
1025 DZ Amsterdam;H. Cleyndertweg 603;52.39900000;4.93610000;219000;88;265;1;1974;0;appartement;21;3
1094 GM Amsterdam;Madurastraat 22 b;52.36260000;4.93600000;175000;26;85;5;1902;0;appartement;11;1
1074 XG Amsterdam;Sint Willibrordusdwarsstraat 4 1;52.35390000;4.90420000;250000;40;125;1;1910;0;appartement;27;2
1072 AW Amsterdam;Ruysdaelkade 211 huis;52.35350000;4.89020000;295000;48;150;1;1902;1;appartement;14;2
1051 KH Amsterdam;Visseringstraat 21 E;52.38180000;4.87170000;650000;109;354;1;2009;0;appartement;48;3
1051 LW Amsterdam;Marcantilaan 132;52.38180000;4.87170000;328000;73;229;1;1985;0;appartement;19;3
1087 CL Amsterdam;IJburglaan 785;52.35390000;5.00050000;280000;0;0;1;0;0;onbekend;1;1
1106 DH Amsterdam;Veldhuizenstraat 42;52.29910000;4.97540000;145000;62;174;1;1982;1;appartement;29;2
1031 Amsterdam;Spadinalaan;52.38880000;4.90620000;35000;0;0;1;0;0;parkeergelegenheid;1;1
1054 DV Amsterdam;Eerste Helmersstraat 197 hs;52.36170000;4.86690000;1000000;189;540;5;1910;0;appartement;28;5
1095 AN Amsterdam;Zeeburgerdijk 630;52.36660000;4.95200000;365000;82;240;1;2000;0;appartement;20;3
1104 HW Amsterdam;Klaroenstraat 28;52.31640000;4.97760000;175000;78;244;1;2010;0;appartement;29;3
1067 NT Amsterdam;Bartholt Enthesstraat 41;52.37860000;4.79870000;275000;100;285;3;1981;1;woonhuis;25;5
1015 DT Amsterdam;Prinsengracht 197 -F;52.37840000;4.88360000;975000;161;282;2;1906;0;appartement;26;4
1012 DC Amsterdam;Oudezijds Achterburgwal 79 F;52.37350000;4.89510000;585000;96;330;2;1800;0;appartement;29;3
1104 GA Amsterdam;Kantershof 20;52.31640000;4.97760000;157750;55;125;1;1974;1;woonhuis;15;2
1095 AW Amsterdam;Molukkenstraat 63 lll;52.36660000;4.95200000;485000;102;343;4;1916;0;appartement;21;4
1083 GR Amsterdam;Arent Janszoon Ernststraat 61;52.33020000;4.88440000;430000;109;346;12;1960;0;appartement;17;3
1072 GT Amsterdam;Rustenburgerstraat 371 2-Voor;52.35350000;4.89020000;195000;30;85;1;1905;0;appartement;12;2
1077 GD Amsterdam;Bachstraat 11;52.34600000;4.87380000;4000000;400;1150;4;1906;1;woonhuis;32;9
1022 AD Amsterdam;Zamenhofstraat 60;52.39870000;4.92990000;225000;50;190;2;1918;1;appartement;30;2
1068 WX Amsterdam;Nicolaas Anslijnstraat 144;52.35920000;4.80520000;195000;81;200;2;1963;0;appartement;19;3
1061 MJ Amsterdam;Willem Augustinstraat 151;52.37360000;4.83950000;325000;98;310;1;2013;0;appartement;35;3
1057 CW Amsterdam;Hoofdweg 239 3;52.36770000;4.85510000;399000;82;213;2;1924;0;appartement;25;3
1052 ND Amsterdam;De Clercqstraat 14 I;52.37700000;4.87400000;325000;67;238;1;1906;0;appartement;32;3
1091 JR Amsterdam;Iepenplein 62;52.35560000;4.91350000;250000;52;140;1;1979;0;appartement;19;2
1060 SH Amsterdam;Dinarpromenade 13;52.34910000;4.78350000;225000;73;198;3;1998;0;appartement;23;2
1106 XR Amsterdam;Opijnenhof 49;52.29910000;4.97540000;149500;70;190;3;1976;0;appartement;12;3
1019 DV Amsterdam;Rietlandpark;52.37330000;4.93910000;30000;0;0;1;0;0;parkeergelegenheid;2;1
1060 PG Amsterdam;Marmolada 40;52.34910000;4.78350000;300000;117;362;3;1998;1;woonhuis;29;5
1017 XL Amsterdam;Frederiksplein 47 -III;52.36300000;4.89240000;675000;94;474;2;1906;0;appartement;22;4
1055 RD Amsterdam;Willem de Zwijgerlaan 334 C6;52.38020000;4.85240000;140000;32;145;1;1959;0;appartement;13;1
1053 TA Amsterdam;Schimmelstraat 3 A*;52.36680000;4.86810000;950000;161;536;2;1900;1;appartement;25;6
1087 DA Amsterdam;Henri Berssenbruggehof 6 *;52.35390000;5.00050000;500000;121;408;2;2001;1;woonhuis;42;5
1012 NG Amsterdam;Nieuwe Nieuwstraat 25 II;52.37350000;4.89510000;275000;50;166;1;1905;0;appartement;26;2
1063 BM Amsterdam;Burgemeester De Vlugtlaan 251;52.38140000;4.82590000;185000;60;200;1;1958;0;appartement;21;2
1052 BH Amsterdam;Eerste Nassaustraat 34 -2V;52.37700000;4.87400000;250000;39;133;1;1886;0;appartement;20;2
1069 ED Amsterdam;Langswater 438;52.35560000;4.79070000;149000;60;180;13;1960;0;appartement;10;3
1051 PB Amsterdam;Waterspiegelplein 52;52.38180000;4.87170000;0;77;230;1;1997;0;appartement;4;3
1091 DG Amsterdam;'s-Gravesandestraat 108;52.35560000;4.91350000;285000;57;154;1;1988;0;appartement;20;2
1054 JP Amsterdam;Overtoom 407 D;52.36170000;4.86690000;325000;57;178;1;1906;0;appartement;24;2
1035 PW Amsterdam;Landsmeerderdijk 20 C;52.41960000;4.89440000;485000;108;302;2;2011;0;appartement;32;3
1054 BD Amsterdam;Derde Helmersstraat 51 -hs/I;52.36170000;4.86690000;670000;109;325;2;1905;1;appartement;34;3
1016 BE Amsterdam;Herengracht 179 -C;52.37090000;4.88160000;750000;94;313;2;1906;0;appartement;16;3
1081 HL Amsterdam;Arent Janszoon Ernststraat 1199;52.32780000;4.86200000;849000;211;659;2;1971;1;woonhuis;44;5
1061 BV Amsterdam;Blauwvoetstraat 16 II;52.37360000;4.83950000;195000;51;140;1;1960;0;appartement;17;3
1093 CN Amsterdam;Wagenaarstraat 175;52.36180000;4.92800000;630000;115;299;2;2006;1;appartement;29;4
1066 TK Amsterdam;Blankenbergestraat 45;52.34600000;4.81630000;219000;64;190;1;1995;0;appartement;19;3
1066 LC Amsterdam;Kinrooistraat 37;52.34600000;4.81630000;335000;120;480;3;1990;0;woonhuis;37;5
1060 RZ Amsterdam;Eurokade 30;52.34910000;4.78350000;375000;142;450;4;1999;1;woonhuis;39;6
1015 JK Amsterdam;Goudsbloemstraat 67;52.37840000;4.88360000;575000;86;252;1;1991;0;appartement;20;3
1056 KZ Amsterdam;Korte Geuzenstraat 700 nr. 10;52.37320000;4.85600000;68000;0;27;1;1942;0;appartement;16;1
1071 RD Amsterdam;Nicolaas Maesstraat 80 III;52.35520000;4.87890000;975000;130;390;2;1903;0;appartement;30;3
1075 RE Amsterdam;Lomanstraat 68 III/IV;52.35180000;4.85860000;850000;125;440;2;1906;0;appartement;32;4
1094 JZ Amsterdam;Eerste Atjehstraat 21 I;52.36260000;4.93600000;250000;55;148;4;1985;0;appartement;19;3
1066 JN Amsterdam;Laan van Vlaanderen 267;52.34600000;4.81630000;359500;113;385;3;1993;1;woonhuis;24;4
1012 ES Amsterdam;Oudezijds Voorburgwal 145 A;52.37350000;4.89510000;895000;165;500;1;1896;0;appartement;35;3
1073 SB Amsterdam;Tolstraat 40;52.35320000;4.89820000;499000;85;277;5;2005;1;appartement;33;3
1068 PM Amsterdam;Oeverpad;52.35920000;4.80520000;14950;0;0;1;0;0;parkeergelegenheid;7;1
1073 GV Amsterdam;Lutmastraat 145 -C;52.35320000;4.89820000;285000;55;150;1;1989;0;appartement;27;2
1071 PJ Amsterdam;De Lairessestraat 90 -III-M;52.35520000;4.87890000;1250000;140;509;1;1906;0;appartement;25;3
1059 TK Amsterdam;Westlandgracht 185 1;52.34880000;4.84680000;295000;57;197;1;1935;0;appartement;24;3
1093 NG Amsterdam;Oranje-Vrijstaatplein 18;52.36180000;4.92800000;430000;91;273;4;2013;0;appartement;20;3
1086 VB Amsterdam;Brigantijnkade 48;52.36280000;4.98190000;619000;142;500;2;2011;0;woonhuis;32;4
1016 NA Amsterdam;Rozengracht 221 A;52.37090000;4.88160000;600000;121;377;2;1991;0;appartement;21;3
1065 TP Amsterdam;Ariana Nozemanstraat 13 -I;52.35730000;4.82780000;185000;55;190;1;1955;0;appartement;30;3
1091 TR Amsterdam;Jan Bernardusstraat 15 B;52.35560000;4.91350000;325000;56;180;1;2006;0;appartement;25;2
1016 LS Amsterdam;Rozengracht 51 C;52.37090000;4.88160000;299000;57;152;1;1992;0;appartement;25;2
1082 CT Amsterdam;Boeckenburg 33;52.33110000;4.87420000;249000;67;200;1;1963;0;appartement;12;3
1054 MR Amsterdam;Brederodestraat 41 huis;52.36170000;4.86690000;400000;68;231;1;1901;1;appartement;17;2
1082 EL Amsterdam;Zuid-Hollandstraat 78;52.33110000;4.87420000;36000;0;0;1;0;0;parkeergelegenheid;1;1
1093 GB Amsterdam;Eerste Van Swindenstraat 177;52.36180000;4.92800000;298000;70;208;1;1997;0;appartement;24;3
1053 BX Amsterdam;Ten Katestraat 39 -2;52.36680000;4.86810000;235000;43;150;1;1895;0;appartement;21;2
1017 JZ Amsterdam;Prinsengracht 761;52.36300000;4.89240000;2500000;173;519;1;1960;0;appartement;13;3
1077 KP Amsterdam;Willem Kesstraat 1 II;52.34600000;4.87380000;585000;111;300;1;1955;0;appartement;35;4
1028 BT Amsterdam;Durgerdammergouw 2;52.40140000;5.00730000;800000;215;645;3;1906;1;woonhuis;57;9
1056 JP Amsterdam;Willem de Zwijgerlaan 217 -3;52.37320000;4.85600000;550000;100;326;2;1934;0;appartement;26;4
1015 DV Amsterdam;Prinsengracht 14 M;52.37840000;4.88360000;359000;0;0;1;0;0;onbekend;1;1
1092 CW Amsterdam;Derde Oosterparkstraat 147 C;52.35650000;4.92280000;585000;96;252;1;2011;0;appartement;27;3
1011 JH Amsterdam;Zwanenburgwal 266;52.37100000;4.90410000;650000;101;316;2;1906;0;appartement;24;4
1016 KW Amsterdam;Bloemstraat 47;52.37090000;4.88160000;49000;0;0;1;0;0;parkeergelegenheid;4;1
1061 WB Amsterdam;Wijnand Nuijenstraat 54;52.37360000;4.83950000;280000;86;277;1;2006;0;appartement;20;3
1015 GN Amsterdam;Lijnbaansgracht 14 1;52.37840000;4.88360000;189000;24;82;4;1906;0;appartement;9;2
1053 ZK Amsterdam;Da Costastraat 115 II;52.36680000;4.86810000;259500;45;120;1;1900;0;appartement;8;2
1082 HZ Amsterdam;Van Nijenrodeweg 647 A;52.33110000;4.87420000;40000;0;0;1;0;0;parkeergelegenheid;6;1
1091 VM Amsterdam;Tugelaweg 72 II;52.35560000;4.91350000;245000;54;179;1;1930;0;appartement;23;3
1012 NC Amsterdam;Sint Jacobsstraat 1 D;52.37350000;4.89510000;385000;65;225;1;1906;1;appartement;29;3
1056 SR Amsterdam;Vespuccistraat 104 hs;52.37320000;4.85600000;315000;58;170;1;1925;1;appartement;19;3
1055 ER Amsterdam;Baetostraat 10 ll;52.38020000;4.85240000;225000;59;185;4;1940;0;appartement;25;3
1077 EV Amsterdam;Leonardostraat 10 hs;52.34600000;4.87380000;1480000;228;638;2;1928;1;appartement;28;8
1071 ZK Amsterdam;Van Breestraat 111;52.35520000;4.87890000;2195000;266;771;1;1906;1;woonhuis;66;11
1018 BC Amsterdam;Tussen Kadijken 8 A;52.36760000;4.91840000;700000;133;461;3;1743;1;appartement;34;5
1069 PA Amsterdam;Willy La Croixstraat 10;52.35560000;4.79070000;350000;110;300;2;1990;1;woonhuis;32;5
1102 TD Amsterdam;Boris Pasternakstraat 351;52.31660000;4.95170000;104950;45;112;4;1980;0;appartement;11;2
1017 LC Amsterdam;Prinsengracht 736 A*;52.36300000;4.89240000;650000;100;330;1;1906;0;appartement;18;3
1091 GC Amsterdam;Mauritskade 18 L;52.35560000;4.91350000;199000;39;99;1;1989;0;appartement;1;2
1087 Amsterdam;Erich Salomonstraat;52.35390000;5.00050000;12500;0;0;1;0;0;parkeergelegenheid;7;1
1018 VS Amsterdam;Nieuwe Prinsengracht 48 -III+IV;52.36760000;4.91840000;650000;126;433;2;1890;1;appartement;25;4
1093 CN Amsterdam;Wagenaarstraat 407 huis;52.36180000;4.92800000;350000;72;224;1;1982;1;appartement;24;3
1068 PH Amsterdam;Oeverpad 186;52.35920000;4.80520000;275000;80;235;1;2007;0;appartement;32;3
1091 CW Amsterdam;Blasiusstraat 92 C;52.35560000;4.91350000;319000;57;137;1;2013;0;appartement;21;3
1068 SL Amsterdam;Wildeman 101;52.35920000;4.80520000;198000;71;224;1;2000;0;appartement;22;3
1019 HG Amsterdam;Zeeburgerkade 34;52.37330000;4.93910000;375000;89;306;1;1898;0;appartement;22;3
1098 LH Amsterdam;Helmholtzstraat 91 II;52.35290000;4.94220000;250000;70;182;1;1960;0;appartement;20;3
1098 LZ Amsterdam;Galileïplantsoen 121;52.35290000;4.94220000;780000;150;511;4;1933;0;appartement;29;7
1068 NA Amsterdam;Hoekenes 98;52.35920000;4.80520000;595000;150;450;2;1971;1;woonhuis;31;5
1106 SZ Amsterdam;Parkhof 77;52.29910000;4.97540000;338000;156;544;3;1993;1;woonhuis;8;6
1060 RG Amsterdam;Ladogameerhof 267;52.34910000;4.78350000;245000;91;270;1;2000;0;appartement;31;2
1094 HE Amsterdam;Javastraat 137 4;52.36260000;4.93600000;215000;37;153;1;1913;0;appartement;1;1
1078 NJ Amsterdam;Rooseveltlaan 28 hs;52.34640000;4.89770000;700000;100;352;1;1934;1;appartement;29;4
1087 LG Amsterdam;Eva Besnyöstraat 503;52.35390000;5.00050000;339000;101;323;1;2011;0;appartement;39;3
1094 RW Amsterdam;Minahassastraat 10 -A;52.36260000;4.93600000;250000;57;201;1;1981;1;appartement;39;3
1074 VH Amsterdam;Tolstraat 115 3;52.35390000;4.90420000;730000;137;444;2;1906;0;appartement;23;4
1074 CP Amsterdam;Tweede Jan Steenstraat 58 IV;52.35390000;4.90420000;469000;77;259;1;1889;0;appartement;20;3
1054 EG Amsterdam;Eerste Helmersstraat 100 C;52.36170000;4.86690000;650000;100;360;2;1885;1;appartement;19;4
1034 WC Amsterdam;Sonja Heniepad 2;52.40750000;4.91700000;289000;108;346;2;1994;0;appartement;16;4
1077 KM Amsterdam;Cornelis Dopperkade 7 5-A;52.34600000;4.87380000;389000;60;156;1;1955;0;appartement;26;2
1033 ZG Amsterdam;Circusplein 38;52.40920000;4.89020000;189000;68;200;1;1989;0;appartement;21;3
1054 WL Amsterdam;Wilhelminastraat 74 C;52.36170000;4.86690000;220000;36;100;1;1900;0;appartement;11;1
1107 XC Amsterdam;Wethouder Insingerstraat 58;52.29320000;4.98030000;167500;68;170;2;1985;0;appartement;26;3
1068 ZZ Amsterdam;Meer en Vaart 86 a;52.35920000;4.80520000;289000;95;300;1;2009;0;appartement;15;3
1068 PM Amsterdam;Oeverpad 488;52.35920000;4.80520000;325000;121;396;6;2004;0;appartement;26;3
1055 VX Amsterdam;Joris van Andringastraat 6 -II;52.38020000;4.85240000;425000;87;230;2;1934;1;appartement;29;3
1016 NB Amsterdam;Rozengracht 2 C;52.37090000;4.88160000;800000;128;450;2;1900;0;appartement;18;3
1017 WV Amsterdam;Sarphatikade 12 /A;52.36300000;4.89240000;2475000;270;900;2;1960;1;woonhuis;48;5
1056 JV Amsterdam;Willem de Zwijgerlaan 104 III;52.37320000;4.85600000;275000;56;148;1;1931;0;appartement;33;3
1082 JM Amsterdam;Van Nijenrodeweg 831;52.33110000;4.87420000;299000;85;284;1;1955;0;appartement;25;3
1057 WV Amsterdam;Marco Polostraat 94 -bov;52.36770000;4.85510000;369500;78;200;2;1929;0;appartement;19;3
1055 AD Amsterdam;Bos en Lommerplein 39;52.38020000;4.85240000;489000;109;345;1;2008;0;appartement;1;4
1063 LT Amsterdam;Antony Moddermanstraat 88;52.38140000;4.82590000;155000;72;190;1;1959;0;appartement;12;3
1054 VP Amsterdam;Staringstraat 12 huis;52.36170000;4.86690000;335000;55;165;1;1905;1;appartement;20;3
1079 VT Amsterdam;Hunzestraat 53 III;52.34230000;4.90360000;389000;86;278;2;1934;1;appartement;47;5
1071 PE Amsterdam;De Lairessestraat 68 huis;52.35520000;4.87890000;1475000;205;700;2;1914;1;appartement;23;8
1012 TW Amsterdam;Spuistraat 74 -C;52.37350000;4.89510000;519000;85;277;5;1726;0;appartement;17;2
1034 CR Amsterdam;Bezaanjachtplein 117 B;52.40750000;4.91700000;200000;45;150;1;2012;0;appartement;28;2
1057 SP Amsterdam;Hudsonstraat 72 II;52.36770000;4.85510000;450000;95;285;2;2006;0;appartement;25;4
1069 LK Amsterdam;Baden Powellweg 58 -A;52.35560000;4.79070000;249500;95;258;1;2010;0;appartement;24;3
1021 GL Amsterdam;Leeuwerikstraat 12;52.38460000;4.91720000;249000;57;181;1;1987;1;appartement;20;2
1081 EH Amsterdam;Bolestein 518;52.32780000;4.86200000;349000;92;290;1;1960;0;appartement;22;3
1107 KJ Amsterdam;Werkendamstraat 8;52.29320000;4.98030000;175000;68;210;1;1982;0;appartement;1;3
1072 JH Amsterdam;Cornelis Trooststraat 60 I + II;52.35350000;4.89020000;575000;105;347;2;1925;0;appartement;27;4
1063 HA Amsterdam;Lou Jansenplein 78;52.38140000;4.82590000;30000;0;0;1;0;0;parkeergelegenheid;1;1
1012 GH Amsterdam;Oudezijds Voorburgwal 98 A;52.37350000;4.89510000;400000;68;275;1;1750;1;appartement;21;2
1017 AB Amsterdam;Amstel 34 B;52.36300000;4.89240000;575000;100;274;1;1906;0;appartement;38;3
1094 BS Amsterdam;Molukkenstraat 94 D;52.36260000;4.93600000;215000;46;143;1;1981;0;appartement;16;2
1056 XH Amsterdam;Jan Haringstraat 14 I;52.37320000;4.85600000;275000;53;159;1;1938;0;appartement;19;3
1067 AS Amsterdam;Pieter Postsingel 99;52.37860000;4.79870000;269000;97;300;3;1955;1;woonhuis;19;4
1066 CV Amsterdam;Sloterweg 1208;52.34600000;4.81630000;749000;208;815;3;1934;1;woonhuis;32;7
1011 LB Amsterdam;Oudeschans 26 K;52.37100000;4.90410000;1200000;220;550;2;2012;1;woonhuis;43;6
