postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1057 BH Amsterdam;Orteliusstraat 130 D;52.36770000;4.85510000;450000;86;275;2;2001;1;appartement;20;4
1060 LT Amsterdam;Hebridenlaan 51;52.34910000;4.78350000;424500;161;495;3;2003;1;woonhuis;21;5
1051 HG Amsterdam;Van Hallstraat 673;52.38180000;4.87170000;650000;122;350;1;2005;0;appartement;25;4
1018 AD Amsterdam;Entrepotdok 156;52.36760000;4.91840000;695000;140;397;1;2000;0;appartement;46;3
1067 LG Amsterdam;Jan Springerhof 35;52.37860000;4.79870000;224000;75;210;2;1957;1;woonhuis;5;5
1082 PB Amsterdam;Krooswijkhof 98;52.33110000;4.87420000;590000;131;395;1;1988;0;appartement;22;3
1017 DM Amsterdam;Keizersgracht 495 L;52.36300000;4.89240000;795000;97;306;1;1891;1;appartement;34;4
1011 GS Amsterdam;Krom Boomssloot 59 F;52.37100000;4.90410000;359000;50;140;4;1905;0;appartement;21;2
1055 RZ Amsterdam;Nieuwpoortstraat 94 D 17;52.38020000;4.85240000;440000;91;264;2;2017;1;appartement;20;3
1068 DA Amsterdam;Ruimzicht 318;52.35920000;4.80520000;197500;0;0;1;0;0;onbekend;1;1
1093 KP Amsterdam;Polderweg 232;52.36180000;4.92800000;435000;88;282;1;2012;0;appartement;18;3
1058 EB Amsterdam;Nachtwachtlaan 58;52.35790000;4.85100000;355000;98;250;1;1970;0;appartement;21;4
1082 EA Amsterdam;Kastelenstraat 89 A;52.33110000;4.87420000;30000;0;0;1;0;0;parkeergelegenheid;5;1
1056 KW Amsterdam;Korte Geuzenstraat 418;52.37320000;4.85600000;200000;40;104;1;1931;0;appartement;19;2
1012 RN Amsterdam;Wijdesteeg 3 G;52.37350000;4.89510000;460840;51;195;3;1906;0;appartement;23;1
1055 RZ Amsterdam;Nieuwpoortstraat 86 D 9;52.38020000;4.85240000;475000;104;303;2;2017;1;appartement;20;3
1102 EE Amsterdam;Hofgeest 107;52.31660000;4.95170000;125000;65;165;10;1969;0;appartement;16;2
1056 VV Amsterdam;Lumeijstraat 37 -4;52.37320000;4.85600000;375000;77;263;1;1922;0;appartement;29;3
1066 AZ Amsterdam;Ottho Heldringstraat 202 b;52.34600000;4.81630000;350000;103;270;1;2010;0;appartement;28;4
1066 GE Amsterdam;Duke Ellingtonstraat 19 4;52.34600000;4.81630000;17500;0;0;1;0;0;onbekend;1;1
1096 CN Amsterdam;Jan Vroegopsingel 2 F;52.33870000;4.91970000;749911;88;414;1;1990;1;woonhuis;24;3
1082 MR Amsterdam;Leonard Bernsteinstraat;52.33110000;4.87420000;675000;129;400;1;2017;0;appartement;6;3
1087 GT Amsterdam;Erich Salomonstraat;52.35390000;5.00050000;27000;0;0;1;0;0;parkeergelegenheid;4;1
1054 XA Amsterdam;Kanaalstraat 53 III;52.36170000;4.86690000;525000;101;326;4;1901;0;appartement;20;3
1093 NH Amsterdam;Waldenlaan 11;52.36180000;4.92800000;400000;85;271;1;2013;0;appartement;23;3
1071 WH Amsterdam;Joh.M. Coenenstraat PP;52.35520000;4.87890000;40000;0;0;1;0;0;parkeergelegenheid;8;1
1091 PX Amsterdam;Afrikanerplein 158;52.35560000;4.91350000;295000;70;220;1;1992;0;appartement;27;3
1079 NX Amsterdam;President Kennedylaan 272 -4;52.34230000;4.90360000;500000;114;402;2;1935;0;appartement;27;5
1097 CR Amsterdam;Willem Beukelsstraat 35 -HS;52.34650000;4.93010000;595000;100;304;1;1914;0;appartement;22;4
1094 JT Amsterdam;Balistraat 98 -D;52.36260000;4.93600000;300000;63;219;2;1915;0;appartement;30;3
1107 AR Amsterdam;Wethouder De Vriesplantsoen 67;52.29320000;4.98030000;245000;100;295;2;1981;1;woonhuis;11;5
1076 JP Amsterdam;Van Tuyll van Serooskerkenweg 86 -huis;52.34550000;4.86070000;500000;83;293;1;1930;1;appartement;30;3
1019 LR Amsterdam;KNSM-laan 630;52.37330000;4.93910000;335000;72;185;1;1992;0;appartement;26;3
1056 KS Amsterdam;Korte Geuzenstraat 114;52.37320000;4.85600000;165000;23;65;1;1942;0;appartement;13;1
1023 NM Amsterdam;Schellingwouderdijk 372 E;52.38990000;4.94700000;239000;0;0;1;0;0;onbekend;1;1
1092 HA Amsterdam;Transvaalstraat 13 I;52.35650000;4.92280000;195000;37;127;1;1913;0;appartement;14;2
1077 VC Amsterdam;Holbeinstraat 33;52.34600000;4.87380000;1750000;191;760;2;1934;1;woonhuis;58;8
1051 VD Amsterdam;Van der Hoopstraat 91 III;52.38180000;4.87170000;479000;93;281;2;1905;1;appartement;48;4
1069 ED Amsterdam;Langswater 432;52.35560000;4.79070000;150000;70;210;13;1963;0;appartement;15;4
1058 HB Amsterdam;Antillenstraat 16 B;52.35790000;4.85100000;275000;55;143;1;1935;0;appartement;24;3
1069 WJ Amsterdam;Ingelandenweg 126;52.35560000;4.79070000;250000;97;320;3;1963;1;woonhuis;12;5
1053 CC Amsterdam;Ten Katestraat 105;52.36680000;4.86810000;250000;56;167;1;1984;0;appartement;17;2
1083 TE Amsterdam;Oldengaarde 93;52.33020000;4.88440000;279000;78;256;4;1961;0;appartement;17;3
1068 VM Amsterdam;President Allendelaan 107;52.35920000;4.80520000;325000;98;295;1;2006;0;appartement;29;3
1075 SZ Amsterdam;Veerstraat 70 -IV;52.35180000;4.85860000;375000;60;229;4;1913;0;appartement;26;3
1055 RD Amsterdam;Willem de Zwijgerlaan 334;52.38020000;4.85240000;174000;0;0;1;0;0;onbekend;1;1
1076 KS Amsterdam;Argonautenstraat 50 I;52.34550000;4.86070000;325000;62;210;1;1906;0;appartement;12;3
1012 KZ Amsterdam;Rokin 100 I;52.37350000;4.89510000;519000;97;327;1;1906;0;appartement;19;4
1087 KE Amsterdam;Zwanebloemlaan 137;52.35390000;5.00050000;895000;198;660;3;2006;1;woonhuis;20;6
1069 RG Amsterdam;Louis de Visserstraat 35;52.35560000;4.79070000;149000;42;125;1;1985;0;appartement;13;2
1087 AV Amsterdam;Erich Salomonstraat 3;52.35390000;5.00050000;300000;91;290;1;2008;0;appartement;29;4
1016 RE Amsterdam;Lauriergracht 29 - I;52.37090000;4.88160000;235000;42;134;1;1906;0;appartement;9;2
1072 HN Amsterdam;Dusartstraat 31 1;52.35350000;4.89020000;250000;43;150;4;1906;0;appartement;16;1
1068 PM Amsterdam;Oeverpad;52.35920000;4.80520000;14950;0;0;1;0;0;parkeergelegenheid;7;1
1016 DS Amsterdam;Keizersgracht;52.37090000;4.88160000;9500000;826;2478;7;1755;1;woonhuis;10;18
1096 DS Amsterdam;STATE Amsterdam (Bouwnr. 285);52.33870000;4.91970000;716513;123;308;1;2016;0;appartement;3;3
1033 DP Amsterdam;Kabelgaststraat 17;52.40920000;4.89020000;230000;77;215;3;1981;0;appartement;20;3
1055 RN Amsterdam;Juliana van Stolbergstraat 44 1;52.38020000;4.85240000;225000;54;145;1;1934;0;appartement;17;4
1079 NG Amsterdam;President Kennedylaan 82 2;52.34230000;4.90360000;449500;105;315;2;1934;0;appartement;25;3
1060 NT Amsterdam;Brenner 57;52.34910000;4.78350000;385000;132;460;3;1995;1;woonhuis;39;6
1067 AS Amsterdam;Pieter Postsingel 97;52.37860000;4.79870000;250000;100;330;3;1945;1;woonhuis;30;5
1083 GA Amsterdam;Weerdestein 31;52.33020000;4.88440000;450000;135;402;1;1960;0;appartement;17;4
1018 DJ Amsterdam;Plantage Middenlaan 84 3/4;52.36760000;4.91840000;850000;140;404;3;1895;0;appartement;26;5
1024 KA Amsterdam;Hilversumstraat 76;52.39390000;4.95470000;300000;119;396;2;1960;1;woonhuis;20;5
1098 BH Amsterdam;Linnaeuskade 32 hs;52.35290000;4.94220000;950000;170;430;3;1931;1;appartement;46;6
1012 TA Amsterdam;Koggestraat 5 C;52.37350000;4.89510000;500000;90;232;1;1905;0;appartement;17;3
1097 AH Amsterdam;Ringdijk 56 B;52.34650000;4.93010000;535000;81;243;2;1981;1;woonhuis;30;3
1015 WN Amsterdam;Marnixstraat 303 hs;52.37840000;4.88360000;595000;97;230;2;1905;1;appartement;31;5
1034 LP Amsterdam;Grootzeil 33;52.40750000;4.91700000;175000;60;156;1;1976;0;appartement;1;2
1055 EB Amsterdam;Bos en Lommerweg 24 II;52.38020000;4.85240000;225000;50;124;1;1934;0;appartement;22;3
1013 PA Amsterdam;Van Heemskerckstraat 58;52.38770000;4.88390000;360000;82;230;1;1881;0;appartement;23;3
1091 MR Amsterdam;Ruyschstraat 335;52.35560000;4.91350000;325000;62;199;1;1900;0;appartement;19;2
1013 BZ Amsterdam;Van Noordtkade 6 D;52.38770000;4.88390000;695000;134;445;3;1993;0;appartement;46;5
1051 BM Amsterdam;Van Hogendorpstraat 143 III;52.38180000;4.87170000;235000;43;132;1;1906;0;appartement;12;2
1086 VB Amsterdam;Brigantijnkade 38 *;52.36280000;4.98190000;650000;151;525;3;2008;1;woonhuis;30;5
1052 BG Amsterdam;Eerste Nassaustraat 6 I;52.37700000;4.87400000;275000;54;173;1;1906;0;appartement;24;3
1013 GZ Amsterdam;Brouwersgracht 80 c;52.38770000;4.88390000;409000;0;0;1;0;0;onbekend;1;1
1019 ET Amsterdam;Hildo Kropplein 4;52.37330000;4.93910000;250000;68;176;1;1981;0;appartement;15;3
1069 LW Amsterdam;Noorderakerweg 26;52.35560000;4.79070000;595000;159;538;2;1990;1;woonhuis;25;8
1069 LK Amsterdam;Baden Powellweg 52 -D;52.35560000;4.79070000;265000;98;325;1;2007;0;appartement;34;3
1093 CZ Amsterdam;Wagenaarstraat 396;52.36180000;4.92800000;400000;85;275;1;1977;1;appartement;26;4
1056 PZ Amsterdam;Mercatorstraat 57 huis;52.37320000;4.85600000;265000;51;160;1;1906;1;appartement;12;2
1017 PX Amsterdam;Korte Leidsedwarsstraat 101 B;52.36300000;4.89240000;450000;102;300;1;1906;0;appartement;22;2
1106 DJ Amsterdam;Voorthuizenstraat 61;52.29910000;4.97540000;189500;102;290;3;1989;0;appartement;22;5
1081 CH Amsterdam;Gunterstein 25;52.32780000;4.86200000;39500;0;0;1;0;0;parkeergelegenheid;4;1
1076 JC Amsterdam;Van Tuyll van Serooskerkenweg 45 -I;52.34550000;4.86070000;375000;66;185;1;1906;0;appartement;23;3
1102 GC Amsterdam;Haag en Veld 52;52.31660000;4.95170000;150000;74;251;1;1970;1;appartement;16;2
1068 JR Amsterdam;S. F. van Ossstraat 302;52.35920000;4.80520000;209000;79;251;1;1964;0;appartement;17;4
1103 JW Amsterdam;Bijlmerdreef 1204;52.32310000;4.97220000;190000;0;0;1;0;0;onbekend;1;1
1093 JD Amsterdam;Wijttenbachstraat 50 E;52.36180000;4.92800000;650000;116;300;2;1885;0;appartement;30;5
1035 PC Amsterdam;Zuideinde 321;52.41960000;4.89440000;350000;105;345;3;1930;1;woonhuis;27;4
1077 ZT Amsterdam;Courbetstraat 18 II;52.34600000;4.87380000;795000;170;573;4;1939;0;appartement;25;6
1103 JL Amsterdam;Annie Romeinplein 16;52.32310000;4.97220000;225000;108;312;1;2001;0;appartement;34;5
1082 ME Amsterdam;Gustav Mahlerlaan 230;52.33110000;4.87420000;775000;106;365;1;2008;0;appartement;39;3
1052 GA Amsterdam;Fagelstraat 79 III/IV;52.37700000;4.87400000;535000;107;280;2;1906;0;appartement;38;4
1034 BS Amsterdam;Botterstraat 6;52.40750000;4.91700000;185000;79;213;4;1967;0;appartement;17;3
1019 HD Amsterdam;Veembroederhof 121;52.37330000;4.93910000;625000;146;400;1;2005;0;appartement;25;4
1108 AA Amsterdam;Provincialeweg 3;52.30820000;4.98070000;298000;130;340;2;1917;1;woonhuis;13;4
1032 BR Amsterdam;Nigellestraat 72;52.39640000;4.91260000;272500;90;345;2;1930;0;appartement;36;4
1024 PS Amsterdam;Schoorlstraat 102;52.39390000;4.95470000;174900;0;0;1;0;0;onbekend;1;1
1086 ZC Amsterdam;Pieter Holmstraat 20;52.36280000;4.98190000;599000;156;500;2;2001;1;woonhuis;27;4
1071 DN Amsterdam;Johannes Vermeerstraat 77 huis;52.35520000;4.87890000;1350000;168;531;2;1906;1;appartement;23;4
1074 EG Amsterdam;Kuipersstraat 53 HS;52.35390000;4.90420000;249000;37;148;1;1985;1;appartement;35;2
1055 RZ Amsterdam;Nieuwpoortstraat 94 B14;52.38020000;4.85240000;237500;49;173;1;2017;1;appartement;20;2
1073 TK Amsterdam;Van Ostadestraat 163 III/IV;52.35320000;4.89820000;850000;135;360;2;1906;0;appartement;16;5
1072 XD Amsterdam;Daniël Stalpertstraat 101 3V;52.35350000;4.89020000;215000;33;100;1;1876;0;appartement;15;2
1028 BP Amsterdam;Dorpsweg Ransdorp 44 B;52.40140000;5.00730000;650000;135;385;2;1995;1;woonhuis;33;4
1076 BE Amsterdam;Johannes Worpstraat 29;52.34550000;4.86070000;75000;0;0;1;0;0;parkeergelegenheid;3;1
1071 GK Amsterdam;Van Eeghenstraat 80;52.35520000;4.87890000;18750000;896;2920;5;1899;1;woonhuis;61;25
1059 EB Amsterdam;Sloterkade 165;52.34880000;4.84680000;650000;0;0;1;0;0;onbekend;1;1
1056 LV Amsterdam;Geuzenkade 103 C;52.37320000;4.85600000;725000;160;478;1;2004;0;appartement;1;5
1068 SM Amsterdam;Veldzicht 77;52.35920000;4.80520000;175000;70;185;1;2000;0;appartement;6;3
1051 AP Amsterdam;De Wittenkade 170 III;52.38180000;4.87170000;350000;75;198;2;1905;0;appartement;29;3
1019 LG Amsterdam;KNSM-laan;52.37330000;4.93910000;32500;0;0;1;0;0;parkeergelegenheid;3;1
1087 LE Amsterdam;Ben van Meerendonkstraat 46;52.35390000;5.00050000;295000;82;287;1;2007;0;appartement;30;3
1058 EK Amsterdam;Nachtwachtlaan 300;52.35790000;4.85100000;399000;100;243;1;1974;0;appartement;30;4
1095 VB Amsterdam;Niasstraat 30 A;52.36660000;4.95200000;285000;71;235;1;1990;1;appartement;20;3
1017 TE Amsterdam;Fokke Simonszstraat 43 HS;52.36300000;4.89240000;250000;42;100;1;1906;0;appartement;19;3
1055 RZ Amsterdam;Nieuwpoortstraat 86 A3;52.38020000;4.85240000;315000;62;216;1;2017;1;appartement;20;2
1011 TX Amsterdam;Rapenburg 8 I;52.37100000;4.90410000;275000;41;138;1;1906;0;appartement;33;2
1102 AC Amsterdam;Bijlmerdreef 514;52.31660000;4.95170000;230000;90;244;1;2008;0;appartement;1;3
1066 NP Amsterdam;Turnhoutplantsoen 19;52.34600000;4.81630000;285000;90;282;2;1991;1;woonhuis;25;4
1107 LM Amsterdam;Streefkerkstraat 27;52.29320000;4.98030000;165000;74;223;4;1983;0;appartement;14;4
1056 KP Amsterdam;Geuzenkade 81 III;52.37320000;4.85600000;250000;55;200;4;1931;0;appartement;28;3
1055 VK Amsterdam;Anna van Burenstraat 9 hs;52.38020000;4.85240000;245000;51;130;1;1937;0;appartement;28;3
1087 EN Amsterdam;IJburglaan 851;52.35390000;5.00050000;315000;94;292;1;2009;0;appartement;19;4
1057 XD Amsterdam;Witte de Withstraat 1 X;52.36770000;4.85510000;300000;67;229;4;2008;0;appartement;19;2
1063 GT Amsterdam;Lou Jansenplein 15;52.38140000;4.82590000;32250;0;0;1;0;0;parkeergelegenheid;4;1
1092 BN Amsterdam;Tweede Oosterparkstraat 261;52.35650000;4.92280000;1095000;180;716;3;1882;1;woonhuis;32;7
1013 HL Amsterdam;Binnen Dommersstraat 14;52.38770000;4.88390000;795000;114;465;3;1929;0;woonhuis;22;5
1016 EW Amsterdam;Keizersgracht 298 A;52.37090000;4.88160000;1900000;240;863;2;1955;0;appartement;26;5
1087 DA Amsterdam;Henri Berssenbruggehof 6;52.35390000;5.00050000;480000;121;408;2;2001;1;woonhuis;43;5
1064 HB Amsterdam;Slotermeerlaan 24 B;52.37420000;4.82180000;389500;142;420;3;2000;0;appartement;16;5
1012 RN Amsterdam;Wijdesteeg 3 D;52.37350000;4.89510000;604840;79;315;4;1906;0;appartement;25;2
1046 Amsterdam;Limmerick Garagebox/Opslag;52.39150000;4.78470000;16250;0;0;1;0;0;parkeergelegenheid;7;1
1082 KH Amsterdam;Gijsbrecht van IJselsteinstraat 165;52.33110000;4.87420000;515000;103;274;3;1968;0;appartement;19;4
1013 RW Amsterdam;Zaanstraat 163;52.38770000;4.88390000;270000;70;225;2;1906;0;appartement;30;2
1060 RV Amsterdam;Litasweg 3;52.34910000;4.78350000;245000;75;217;1;1998;0;appartement;19;3
1012 GH Amsterdam;Oudezijds Voorburgwal 196 A;52.37350000;4.89510000;575000;100;356;2;1874;1;appartement;24;3
1083 GR Amsterdam;Arent Janszoon Ernststraat 63;52.33020000;4.88440000;410000;110;350;1;1968;0;appartement;21;3
1086 Amsterdam;Barkentijnkade (Bouwnr. 0-ong);52.36280000;4.98190000;560000;207;540;3;2017;0;woonhuis;16;5
1061 XZ Amsterdam;Jan Evertsenstraat 655;52.37360000;4.83950000;239000;45;135;1;2008;0;appartement;12;1
1098 Amsterdam;Carolina MacGillavrylaan;52.35290000;4.94220000;21500;0;0;1;0;0;parkeergelegenheid;12;1
1068 GV Amsterdam;Van Suchtelen van de Haarestraat 26 D;52.35920000;4.80520000;299500;0;0;1;0;0;onbekend;1;1
1017 GL Amsterdam;Kerkstraat 4 B;52.36300000;4.89240000;500000;73;252;1;1906;1;appartement;19;3
1072 EG Amsterdam;Govert Flinckstraat 111 a-2;52.35350000;4.89020000;209000;34;110;3;1892;0;appartement;4;2
1092 BB Amsterdam;Beukenplein 21;52.35650000;4.92280000;220000;0;0;1;0;0;onbekend;1;1
1060 PJ Amsterdam;Ladogameerhof 34;52.34910000;4.78350000;229000;80;218;4;1998;0;appartement;16;3
1097 RA Amsterdam;Von Guerickestraat 99 hs;52.34650000;4.93010000;550000;96;357;2;1906;1;appartement;31;4
1068 PA Amsterdam;Jan Ligthartstraat 26;52.35920000;4.80520000;32500;0;0;1;0;0;parkeergelegenheid;4;1
1068 PM Amsterdam;Oeverpad 463;52.35920000;4.80520000;425000;117;360;4;2005;0;appartement;24;3
1067 TE Amsterdam;Osdorperweg 960;52.37860000;4.79870000;750000;215;927;3;1999;1;woonhuis;50;9
1072 XL Amsterdam;Daniël Stalpertstraat 90 A;52.35350000;4.89020000;950000;138;455;2;1906;1;appartement;28;4
1069 KS Amsterdam;Dr. E. Boekmanstraat 11;52.35560000;4.79070000;550000;215;645;4;2001;0;woonhuis;29;6
1108 EZ Amsterdam;Leksmondhof 253;52.30820000;4.98070000;250000;125;332;2;1980;0;appartement;28;5
1033 BJ Amsterdam;Kometensingel 341;52.40920000;4.89020000;299000;95;321;3;1937;1;woonhuis;29;3
1012 XK Amsterdam;Voetboogstraat 5 F;52.37350000;4.89510000;725000;112;409;1;1900;1;appartement;24;3
1018 KN Amsterdam;Kattenburgergracht 9 C;52.36760000;4.91840000;197500;30;90;1;1930;0;appartement;19;1
1015 JN Amsterdam;Goudsbloemstraat 203 B;52.37840000;4.88360000;300000;47;122;1;1905;0;appartement;20;2
1055 MP Amsterdam;Admiraal De Ruijterweg 258 -I;52.38020000;4.85240000;325000;69;230;1;1922;0;appartement;27;3
1068 ZB Amsterdam;Boutenburg 107;52.35920000;4.80520000;165000;65;180;9;1960;0;appartement;19;3
1016 RW Amsterdam;Elandsstraat 3 -C;52.37090000;4.88160000;675000;112;291;2;1906;0;appartement;26;3
1102 EE Amsterdam;Hofgeest 90 B;52.31660000;4.95170000;0;65;180;9;1969;0;appartement;2;3
1078 KT Amsterdam;Roompotstraat 13 I;52.34640000;4.89770000;365000;72;237;1;1931;0;appartement;24;4
1019 KJ Amsterdam;Borneolaan;52.37330000;4.93910000;40000;0;0;1;0;0;parkeergelegenheid;2;1
1097 BN Amsterdam;Middenweg 28 I;52.34650000;4.93010000;275000;57;202;1;1900;1;appartement;17;2
1055 RZ Amsterdam;Nieuwpoortstraat 94 B1;52.38020000;4.85240000;246500;48;170;1;2017;1;appartement;20;2
1056 SR Amsterdam;Vespuccistraat 106 III;52.37320000;4.85600000;279000;58;175;1;1926;0;appartement;38;2
1058 VN Amsterdam;Paramaribostraat 86 H;52.35790000;4.85100000;498000;92;247;1;1930;0;appartement;1;3
1035 BH Amsterdam;Petmolen 58;52.41960000;4.89440000;200000;94;296;1;1968;0;appartement;23;4
1018 DM Amsterdam;Anne Frankstraat 51;52.36760000;4.91840000;60000;0;0;1;0;0;parkeergelegenheid;7;1
