postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1083 GR Amsterdam;Arent Janszoon Ernststraat 97;52.33020000;4.88440000;390000;111;320;1;1968;0;appartement;18;3
1057 SC Amsterdam;Hudsonstraat 107 II;52.36770000;4.85510000;250000;49;170;1;1924;0;appartement;28;2
1058 KB Amsterdam;Haarlemmermeerstraat 52 III;52.35790000;4.85100000;499000;82;264;2;1932;1;appartement;23;4
1073 VR Amsterdam;Nicolaas Berchemstraat 10 -E;52.35320000;4.89820000;500000;92;298;2;1991;0;appartement;23;4
1094 HN Amsterdam;Javastraat 106;52.36260000;4.93600000;215000;0;0;1;0;0;onbekend;1;1
1013 TC Amsterdam;Spaarndammerstraat 95 I;52.38770000;4.88390000;230000;45;117;1;1932;0;appartement;23;2
1074 CT Amsterdam;Tweede Jan Steenstraat 106 IV;52.35390000;4.90420000;450000;74;220;2;1906;0;appartement;23;4
1018 RX Amsterdam;Blankenstraat 167 -1;52.36760000;4.91840000;190000;32;107;1;1905;0;appartement;17;2
1018 LP Amsterdam;Kleine Wittenburgerstraat;52.36760000;4.91840000;30000;0;0;1;0;0;parkeergelegenheid;10;1
1097 XJ Amsterdam;Weidestraat 2;52.34650000;4.93010000;375000;74;227;3;1924;1;appartement;24;3
1056 KV Amsterdam;Korte Geuzenstraat 412;52.37320000;4.85600000;175000;31;85;1;1942;0;appartement;16;2
1068 ZV Amsterdam;Landzicht 35;52.35920000;4.80520000;300000;125;420;2;2001;0;appartement;36;4
1104 ML Amsterdam;Kloekhorststraat 93;52.31640000;4.97760000;165000;71;245;1;1984;1;appartement;21;3
1064 HB Amsterdam;Slotermeerlaan 22 B;52.37420000;4.82180000;349000;140;366;3;2000;0;appartement;28;5
1067 MT Amsterdam;Jan van Duivenvoordestraat 13;52.37860000;4.79870000;239000;92;250;8;2002;0;appartement;31;3
1072 SW Amsterdam;Van Ostadestraat 137 hs;52.35350000;4.89020000;795000;128;329;2;1906;0;appartement;26;4
1095 KG Amsterdam;Bouwnummer (Bouwnr. 64);52.36660000;4.95200000;599900;183;475;6;2016;0;appartement;6;4
1055 CB Amsterdam;Esmoreitstraat 43 III;52.38020000;4.85240000;250000;57;171;1;1931;0;appartement;25;3
1012 VG Amsterdam;Singel 93 hs;52.37350000;4.89510000;1250000;253;837;2;1899;0;appartement;24;5
1079 VR Amsterdam;Hunzestraat 19 II;52.34230000;4.90360000;575000;120;398;3;1931;0;appartement;25;4
1013 HE Amsterdam;Brouwersgracht 256 BG;52.38770000;4.88390000;230000;37;108;1;1906;0;appartement;14;1
1058 DE Amsterdam;Postjeskade 13 -I;52.35790000;4.85100000;265000;48;126;1;1927;0;appartement;10;3
1055 AR Amsterdam;Griseldestraat 15 I;52.38020000;4.85240000;259000;51;165;1;1939;1;appartement;16;3
1087 DC Amsterdam;Bernhard Eilershof 16;52.35390000;5.00050000;569000;151;552;3;2008;1;woonhuis;42;6
1068 PM Amsterdam;Oeverpad 546 *;52.35920000;4.80520000;495000;154;483;1;2001;0;appartement;32;5
1108 BK Amsterdam;Leerdamhof 121;52.30820000;4.98070000;225000;111;380;9;1980;0;appartement;26;5
1109 AW Amsterdam;Zomerstraat 20;52.30590000;5.01630000;259500;93;242;2;1960;1;woonhuis;20;4
1071 DJ Amsterdam;Museumplein 7 /I;52.35520000;4.87890000;2600000;234;800;2;1945;1;appartement;30;8
1071 NC Amsterdam;Johannes Verhulststraat 10 BOVEN;52.35520000;4.87890000;899000;136;476;3;1897;1;appartement;29;8
1016 SZ Amsterdam;Rozengracht 234 C;52.37090000;4.88160000;375000;68;221;1;1894;0;appartement;33;3
1091 TP Amsterdam;Overamstelstraat 24 II-A;52.35560000;4.91350000;250000;47;150;3;1911;0;appartement;26;2
1083 GR Amsterdam;Arent Janszoon Ernststraat 87;52.33020000;4.88440000;385000;111;320;1;1968;0;appartement;17;3
1092 HA Amsterdam;Transvaalstraat 17 III;52.35650000;4.92280000;319500;50;161;2;1913;0;appartement;19;2
1051 MC Amsterdam;Donker Curtiusstraat 53;52.38180000;4.87170000;275000;60;152;1;1998;0;appartement;24;2
1056 XG Amsterdam;Jan Haringstraat 17 A-1;52.37320000;4.85600000;289000;52;182;1;1939;0;appartement;21;4
1051 EP Amsterdam;Groen van Prinstererstraat 66 II;52.38180000;4.87170000;189000;37;124;1;1906;0;appartement;20;1
1052 XZ Amsterdam;Frederik Hendrikplantsoen 100 hs;52.37700000;4.87400000;375000;70;215;1;1906;1;appartement;23;3
1074 BM Amsterdam;Hemonystraat 35 II;52.35390000;4.90420000;399000;65;209;1;1882;0;appartement;13;3
1068 DA Amsterdam;Ruimzicht 316;52.35920000;4.80520000;275000;92;238;1;1960;0;appartement;19;3
1015 PC Amsterdam;Tuinstraat 189;52.37840000;4.88360000;975000;134;417;4;1906;1;woonhuis;29;6
1019 PG Amsterdam;Bogortuin 42 M73;52.37330000;4.93910000;27500;0;0;1;0;0;parkeergelegenheid;4;1
1019 HD Amsterdam;Veembroederhof 81;52.37330000;4.93910000;480000;114;330;1;2006;0;appartement;29;4
1033 CN Amsterdam;Spicastraat 3;52.40920000;4.89020000;225000;65;205;2;1927;1;woonhuis;19;3
1095 GH Amsterdam;Mataramstraat 15;52.36660000;4.95200000;225000;62;186;1;1982;1;appartement;16;2
1060 PL Amsterdam;Lomondlaan 55;52.34910000;4.78350000;349000;123;407;3;1998;1;woonhuis;29;5
1102 TE Amsterdam;Boris Pasternakstraat 439;52.31660000;4.95170000;148500;60;185;1;1984;0;appartement;18;3
1067 TL Amsterdam;Raasdorperweg 80;52.37860000;4.79870000;0;133;420;2;1979;1;woonhuis;13;5
1067 XW Amsterdam;Burgemeester Röellstraat 596;52.37860000;4.79870000;215000;0;0;1;0;0;onbekend;1;1
1073 TW Amsterdam;Van Ostadestraat 296 hs;52.35320000;4.89820000;850000;132;498;1;1906;1;appartement;33;4
1015 ND Amsterdam;Anjeliersstraat 45;52.37840000;4.88360000;200000;30;70;1;2011;0;appartement;18;1
1071 VA Amsterdam;Balthasar Floriszstraat 39 -1;52.35520000;4.87890000;339000;52;150;1;1906;0;appartement;16;2
1082 HG Amsterdam;Van Nijenrodeweg 385;52.33110000;4.87420000;169011;34;111;1;1966;0;appartement;24;2
1058 NC Amsterdam;Legmeerstraat 65 I;52.35790000;4.85100000;275000;51;172;1;1930;0;appartement;21;2
1095 AT Amsterdam;Molukkenstraat 37 3;52.36660000;4.95200000;429000;78;250;4;1925;0;appartement;20;3
1016 CR Amsterdam;Leidsegracht 78 /hs;52.37090000;4.88160000;1750000;240;700;6;1906;1;appartement;60;6
1016 AT Amsterdam;Dubbeleworststeeg 2;52.37090000;4.88160000;1850000;325;910;4;1640;0;woonhuis;68;7
1079 WP Amsterdam;Kribbestraat 55 II;52.34230000;4.90360000;625000;110;338;2;1935;0;appartement;32;4
1016 EJ Amsterdam;Keizersgracht 365 E;52.37090000;4.88160000;1000000;140;557;1;1725;0;appartement;14;3
1058 EM Amsterdam;Nachtwachtlaan 332;52.35790000;4.85100000;350000;98;250;1;1968;0;appartement;12;3
1052 JX Amsterdam;Van Oldenbarneveldtstraat 87 III;52.37700000;4.87400000;650000;118;412;2;1882;0;appartement;27;4
1069 EC Amsterdam;Langswater 366;52.35560000;4.79070000;175000;74;240;1;1963;0;appartement;26;3
1096 DS Amsterdam;STATE Amsterdam (Bouwnr. 305);52.33870000;4.91970000;3049915;488;1220;1;2016;0;appartement;4;7
1055 RZ Amsterdam;Nieuwpoortstraat 86 A 6;52.38020000;4.85240000;300000;62;216;1;2017;1;appartement;20;2
1079 BN Amsterdam;Uiterwaardenstraat 9 -I;52.34230000;4.90360000;369000;57;188;1;1934;1;appartement;22;3
1067 TE Amsterdam;Osdorperweg 926 D;52.37860000;4.79870000;450000;0;0;1;0;0;onbekend;1;1
1060 NT Amsterdam;Brenner 51 .;52.34910000;4.78350000;400000;0;0;1;0;0;onbekend;1;1
1091 BX Amsterdam;Ruyschstraat 87 HS;52.35560000;4.91350000;550000;88;293;1;2005;1;appartement;25;3
1051 MC Amsterdam;Donker Curtiusstraat 135;52.38180000;4.87170000;495000;98;312;1;1996;1;appartement;23;3
1091 EL Amsterdam;Weesperzijde 99 F;52.35560000;4.91350000;1955000;216;647;2;1896;1;appartement;22;4
1060 PK Amsterdam;Vätternkade 77;52.34910000;4.78350000;259000;115;300;2;1998;0;appartement;22;5
1022 KD Amsterdam;Noorderkwartier (Bouwnr. 37);52.39870000;4.92990000;408396;136;340;2;2016;1;woonhuis;3;5
1106 XC Amsterdam;Ophemerthof 130;52.29910000;4.97540000;150000;73;190;1;1976;1;appartement;25;2
1086 VA Amsterdam;Haringbuisdijk 32;52.36280000;4.98190000;539000;127;449;3;2010;0;woonhuis;24;5
1087 GT Amsterdam;Erich Salomonstraat 589;52.35390000;5.00050000;315000;80;240;5;2008;0;appartement;7;3
1086 ZJ Amsterdam;IJburglaan 323;52.36280000;4.98190000;275000;95;280;1;2009;0;appartement;20;1
1012 WL Amsterdam;Singel 371;52.37350000;4.89510000;1450000;238;748;6;1906;0;woonhuis;47;8
1068 CE Amsterdam;Vrijzicht 63;52.35920000;4.80520000;169500;53;128;1;1967;0;appartement;20;2
1093 CN Amsterdam;Wagenaarstraat 193;52.36180000;4.92800000;575000;113;345;4;1910;0;appartement;27;4
1069 EM Amsterdam;Dijkgraafplein 121;52.35560000;4.79070000;175000;100;260;2;1960;0;appartement;25;4
1051 AM Amsterdam;De Wittenkade 142 huis;52.38180000;4.87170000;350000;68;227;1;1904;1;appartement;23;3
1058 EJ Amsterdam;Nachtwachtlaan 252;52.35790000;4.85100000;365000;98;255;1;1970;0;appartement;34;4
1077 ZR Amsterdam;Courbetstraat 21 -I;52.34600000;4.87380000;698000;126;448;1;1931;0;appartement;32;5
1017 RE Amsterdam;Leidsekruisstraat 15 3;52.36300000;4.89240000;349000;45;105;1;1955;0;appartement;12;2
1056 HL Amsterdam;Bestevâerstraat 135 -1;52.37320000;4.85600000;250000;50;169;1;1906;0;appartement;15;2
1071 ED Amsterdam;Pieter de Hoochstraat 65 HS;52.35520000;4.87890000;950000;165;470;3;1913;1;appartement;36;6
1071 LS Amsterdam;Hondecoeterstraat 28 IV;52.35520000;4.87890000;375000;61;174;4;1913;0;appartement;16;2
1057 SZ Amsterdam;Bartholomeus Diazstraat 11 H;52.36770000;4.85510000;425000;85;220;1;1995;0;appartement;24;3
1072 JE Amsterdam;Cornelis Trooststraat 22 I;52.35350000;4.89020000;350000;59;180;4;1908;0;appartement;21;2
1069 ED Amsterdam;Langswater 493;52.35560000;4.79070000;139000;61;165;1;1967;0;appartement;21;3
1069 LB Amsterdam;Baden Powellweg 41;52.35560000;4.79070000;200000;92;300;2;1964;0;appartement;35;4
1019 AX Amsterdam;Panamakade 37;52.37330000;4.93910000;585000;86;420;2;2006;1;woonhuis;44;5
1091 CK Amsterdam;Blasiusstraat 19 -1;52.35560000;4.91350000;310000;51;169;1;1884;0;appartement;28;2
1051 BM Amsterdam;Van Hogendorpstraat 139 I;52.38180000;4.87170000;225000;41;125;1;1906;0;appartement;12;2
1073 CJ Amsterdam;Govert Flinckstraat 320 -hs;52.35320000;4.89820000;1975000;330;1000;1;1882;1;appartement;11;6
1016 AA Amsterdam;Singel 204 F;52.37090000;4.88160000;350000;47;150;1;1925;0;appartement;11;1
1054 TR Amsterdam;Derde Kostverlorenkade 27 -III-IV;52.36170000;4.86690000;559000;103;278;2;1912;0;appartement;34;4
1107 RC Amsterdam;Tielstraat 103;52.29320000;4.98030000;162000;71;200;1;1985;0;appartement;8;3
1055 RL Amsterdam;Juliana van Stolbergstraat 51 II;52.38020000;4.85240000;165000;46;138;1;1937;0;appartement;19;2
1011 DG Amsterdam;Willem Frederik Hermansstraat 127;52.37100000;4.90410000;750000;128;330;1;2012;0;appartement;28;4
1055 LT Amsterdam;Admiraal De Ruijterweg 251 2;52.38020000;4.85240000;315000;66;300;2;1906;0;appartement;23;5
1011 TM Amsterdam;Foeliestraat 10 -III;52.37100000;4.90410000;499000;100;269;2;1930;0;appartement;18;4
1060 TN Amsterdam;P. Hans Frankfurthersingel 94;52.34910000;4.78350000;499000;162;499;1;2004;1;appartement;33;5
1060 NM Amsterdam;Schotse Hooglanden 48;52.34910000;4.78350000;475000;178;515;4;1995;1;woonhuis;27;6
1066 GG Amsterdam;Duke Ellingtonstraat;52.34600000;4.81630000;18500;0;0;1;0;0;parkeergelegenheid;7;1
1097 CE Amsterdam;Wakkerstraat 10 1,2&3;52.34650000;4.93010000;775000;210;547;3;1906;0;appartement;35;8
1054 GK Amsterdam;Vondelstraat 59 B;52.36170000;4.86690000;1095000;148;602;2;1885;0;appartement;32;3
1095 LG Amsterdam;Zeeburgerdijk 774;52.36660000;4.95200000;360000;0;0;1;0;0;onbekend;1;1
1018 VM Amsterdam;Nieuwe Kerkstraat 108 H;52.36760000;4.91840000;650000;138;372;2;1900;1;appartement;28;6
1071 AC Amsterdam;Vossiusstraat 16 II;52.35520000;4.87890000;1450000;208;600;3;1906;0;appartement;30;5
1098 ES Amsterdam;Linnaeusparkweg 248 hs;52.35290000;4.94220000;599000;92;325;1;1953;1;appartement;29;4
1055 CK Amsterdam;Tijl Uilenspiegelstraat 7 I;52.38020000;4.85240000;250000;67;171;1;1940;0;appartement;24;3
1087 DK Amsterdam;Bert Haanstrakade 182;52.35390000;5.00050000;299000;97;427;9;2007;1;appartement;40;3
1017 KZ Amsterdam;Prinsengracht 692;52.36300000;4.89240000;1850000;169;500;4;1672;1;woonhuis;27;8
1077 XJ Amsterdam;Henriëtte Bosmansstraat 44;52.34600000;4.87380000;1375000;171;579;3;1954;1;woonhuis;31;5
1068 JN Amsterdam;S. F. van Ossstraat 166;52.35920000;4.80520000;185000;78;195;1;1963;0;appartement;29;3
1086 Amsterdam;Cornelis Zillesenlaan;52.36280000;4.98190000;25000;0;0;1;0;0;parkeergelegenheid;3;1
1076 JJ Amsterdam;Van Tuyll van Serooskerkenweg 117 -I;52.34550000;4.86070000;299000;75;308;1;1931;0;appartement;13;4
1066 SW Amsterdam;Roeselarestraat 5;52.34600000;4.81630000;345000;108;383;3;1995;1;woonhuis;33;4
1035 CV Amsterdam;Wipmolen 4;52.41960000;4.89440000;158011;79;242;1;1963;0;appartement;27;3
1055 AA Amsterdam;Bos en Lommerplantsoen 25 K;52.38020000;4.85240000;140000;31;93;1;2012;0;appartement;23;1
1018 BM Amsterdam;Hoogte Kadijk 30;52.36760000;4.91840000;1450000;250;700;3;1906;1;appartement;50;13
1053 DP Amsterdam;Kinkerstraat 177 D;52.36680000;4.86810000;375000;70;217;1;1982;1;appartement;23;3
1087 KH Amsterdam;Willy Mullenskade;52.35390000;5.00050000;19900;0;0;1;0;0;parkeergelegenheid;7;1
1066 XT Amsterdam;Ottho Heldringstraat 33;52.34600000;4.81630000;399000;116;361;6;2001;0;appartement;20;3
1017 DS Amsterdam;Keizersgracht 633;52.36300000;4.89240000;5749000;706;2118;5;1687;1;woonhuis;25;37
1019 HD Amsterdam;Veembroederhof PP;52.37330000;4.93910000;39000;0;0;1;0;0;parkeergelegenheid;5;1
1019 ND Amsterdam;Venetiëhof 178;52.37330000;4.93910000;435000;89;270;1;1994;0;appartement;20;3
1093 JL Amsterdam;Domselaerstraat 15 II;52.36180000;4.92800000;465000;86;216;2;1902;0;appartement;20;4
1055 CC Amsterdam;Esmoreitstraat 47 - II;52.38020000;4.85240000;250000;56;185;4;1939;0;appartement;31;4
1091 EL Amsterdam;Weesperzijde 99 F*;52.35560000;4.91350000;1895000;216;647;2;1896;1;appartement;22;4
1068 MS Amsterdam;Professor J.H. Gunningstraat 73;52.35920000;4.80520000;300000;77;200;1;2007;0;appartement;20;3
1072 ND Amsterdam;Eerste Jan Steenstraat 69 -B;52.35350000;4.89020000;319000;52;175;1;1965;0;appartement;22;3
1018 AK Amsterdam;Funenpark 353;52.36760000;4.91840000;550000;102;300;1;2008;0;appartement;20;4
1046 Amsterdam;Limmerick Garagebox/Opslag;52.39150000;4.78470000;29250;0;0;1;0;0;parkeergelegenheid;7;1
1019 DP Amsterdam;Dirk Vreekenstraat 1;52.37330000;4.93910000;40000;0;0;1;0;0;onbekend;1;1
1091 XZ Amsterdam;Danie Theronstraat 34 III;52.35560000;4.91350000;275000;54;166;1;1928;0;appartement;17;4
1019 PE Amsterdam;Bogortuin 7;52.37330000;4.93910000;675000;158;618;2;2001;0;appartement;48;3
1072 CG Amsterdam;Saenredamstraat 10 2;52.35350000;4.89020000;300000;44;134;1;1906;0;appartement;20;2
1071 ZK Amsterdam;Van Breestraat 111;52.35520000;4.87890000;2195000;266;1161;1;1906;1;woonhuis;76;11
1083 HA Amsterdam;Mensinge 15;52.33020000;4.88440000;450000;135;402;1;1960;0;appartement;8;4
1019 DT Amsterdam;Rietlandpark 161;52.37330000;4.93910000;375000;109;331;1;2001;0;appartement;23;3
1067 DB Amsterdam;Suze Groenewegplantsoen 24;52.37860000;4.79870000;225000;89;275;1;1993;0;appartement;33;4
1063 ZM Amsterdam;Lex Althoffstraat 21 -III;52.38140000;4.82590000;225000;43;230;1;1953;0;appartement;32;2
1013 PR Amsterdam;Roggeveenstraat 125;52.38770000;4.88390000;370000;75;215;1;1881;0;appartement;28;3
1069 SZ Amsterdam;Jan Smitstraat 6 30;52.35560000;4.79070000;16000;0;0;1;0;0;onbekend;1;1
1076 XK Amsterdam;Theseusstraat 15 -I;52.34550000;4.86070000;250000;41;103;1;1906;0;appartement;31;2
1054 ZE Amsterdam;Jacob van Lennepkade 19 II+III;52.36170000;4.86690000;1250000;195;643;2;1887;0;appartement;41;6
1087 CJ Amsterdam;Maria Austriastraat 13;52.35390000;5.00050000;479000;140;476;3;2008;0;woonhuis;24;5
1061 MJ Amsterdam;Willem Augustinstraat 206;52.37360000;4.83950000;325000;98;275;1;2013;0;appartement;19;3
1077 SG Amsterdam;Stadionweg 95 III;52.34600000;4.87380000;610000;103;367;1;1957;0;appartement;19;4
1087 AZ Amsterdam;Johan van der Keukenstraat;52.35390000;5.00050000;25000;0;0;1;0;0;parkeergelegenheid;1;1
1064 CT Amsterdam;Burgemeester Hogguerstraat 411;52.37420000;4.82180000;43000;0;0;1;0;0;parkeergelegenheid;4;1
1069 ED Amsterdam;Langswater 465;52.35560000;4.79070000;145000;60;180;13;1965;0;appartement;18;3
1068 JG Amsterdam;Eastonstraat 201;52.35920000;4.80520000;225000;77;202;1;1964;0;appartement;29;3
1081 JW Amsterdam;Amstelveenseweg 1150;52.32780000;4.86200000;795000;219;708;3;1938;0;woonhuis;18;10
1051 ED Amsterdam;Groen van Prinstererstraat 1 B;52.38180000;4.87170000;425000;78;251;1;1904;0;appartement;29;3
1095 MB Amsterdam;John Blankensteinstraat 155 A;52.36660000;4.95200000;510000;122;398;2;2017;1;appartement;10;4
1056 JS Amsterdam;Willem de Zwijgerlaan 50 III;52.37320000;4.85600000;250000;48;162;1;1935;0;appartement;17;2
1068 CD Amsterdam;Vrijzicht 18;52.35920000;4.80520000;37500;0;0;1;0;0;onbekend;1;1
1055 RZ Amsterdam;Nieuwpoortstraat 86 D 7;52.38020000;4.85240000;650000;146;424;2;2017;1;appartement;20;3
1052 KJ Amsterdam;Van Oldenbarneveldtstraat 100 I;52.37700000;4.87400000;280000;50;165;1;1906;0;appartement;32;3
1098 BS Amsterdam;Bredeweg 34 huis;52.35290000;4.94220000;1100000;149;640;2;1906;1;appartement;32;4
1018 AK Amsterdam;Funenpark 367;52.36760000;4.91840000;975000;158;569;3;2009;1;woonhuis;54;5
1056 GN Amsterdam;Admiraal De Ruijterweg 82 -III;52.37320000;4.85600000;700000;156;420;2;1910;0;appartement;27;5
1015 HJ Amsterdam;Palmgracht 5 C;52.37840000;4.88360000;500000;86;283;4;2009;0;appartement;21;3
1060 PJ Amsterdam;Ladogameerhof 72;52.34910000;4.78350000;325000;129;420;2;1997;1;appartement;32;3
1011 NV Amsterdam;Waterlooplein 9 -C;52.37100000;4.90410000;350000;54;178;1;1906;0;appartement;13;2
1015 LK Amsterdam;Tweede Boomdwarsstraat 12;52.37840000;4.88360000;1500000;254;893;5;1723;0;woonhuis;45;8
1054 KS Amsterdam;Saxenburgerdwarsstraat 13 II;52.36170000;4.86690000;550000;83;196;2;1906;0;appartement;16;4
1012 JS Amsterdam;Dam 5 /X+Y;52.37350000;4.89510000;16600000;676;2100;2;2017;1;appartement;20;11
1093 XR Amsterdam;Pieter Nieuwlandstraat 26 c;52.36180000;4.92800000;289000;68;220;1;1981;0;appartement;17;3
1016 RL Amsterdam;Lauriergracht 30 II;52.37090000;4.88160000;850000;143;450;1;1906;0;appartement;27;3
1055 BA Amsterdam;Lanseloetstraat 9 H;52.38020000;4.85240000;325000;71;239;2;1940;1;appartement;46;4
1062 AL Amsterdam;Marius Bauerstraat 235 B6;52.35480000;4.83810000;169000;45;151;1;2015;0;appartement;13;2
1056 PM Amsterdam;Orteliusstraat 278 hs;52.37320000;4.85600000;385000;72;266;4;1931;1;appartement;18;3
1060 LS Amsterdam;Hebridenlaan 37;52.34910000;4.78350000;449500;165;600;4;2003;1;woonhuis;47;5
1054 KD Amsterdam;Schoolstraat 20 A2;52.36170000;4.86690000;275000;53;242;2;1883;0;appartement;22;2
1017 GR Amsterdam;Kerkstraat 156;52.36300000;4.89240000;1600000;191;843;1;1906;1;appartement;27;4
1053 KB Amsterdam;Jacob van Lennepstraat 252 A;52.36680000;4.86810000;265000;49;147;4;1904;0;appartement;15;2
1015 DT Amsterdam;Prinsengracht 213 M;52.37840000;4.88360000;345000;0;0;1;0;0;onbekend;1;1
1055 AK Amsterdam;Elckerlijcstraat 63;52.38020000;4.85240000;350000;86;256;1;2008;0;appartement;21;3
1075 CV Amsterdam;Koninginneweg 259 huis;52.35180000;4.85860000;1395000;207;555;3;1906;1;appartement;39;8
1106 JX Amsterdam;Randwijkhof 16;52.29910000;4.97540000;225000;96;322;2;1992;1;woonhuis;21;4
1098 WS Amsterdam;Praterlaan 128;52.35290000;4.94220000;375000;96;278;1;2001;0;appartement;26;4
1058 XR Amsterdam;Van Rensselaerstraat 5 I;52.35790000;4.85100000;225000;52;143;1;1926;0;appartement;21;2
1087 DM Amsterdam;Talbotstraat 171;52.35390000;5.00050000;310000;92;275;1;2007;0;appartement;30;3
1018 AS Amsterdam;Parelstraat 40;52.36760000;4.91840000;325000;67;209;5;1988;0;appartement;18;3
1055 ST Amsterdam;Heer Halewijnstraat 19 III;52.38020000;4.85240000;229000;57;186;1;1939;0;appartement;17;3
1091 TK Amsterdam;Marcusstraat;52.35560000;4.91350000;39000;0;0;1;0;0;parkeergelegenheid;5;1
1022 KD Amsterdam;Noorderkwartier (Bouwnr. 20);52.39870000;4.92990000;422396;155;388;2;2016;1;woonhuis;5;5
1022 KD Amsterdam;Noorderkwartier (Bouwnr. 38);52.39870000;4.92990000;412396;154;385;2;2016;1;woonhuis;3;5
1095 KG Amsterdam;Zuiderzeeweg 2;52.36660000;4.95200000;299900;88;233;1;2017;0;appartement;4;1
1017 BR Amsterdam;Herengracht 445 D;52.36300000;4.89240000;950000;136;483;4;1906;0;appartement;29;4
1082 EK Amsterdam;Zuid-Hollandstraat 2;52.33110000;4.87420000;45000;0;0;1;0;0;parkeergelegenheid;1;1
1107 RC Amsterdam;Tielstraat 93;52.29320000;4.98030000;129000;54;165;1;1984;0;appartement;23;2
1035 JD Amsterdam;Beloegastraat 56;52.41960000;4.89440000;275000;124;421;3;1992;1;woonhuis;53;4
1052 KC Amsterdam;Van Oldenbarneveldtstraat 50 D;52.37700000;4.87400000;450000;79;315;1;2006;1;appartement;17;2
1059 EJ Amsterdam;Leimuidenstraat 28;52.34880000;4.84680000;580000;0;0;1;0;0;onbekend;1;1
1015 DW Amsterdam;Prinsengracht 38 B;52.37840000;4.88360000;330000;38;120;1;1981;1;appartement;17;2
1055 RZ Amsterdam;Nieuwpoortstraat 86 A4;52.38020000;4.85240000;305000;62;216;1;2017;1;appartement;20;2
1054 VZ Amsterdam;Wilhelminastraat 89 III;52.36170000;4.86690000;675000;103;327;2;1905;1;appartement;34;4
1062 LB Amsterdam;Gerrit Mannourystraat 41;52.35480000;4.83810000;269000;81;240;1;1993;0;appartement;28;3
1019 DK Amsterdam;Entrepothof 66;52.37330000;4.93910000;369000;83;258;7;1990;0;appartement;14;3
1066 GM Amsterdam;Count Basiestraat 10;52.34600000;4.81630000;375000;112;370;2;1991;1;woonhuis;23;5
1019 BT Amsterdam;Dijksgracht 17 B;52.37330000;4.93910000;298000;0;0;1;0;0;onbekend;1;1
1093 SH Amsterdam;Pontanusstraat 190;52.36180000;4.92800000;250000;52;164;4;1980;0;appartement;14;2
1096 AK Amsterdam;State Amsterdam;52.33870000;4.91970000;1118806;190;494;1;2019;0;appartement;7;4
1061 GL Amsterdam;Sinjeur Semeynsstraat 66 -I;52.37360000;4.83950000;200000;81;275;1;1945;0;appartement;36;3
1074 VV Amsterdam;Van Ostadestraat 311;52.35390000;4.90420000;247000;48;140;1;1906;0;appartement;1;2
1058 EB Amsterdam;Nachtwachtlaan 58;52.35790000;4.85100000;355000;98;250;1;1968;0;appartement;13;3
1034 MV Amsterdam;Fokkezeil 47;52.40750000;4.91700000;185000;71;170;1;1974;0;appartement;15;3
1083 HA Amsterdam;Mensinge 15;52.33020000;4.88440000;450000;135;355;1;1969;0;appartement;19;4
1078 PD Amsterdam;Victorieplein 39 -II;52.34640000;4.89770000;575000;112;300;1;1906;0;appartement;31;3
1074 HT Amsterdam;Amsteldijk 31 2;52.35390000;4.90420000;497500;84;265;5;1890;0;appartement;28;3
1063 PV Amsterdam;Adolphine Eduardine Kokplantsoen 2;52.38140000;4.82590000;250000;93;280;1;1997;0;appartement;30;3
1034 ZA Amsterdam;Buiksloterdijk 411;52.40750000;4.91700000;378000;0;0;1;0;0;onbekend;1;1
1060 RG Amsterdam;Ladogameerhof 299;52.34910000;4.78350000;325000;133;330;3;1998;1;appartement;29;5
1081 JR Amsterdam;Amstelveenseweg 978 C;52.32780000;4.86200000;500000;100;325;2;2006;1;appartement;14;3
1021 NX Amsterdam;Bankwerkerij 162;52.38460000;4.91720000;175000;42;124;3;1984;0;appartement;21;2
1104 LH Amsterdam;Kelbergen 157;52.31640000;4.97760000;225000;92;235;1;1973;0;woonhuis;1;4
1071 MD Amsterdam;Valeriusstraat 41 2;52.35520000;4.87890000;899000;143;522;2;1906;0;appartement;33;7
1025 ZM Amsterdam;Amerbos 34;52.39900000;4.93610000;110000;30;95;1;1966;0;appartement;19;1
1083 KD Amsterdam;Beysterveld 219;52.33020000;4.88440000;700000;197;494;1;1987;0;appartement;30;4
1062 EG Amsterdam;Loosduinenstraat 62;52.35480000;4.83810000;315000;90;266;1;2010;0;appartement;15;2
1082 KN Amsterdam;Onstein 164;52.33110000;4.87420000;500000;130;410;1;1960;0;appartement;32;4
1013 VJ Amsterdam;Houtrijkstraat 150;52.38770000;4.88390000;387500;80;180;1;1981;1;appartement;21;3
1108 GA Amsterdam;Leksmondhof 279 .;52.30820000;4.98070000;239000;100;372;9;1979;0;appartement;15;4
1012 GM Amsterdam;Oudezijds Voorburgwal 316 G;52.37350000;4.89510000;925000;180;370;1;1906;0;appartement;29;3
1098 VJ Amsterdam;Hertzstraat 10;52.35290000;4.94220000;475000;108;310;1;1994;0;appartement;23;4
1096 AA Amsterdam;Omval 77;52.33870000;4.91970000;420000;95;316;1;1997;0;appartement;23;3
1016 HJ Amsterdam;Prinsengracht 292 1-4;52.37090000;4.88160000;1300000;177;538;4;1915;1;appartement;32;7
1067 WK Amsterdam;H.J. Algrastraat 3;52.37860000;4.79870000;275000;107;300;2;1990;1;woonhuis;25;4
