postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1033 LB Amsterdam;Mandarijnenstraat 47;52.40920000;4.89020000;240000;70;255;2;1952;1;woonhuis;29;3
1011 KB Amsterdam;Kloveniersburgwal 93 -C;52.37100000;4.90410000;650000;111;285;2;1825;0;appartement;26;3
1054 ES Amsterdam;Stadhouderskade 21 D;52.36170000;4.86690000;895000;142;464;2;1991;0;appartement;40;3
1102 ZR Amsterdam;Dantestraat 160;52.31660000;4.95170000;96000;34;106;1;1984;0;appartement;15;1
1087 BC Amsterdam;Johan van der Keukenstraat 113;52.35390000;5.00050000;495000;148;543;3;2001;1;woonhuis;39;6
1013 BH Amsterdam;Westerdok 362;52.38770000;4.88390000;1050000;147;540;3;2008;0;appartement;45;5
1011 MR Amsterdam;Koerierstersplein 6;52.37100000;4.90410000;339500;67;206;1;1998;0;appartement;15;3
1095 MS Amsterdam;Zeeburger Zilt 2 (Bouwnr. 104);52.36660000;4.95200000;366963;92;230;1;2011;0;appartement;7;3
1015 XD Amsterdam;Westerkade 10 1 l;52.37840000;4.88360000;170000;22;50;5;1930;0;appartement;16;1
1064 EE Amsterdam;Burgemeester Hogguerstraat 969;52.37420000;4.82180000;189000;0;0;1;0;0;onbekend;1;1
1075 EW Amsterdam;Valeriusstraat 177 II;52.35180000;4.85860000;495000;60;222;1;1906;0;appartement;23;2
1051 KP Amsterdam;Haarlemmerweg 43 3;52.38180000;4.87170000;339000;77;249;2;1886;0;appartement;22;3
1011 BW Amsterdam;Kromme Waal 35 -2;52.37100000;4.90410000;600000;96;260;1;1906;0;appartement;39;3
1019 HR Amsterdam;Zeeburgerkade 524;52.37330000;4.93910000;420000;112;419;2;1898;0;appartement;44;4
1013 PL Amsterdam;Van Linschotenstraat 45;52.38770000;4.88390000;175000;37;120;4;1905;0;appartement;18;2
1074 JH Amsterdam;Amsteldijk 728 A;52.35390000;4.90420000;1400000;220;900;2;2011;1;woonhuis;40;5
1063 LK Amsterdam;Willem Molengraaffstraat 18 1;52.38140000;4.82590000;175000;62;205;1;1955;0;appartement;26;3
1011 NX Amsterdam;Waterlooplein 29 A+D;52.37100000;4.90410000;1195000;225;692;2;1997;0;appartement;30;6
1053 WX Amsterdam;Da Costakade 175 2A;52.36680000;4.86810000;215000;28;68;1;2011;0;appartement;19;2
1094 GB Amsterdam;Celebesstraat 142;52.36260000;4.93600000;325000;77;228;1;1998;0;appartement;15;3
1017 RL Amsterdam;Lijnbaansgracht 270 B;52.36300000;4.89240000;335000;50;163;1;1892;0;appartement;19;2
1103 SK Amsterdam;Glitterstraat 104;52.32310000;4.97220000;179500;79;248;1;2007;0;appartement;17;3
1035 NX Amsterdam;Hendrik Soeteboomstraat 12;52.41960000;4.89440000;550000;118;391;2;1930;1;woonhuis;30;4
1017 NM Amsterdam;Lange Leidsedwarsstraat 60 A;52.36300000;4.89240000;239000;46;120;1;1978;0;appartement;18;2
1022 KK Amsterdam;H. Stolleplantsoen 4;52.39870000;4.92990000;499000;180;636;4;2009;1;woonhuis;32;6
1073 AT Amsterdam;Stadhouderskade 83 B;52.35320000;4.89820000;355000;62;230;1;1906;0;appartement;16;3
1053 HB Amsterdam;Jacob van Lennepstraat 31 -III-A;52.36680000;4.86810000;225000;34;103;1;1906;0;appartement;13;2
1055 ZT Amsterdam;Solebaystraat 82 -I;52.38020000;4.85240000;200000;50;161;1;1934;0;appartement;23;3
1097 WL Amsterdam;Veeteeltstraat 9 a;52.34650000;4.93010000;249009;62;174;1;1925;1;appartement;27;3
1107 RC Amsterdam;Tielstraat 113;52.29320000;4.98030000;171000;0;0;1;0;0;onbekend;1;1
1055 RZ Amsterdam;Nieuwpoortstraat 94 C12;52.38020000;4.85240000;245000;49;173;1;2017;1;appartement;20;2
1016 AE Amsterdam;Singel 326 -328;52.37090000;4.88160000;2150000;276;833;2;1906;0;appartement;35;5
1071 KL Amsterdam;Jacob Obrechtstraat 14 I;52.35520000;4.87890000;795000;111;301;2;1898;1;appartement;34;3
1092 CB Amsterdam;Eikenweg 72 III;52.35650000;4.92280000;175000;31;105;1;1906;0;appartement;14;2
1035 PW Amsterdam;Landsmeerderdijk 14;52.41960000;4.89440000;899000;173;527;2;1915;1;woonhuis;38;6
1024 EW Amsterdam;Waalenburgsingel 280;52.39390000;4.95470000;175000;75;197;1;1960;0;appartement;22;3
1018 XE Amsterdam;Valckenierstraat 43 III;52.36760000;4.91840000;325000;58;181;1;1906;0;appartement;29;2
1086 ZJ Amsterdam;IJburglaan 161;52.36280000;4.98190000;310000;91;235;1;2008;0;appartement;29;2
1016 SG Amsterdam;Elandsstraat 28;52.37090000;4.88160000;650000;125;434;1;1906;0;appartement;22;3
1067 MX Amsterdam;Troelstralaan 255 B;52.37860000;4.79870000;189000;45;120;4;2016;0;appartement;20;3
1102 JD Amsterdam;Huntum 56 D;52.31660000;4.95170000;450000;0;0;1;0;0;onbekend;1;1
1058 EC Amsterdam;Nachtwachtlaan 108;52.35790000;4.85100000;350000;98;250;1;1968;0;appartement;14;3
1028 AZ Amsterdam;Poppendammergouw 32;52.40140000;5.00730000;1975000;374;1048;2;1910;1;woonhuis;57;7
1011 CP Amsterdam;Nieuwe Ridderstraat 8 *;52.37100000;4.90410000;815000;130;351;3;1906;0;appartement;10;4
1067 PV Amsterdam;De Savornin Lohmanstraat 571;52.37860000;4.79870000;200000;47;160;1;2011;1;appartement;29;1
1019 PG Amsterdam;Bogortuin 72 Javakd;52.37330000;4.93910000;535000;103;328;1;2001;0;appartement;24;3
1033 BH Amsterdam;Kometensingel 299;52.40920000;4.89020000;300000;113;425;2;1923;1;woonhuis;36;5
1072 VZ Amsterdam;Daniël Stalpertstraat 19 2 hg;52.35350000;4.89020000;275000;43;137;5;1906;0;appartement;14;2
1056 PM Amsterdam;Orteliusstraat 278 IV;52.37320000;4.85600000;285000;48;154;4;1931;1;appartement;23;2
1087 EM Amsterdam;IJburglaan 828;52.35390000;5.00050000;335000;96;291;1;2003;0;appartement;25;3
1096 AK Amsterdam;State Amsterdam;52.33870000;4.91970000;3049915;488;1269;1;2019;0;appartement;7;7
1055 NR Amsterdam;Gibraltarstraat 60 HS;52.38020000;4.85240000;250000;71;185;4;1936;1;appartement;25;3
1035 LB Amsterdam;Sandwijk 20;52.41960000;4.89440000;339011;116;318;3;1994;1;woonhuis;31;4
1093 EE Amsterdam;Linnaeusstraat 33 A;52.36180000;4.92800000;335000;76;240;1;1985;0;appartement;22;3
1053 KB Amsterdam;Jacob van Lennepstraat 250 a;52.36680000;4.86810000;469000;73;200;1;1905;0;appartement;19;3
1060 NT Amsterdam;Brenner 51 .;52.34910000;4.78350000;400000;0;0;1;0;0;onbekend;1;1
1066 Amsterdam;Duke Ellingtonstraat;52.34600000;4.81630000;17500;0;0;1;0;0;parkeergelegenheid;1;1
1081 ER Amsterdam;Bolestein 772;52.32780000;4.86200000;350000;91;288;1;1968;0;appartement;22;3
1035 XD Amsterdam;Stentorstraat 77 hs;52.41960000;4.89440000;210011;66;220;2;1955;1;appartement;25;3
1051 VB Amsterdam;Van der Hoopstraat 43 II;52.38180000;4.87170000;375000;75;252;1;1906;0;appartement;19;3
1095 DK Amsterdam;Insulindeweg 792;52.36660000;4.95200000;200000;56;167;1;1988;0;appartement;30;2
1019 RM Amsterdam;Sumatrakade 1319;52.37330000;4.93910000;32500;0;0;1;0;0;parkeergelegenheid;5;1
1071 XN Amsterdam;Hobbemakade 78 HS;52.35520000;4.87890000;350000;54;263;1;1905;1;appartement;25;2
1056 RL Amsterdam;Shackletonstraat 3 III;52.37320000;4.85600000;260000;72;229;1;1926;0;appartement;16;3
1055 RZ Amsterdam;Nieuwpoortstraat 94 A14;52.38020000;4.85240000;240000;48;170;1;2017;1;appartement;20;2
1055 NR Amsterdam;Gibraltarstraat 66 HS;52.38020000;4.85240000;325000;77;220;1;1936;1;appartement;22;3
1098 JK Amsterdam;Archimedesweg 17 hs;52.35290000;4.94220000;799000;181;574;2;1901;1;appartement;26;7
1094 GR Amsterdam;Madurastraat 70 II;52.36260000;4.93600000;250000;50;166;1;1906;0;appartement;20;2
1032 CC Amsterdam;Hazelaarstraat 59;52.39640000;4.91260000;235000;55;200;2;1931;1;woonhuis;27;3
1075 HV Amsterdam;Emmastraat 24;52.35180000;4.85860000;3250000;349;1347;5;1906;1;woonhuis;59;8
1028 AX Amsterdam;Nieuwe Gouw;52.40140000;5.00730000;650000;0;0;1;0;0;object;1;1
1019 PW Amsterdam;Majanggracht 17;52.37330000;4.93910000;898000;210;550;5;2000;1;woonhuis;11;8
1068 GL Amsterdam;Martini van Geffenstraat 130;52.35920000;4.80520000;299000;130;335;2;2002;0;appartement;15;4
1056 KN Amsterdam;Geuzenkade 56 III;52.37320000;4.85600000;245000;52;173;1;1934;0;appartement;19;3
1091 TM Amsterdam;Overamstelstraat 125;52.35560000;4.91350000;275000;55;162;1;1993;0;appartement;46;3
1056 PW Amsterdam;Mercatorstraat 5 hs;52.37320000;4.85600000;450000;86;273;1;1926;1;appartement;26;3
1079 JP Amsterdam;Vechtstraat 122 -II;52.34230000;4.90360000;300000;51;136;1;1934;0;appartement;13;3
1069 GA Amsterdam;Osdorper Ban 577;52.35560000;4.79070000;250000;92;270;1;2006;0;appartement;23;3
1072 HV Amsterdam;Dusartstraat 62 hs;52.35350000;4.89020000;945000;147;309;2;1906;1;appartement;35;6
1016 HR Amsterdam;Prinsengracht 495 II;52.37090000;4.88160000;975000;175;610;1;1880;0;appartement;25;5
1063 ER Amsterdam;Coronelstraat 21;52.38140000;4.82590000;299000;85;265;2;1954;1;woonhuis;20;4
1061 BV Amsterdam;Blauwvoetstraat 12 hs;52.37360000;4.83950000;317500;79;213;2;1952;1;appartement;12;5
1063 NV Amsterdam;Burgemeester Van Leeuwenlaan 156;52.38140000;4.82590000;299000;103;303;3;1954;1;woonhuis;26;4
1067 XW Amsterdam;Burgemeester Röellstraat 606;52.37860000;4.79870000;215000;89;225;1;2004;0;appartement;26;3
1013 AK Amsterdam;Bouwnummer 114 (Bouwnr. 114);52.38770000;4.88390000;759000;168;681;4;2019;1;woonhuis;1;4
1025 AL Amsterdam;Elpermeer 132;52.39900000;4.93610000;30000;0;0;1;0;0;parkeergelegenheid;3;1
1055 CE Amsterdam;Esmoreitstraat 20 3;52.38020000;4.85240000;245000;55;180;2;1931;0;appartement;22;6
1015 XD Amsterdam;Westerkade 11 -C;52.37840000;4.88360000;185500;25;77;1;1906;0;appartement;9;2
1102 ST Amsterdam;Anna Blamansingel 64;52.31660000;4.95170000;245000;102;286;1;2006;0;appartement;24;3
1054 VM Amsterdam;Staringstraat 5 L;52.36170000;4.86690000;375000;71;174;1;1990;0;appartement;25;3
1096 GJ Amsterdam;Welnastraat 321;52.33870000;4.91970000;159511;28;96;1;2015;0;appartement;24;1
1058 EM Amsterdam;Nachtwachtlaan 343;52.35790000;4.85100000;315000;98;250;1;1968;0;appartement;16;3
1087 AW Amsterdam;Johan van der Keukenstraat;52.35390000;5.00050000;14000;0;0;1;0;0;parkeergelegenheid;4;1
1053 ED Amsterdam;Kinkerstraat 112 1;52.36680000;4.86810000;199000;30;97;1;1906;0;appartement;15;2
1066 ER Amsterdam;Akersluis 11;52.34600000;4.81630000;589000;0;0;1;0;0;onbekend;1;1
1102 AC Amsterdam;Bijlmerdreef 538;52.31660000;4.95170000;250000;94;270;1;2007;0;appartement;29;3
1060 RX Amsterdam;Valutaboulevard 55;52.34910000;4.78350000;450000;167;500;4;1998;1;woonhuis;24;5
1060 RX Amsterdam;Valutaboulevard 14;52.34910000;4.78350000;375000;141;409;4;1999;1;woonhuis;19;5
1058 TP Amsterdam;Westlandgracht 83 -2;52.35790000;4.85100000;269500;55;181;1;1934;0;appartement;19;3
1081 KS Amsterdam;Schokkerspad 36;52.32780000;4.86200000;1350000;192;564;6;1991;0;appartement;33;5
1058 ST Amsterdam;Vogelenzangstraat 24 hs;52.35790000;4.85100000;325000;46;176;3;1931;1;appartement;29;3
1054 JZ Amsterdam;Overtoom 480 I;52.36170000;4.86690000;549000;93;307;5;1906;0;appartement;34;3
1061 TJ Amsterdam;Willy Sluiterstraat 104;52.37360000;4.83950000;360000;90;283;6;2013;0;appartement;23;4
1013 SJ Amsterdam;Wormerveerstraat 7 -HS R;52.38770000;4.88390000;225000;38;135;1;1916;1;appartement;25;2
1071 CC Amsterdam;Pieter Cornelisz. Hooftstraat 90 II;52.35520000;4.87890000;895000;105;401;2;1906;0;appartement;26;2
1013 AK Amsterdam;Bouwnummer 116 (Bouwnr. 116);52.38770000;4.88390000;1107250;219;953;3;2019;1;woonhuis;2;3
1079 BN Amsterdam;Uiterwaardenstraat 9 -III;52.34230000;4.90360000;369000;56;177;1;1934;1;appartement;28;3
1053 SV Amsterdam;Jan Hanzenstraat 108 /III;52.36680000;4.86810000;185000;30;93;3;1906;0;appartement;22;1
1031 KB Amsterdam;Spadinalaan 64;52.38880000;4.90620000;519500;87;295;1;2010;0;appartement;16;2
1071 VN Amsterdam;Cornelis Anthoniszstraat 11 II;52.35520000;4.87890000;395000;53;175;1;1899;0;appartement;21;3
1107 VE Amsterdam;Snodenhoekpark 2;52.29320000;4.98030000;235000;104;337;2;1981;1;woonhuis;23;4
1012 RN Amsterdam;Wijdesteeg 3 K;52.37350000;4.89510000;604840;77;250;4;1906;0;appartement;25;2
1019 TB Amsterdam;J.F. van Hengelstraat 37;52.37330000;4.93910000;475000;101;318;2;1998;1;appartement;36;4
1013 LM Amsterdam;Prinseneiland 93 *;52.38770000;4.88390000;2850000;660;2000;5;1906;0;woonhuis;40;14
1051 GJ Amsterdam;Bentinckstraat 97 2;52.38180000;4.87170000;225000;38;128;1;1906;0;appartement;26;2
1013 PD Amsterdam;Dirk Hartoghstraat 83;52.38770000;4.88390000;225000;47;151;5;1879;0;appartement;24;2
1071 LD Amsterdam;Palestrinastraat 15 BOVEN;52.35520000;4.87890000;1100000;164;575;2;1906;1;appartement;41;4
1051 TZ Amsterdam;Joan Melchior Kemperstraat 138 -3;52.38180000;4.87170000;500000;106;300;2;1906;0;appartement;25;4
1074 EJ Amsterdam;Kuipersstraat 81;52.35390000;4.90420000;625000;97;358;1;1936;1;appartement;14;3
1078 AC Amsterdam;Amstelkade 19 I;52.34640000;4.89770000;350000;63;168;1;1922;0;appartement;32;3
1087 EN Amsterdam;IJburglaan 991;52.35390000;5.00050000;325000;95;330;1;2007;0;appartement;29;5
1018 TT Amsterdam;Plantage Muidergracht 151 hs;52.36760000;4.91840000;1450000;202;600;2;1890;1;appartement;20;6
1018 AV Amsterdam;Sarphatistraat 562;52.36760000;4.91840000;545000;78;283;1;1906;1;appartement;13;3
1059 AB Amsterdam;Aalsmeerweg 29 -hs;52.34880000;4.84680000;895000;150;487;1;1928;1;appartement;37;5
1066 SL Amsterdam;Berlaarstraat 64;52.34600000;4.81630000;315000;100;300;2;1994;1;woonhuis;27;4
1024 AK Amsterdam;Jisperveldstraat 183;52.39390000;4.95470000;35000;0;0;1;0;0;parkeergelegenheid;7;1
1102 XH Amsterdam;Charlotte Brontéstraat 138;52.31660000;4.95170000;175000;73;232;1;1983;0;appartement;17;3
1019 LG Amsterdam;KNSM-laan 461;52.37330000;4.93910000;500000;101;305;1;1996;0;appartement;44;4
1017 JH Amsterdam;Prinsengracht 1099 hs;52.36300000;4.89240000;2180000;238;742;3;1688;1;appartement;48;6
1066 NV Amsterdam;Turnhoutplantsoen 60;52.34600000;4.81630000;339000;113;328;3;1992;1;woonhuis;24;5
1094 GC Amsterdam;Madurastraat 5 -C;52.36260000;4.93600000;250000;54;150;5;1985;0;appartement;16;3
1066 DJ Amsterdam;Ringvaartdijk 94;52.34600000;4.81630000;579000;0;0;1;0;0;onbekend;1;1
1025 CW Amsterdam;Dijkwater 207;52.39900000;4.93610000;189000;0;0;1;0;0;onbekend;1;1
1097 PS Amsterdam;Fahrenheitstraat 40;52.34650000;4.93010000;700000;152;529;3;1905;1;woonhuis;29;8
1094 EM Amsterdam;Celebesstraat 33 I;52.36260000;4.93600000;275000;61;213;5;1906;0;appartement;17;2
1087 GZ Amsterdam;Sanne Sanneshof 4;52.35390000;5.00050000;279000;76;197;1;2004;0;appartement;17;3
1072 RA Amsterdam;Avercampstraat 29;52.35350000;4.89020000;290000;43;115;5;1986;0;appartement;10;2
1079 LL Amsterdam;Amsteldijk 280;52.34230000;4.90360000;2000000;400;1200;1;2017;1;woonhuis;11;8
1052 XX Amsterdam;Frederik Hendrikplantsoen 86 -3;52.37700000;4.87400000;850000;182;640;2;1906;0;appartement;34;8
1011 CP Amsterdam;Nieuwe Ridderstraat 12;52.37100000;4.90410000;750000;121;327;3;1906;0;woonhuis;10;4
1055 BA Amsterdam;Lanseloetstraat 3 -I;52.38020000;4.85240000;225000;56;190;1;1931;0;appartement;29;3
1097 ZK Amsterdam;Onderlangs 28;52.34650000;4.93010000;235000;52;156;1;1906;1;appartement;27;3
1017 JZ Amsterdam;Prinsengracht 763;52.36300000;4.89240000;2550000;172;516;1;1960;0;appartement;14;3
1077 VD Amsterdam;Holbeinstraat 2 2;52.34600000;4.87380000;1395000;210;681;3;1932;0;appartement;37;5
1018 NX Amsterdam;Czaar Peterstraat 37 E;52.36760000;4.91840000;175000;29;75;4;1971;0;appartement;23;1
1063 ZK Amsterdam;Lex Althoffstraat 3 3;52.38140000;4.82590000;199000;62;216;5;1953;0;appartement;18;2
1033 ZT Amsterdam;Mandenmakerspad 1;52.40920000;4.89020000;300000;98;324;3;1989;1;woonhuis;23;4
1012 ZK Amsterdam;Blaeustraat 7;52.37350000;4.89510000;350000;56;136;1;1990;1;appartement;17;2
1069 TS Amsterdam;Langswater 180;52.35560000;4.79070000;149500;60;167;13;1965;0;appartement;10;3
1011 MJ Amsterdam;Valkenburgerstraat;52.37100000;4.90410000;50000;0;0;1;0;0;parkeergelegenheid;6;1
1069 EC Amsterdam;Langswater 379;52.35560000;4.79070000;175000;72;238;1;1969;0;appartement;23;3
1018 BH Amsterdam;Hoogte Kadijk 127 C;52.36760000;4.91840000;295000;55;171;1;1905;0;appartement;22;2
1013 NE Amsterdam;Westzaanstraat 67 B;52.38770000;4.88390000;285000;69;220;1;1982;0;appartement;20;3
1076 CK Amsterdam;Stadionplein 89 HS;52.34550000;4.86070000;650000;157;554;4;1931;0;appartement;29;4
1093 HL Amsterdam;Reinwardtstraat 64;52.36180000;4.92800000;300000;70;230;1;1987;0;appartement;15;3
1063 GM Amsterdam;Jacob Melkmanstraat 6;52.38140000;4.82590000;268800;100;300;1;1945;1;woonhuis;25;4
1015 JP Amsterdam;Goudsbloemstraat 32;52.37840000;4.88360000;985000;205;645;5;1906;0;woonhuis;31;6
1058 LL Amsterdam;Bennebroekstraat 8 hs;52.35790000;4.85100000;650000;110;336;2;1906;1;appartement;33;4
1060 TV Amsterdam;Pieter Calandlaan 514;52.34910000;4.78350000;249000;96;300;1;1998;0;appartement;21;4
1018 CT Amsterdam;Henri Polaklaan 40 C*;52.36760000;4.91840000;2350000;372;800;5;1914;1;appartement;22;10
1012 BG Amsterdam;Molensteeg 16 B+C;52.37350000;4.89510000;598000;116;357;3;1906;0;appartement;36;5
1060 ST Amsterdam;Escudolaan 50;52.34910000;4.78350000;499000;168;605;4;1998;1;woonhuis;36;5
1023 AJ Amsterdam;Schermerstraat 40;52.38990000;4.94700000;230000;54;235;2;1927;1;woonhuis;29;3
1077 CK Amsterdam;Olympiaplein 23 hs;52.34600000;4.87380000;1250000;178;458;2;1928;1;appartement;32;6
1086 ZJ Amsterdam;IJburglaan 409;52.36280000;4.98190000;699000;156;420;3;2010;1;woonhuis;41;5
1102 TH Amsterdam;Boeninlaan 71;52.31660000;4.95170000;107000;37;109;1;1984;0;appartement;8;2
1046 Amsterdam;Limmerick Garagebox/Opslag;52.39150000;4.78470000;16250;0;0;1;0;0;parkeergelegenheid;7;1
1071 MD Amsterdam;Valeriusstraat 41 2;52.35520000;4.87890000;899000;143;522;2;1906;0;appartement;33;7
1058 CE Amsterdam;Van Walbeeckstraat 5 -hs;52.35790000;4.85100000;335000;73;204;1;1906;1;appartement;18;2
1015 PK Amsterdam;Tuinstraat 226;52.37840000;4.88360000;975000;126;400;4;1906;1;woonhuis;23;5
1096 AK Amsterdam;State Amsterdam;52.33870000;4.91970000;340816;64;166;1;2019;0;appartement;6;2
1016 AA Amsterdam;Singel 204 F;52.37090000;4.88160000;350000;47;150;1;1925;0;appartement;11;1
1055 RZ Amsterdam;Nieuwpoortstraat 86 A8;52.38020000;4.85240000;410000;83;294;1;2017;0;appartement;20;2
1053 GD Amsterdam;Kinkerstraat 332 II;52.36680000;4.86810000;200000;28;91;1;1899;0;appartement;23;2
1097 HM Amsterdam;Bertrand Russellstraat 110;52.34650000;4.93010000;395000;104;323;2;1991;0;appartement;19;4
1095 CH Amsterdam;Javaplein 5 II;52.36660000;4.95200000;225000;46;158;1;1915;0;appartement;13;2
1011 AJ Amsterdam;Prins Hendrikkade 105 -huis;52.37100000;4.90410000;1195000;219;927;2;1630;1;appartement;26;6
1056 GM Amsterdam;Admiraal De Ruijterweg 66 -1;52.37320000;4.85600000;350000;76;225;1;1906;0;appartement;16;3
1016 CK Amsterdam;Leidsegracht 2;52.37090000;4.88160000;1600000;183;500;5;1906;0;woonhuis;46;6
1011 CP Amsterdam;Nieuwe Ridderstraat 10;52.37100000;4.90410000;885000;141;381;3;1906;0;woonhuis;12;4
1055 BN Amsterdam;Sanderijnstraat 29 hs;52.38020000;4.85240000;295000;68;253;4;1931;0;appartement;21;3
1021 NG Amsterdam;Smederij 44;52.38460000;4.91720000;175000;42;135;1;1984;0;appartement;35;2
1051 JJ Amsterdam;Schaepmanstraat 244 -1;52.38180000;4.87170000;215000;38;126;1;1906;0;appartement;12;2
1087 LC Amsterdam;Johan Huijsenstraat 34;52.35390000;5.00050000;285000;82;261;1;2001;0;appartement;20;3
1011 TC Amsterdam;Prins Hendrikkade 172 H;52.37100000;4.90410000;850000;147;521;1;1906;0;appartement;22;4
1013 BX Amsterdam;Westerdoksdijk 645;52.38770000;4.88390000;1200000;145;450;1;2009;0;appartement;29;4
1091 Amsterdam;Marcusstraat;52.35560000;4.91350000;5000;0;0;1;0;0;parkeergelegenheid;7;1
1095 DW Amsterdam;Th. K. van Lohuizenlaan 232;52.36660000;4.95200000;325000;76;195;1;2004;0;appartement;26;3
1103 JT Amsterdam;Bijlmerdreef 1022;52.32310000;4.97220000;184000;114;295;2;2006;0;appartement;19;4
1060 RG Amsterdam;Ladogameerhof 310;52.34910000;4.78350000;265000;90;335;1;2003;1;appartement;24;3
1051 JC Amsterdam;Schaepmanstraat 3 I;52.38180000;4.87170000;239000;57;187;1;1937;0;appartement;22;3
1058 GX Amsterdam;Antillenstraat 19 1;52.35790000;4.85100000;330000;64;190;1;1930;0;appartement;21;2
1052 AA Amsterdam;De Wittenkade 17 2a;52.37700000;4.87400000;175000;34;90;3;1900;0;appartement;12;2
1087 EK Amsterdam;Maria Austriastraat 83;52.35390000;5.00050000;265000;79;235;1;2008;0;appartement;25;2
1091 PW Amsterdam;Afrikanerplein 76;52.35560000;4.91350000;300000;68;225;1;1930;1;appartement;28;3
1082 EC Amsterdam;Kastelenstraat 137 I;52.33110000;4.87420000;319000;84;278;1;1960;0;appartement;26;4
1012 BS Amsterdam;Bloedstraat 17 B;52.37350000;4.89510000;265000;44;141;1;2006;0;appartement;28;2
1056 PC Amsterdam;Orteliusstraat 351 2;52.37320000;4.85600000;589000;112;353;2;1931;0;appartement;43;5
1058 Amsterdam;Saskia van Uijlenburgkade;52.35790000;4.85100000;42500;0;0;1;0;0;parkeergelegenheid;4;1
