postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1063 GE Amsterdam;Robbert Cijferstraat 10;52.38140000;4.82590000;260000;105;263;2;1953;1;woonhuis;21;5
1098 KV Amsterdam;Wethouder Frankeweg 1;52.35290000;4.94220000;400000;199;660;2;1906;0;appartement;8;1
1022 KD Amsterdam;Noorderkwartier (Bouwnr. 13);52.39870000;4.92990000;452396;162;405;2;2016;1;woonhuis;5;6
1018 PS Amsterdam;Czaar Peterstraat 102 A Hs;52.36760000;4.91840000;225000;39;154;1;1906;1;appartement;15;2
1013 AW Amsterdam;Silodam;52.38770000;4.88390000;39000;0;0;1;0;0;parkeergelegenheid;1;1
1055 RZ Amsterdam;Nieuwpoortstraat 86 D8;52.38020000;4.85240000;525000;116;338;2;2017;1;appartement;20;3
1056 VA Amsterdam;Pieter van der Doesstraat 13;52.37320000;4.85600000;425000;84;252;4;1933;1;appartement;26;4
1056 PN Amsterdam;Orteliusstraat 288 I;52.37320000;4.85600000;225000;50;158;1;1927;0;appartement;23;3
1077 BE Amsterdam;Apollolaan 86;52.34600000;4.87380000;2850000;282;1388;3;1952;1;woonhuis;43;9
1051 RG Amsterdam;Van der Palmkade 86;52.38180000;4.87170000;525000;98;263;2;2000;0;appartement;19;3
1011 GW Amsterdam;Krom Boomssloot 20 -2;52.37100000;4.90410000;1150000;225;603;2;1636;0;appartement;33;5
1051 TN Amsterdam;Joan Melchior Kemperstraat 113 I;52.38180000;4.87170000;500000;100;306;1;1905;0;appartement;38;4
1106 WD Amsterdam;Helena Kuipers-Rietberghof 23;52.29910000;4.97540000;265000;111;330;3;1986;1;woonhuis;20;5
1035 GE Amsterdam;Stellingweg 208;52.41960000;4.89440000;348000;90;375;2;1992;1;woonhuis;12;3
1064 NX Amsterdam;Hof van Versailles 33;52.37420000;4.82180000;520000;147;514;3;1998;1;woonhuis;25;5
1017 JJ Amsterdam;Prinsengracht 1113 A;52.36300000;4.89240000;680000;121;338;1;1906;1;appartement;21;2
1094 GR Amsterdam;Madurastraat 70 II;52.36260000;4.93600000;250000;50;166;1;1906;0;appartement;20;2
1065 BG Amsterdam;Colenbranderhof 30;52.35730000;4.82780000;775000;217;680;2;1945;1;woonhuis;25;10
1071 ER Amsterdam;Korte Van Eeghenstraat 1 -II-III;52.35520000;4.87890000;875000;143;518;3;1906;0;appartement;44;6
1061 AX Amsterdam;Postjesweg 138 L;52.37360000;4.83950000;195000;45;150;1;2008;0;appartement;38;2
1071 AC Amsterdam;Vossiusstraat 18 H;52.35520000;4.87890000;1450000;175;488;3;1879;1;appartement;27;6
1019 LZ Amsterdam;Barcelonaplein 166;52.37330000;4.93910000;225000;52;140;1;1993;0;appartement;18;2
1058 GX Amsterdam;Antillenstraat 21 1;52.35790000;4.85100000;314000;60;175;1;1930;0;appartement;15;3
1077 EP Amsterdam;Gerrit van der Veenstraat 118 A;52.34600000;4.87380000;150000;0;0;1;0;0;parkeergelegenheid;6;1
1098 XA Amsterdam;Carolina MacGillavrylaan 33;52.35290000;4.94220000;300000;77;210;1;2010;0;appartement;23;3
1075 CT Amsterdam;Koninginneweg 231 3;52.35180000;4.85860000;925000;147;546;2;1884;0;appartement;36;4
1069 EH Amsterdam;Langswater 842;52.35560000;4.79070000;149000;60;180;13;1960;0;appartement;13;3
1097 CP Amsterdam;Willem Beukelsstraat 1 G;52.34650000;4.93010000;315000;77;240;1;1981;0;appartement;20;3
1060 NV Amsterdam;Brenner 46;52.34910000;4.78350000;375000;130;422;3;1997;1;woonhuis;24;5
1091 ZE Amsterdam;President Brandstraat 53;52.35560000;4.91350000;450000;108;321;2;1992;0;appartement;22;4
1103 LE Amsterdam;Groenhoven 236;52.32310000;4.97220000;159000;109;336;1;1976;0;appartement;17;3
1019 ND Amsterdam;Venetiëhof 147;52.37330000;4.93910000;399000;93;323;1;1995;1;appartement;34;3
1012 SC Amsterdam;Nieuwezijds Voorburgwal 56 A;52.37350000;4.89510000;264995;34;125;1;1912;0;appartement;6;1
1066 WK Amsterdam;Knokkestraat 78;52.34600000;4.81630000;425000;127;368;3;1995;1;woonhuis;20;6
1055 EA Amsterdam;Bos en Lommerweg 347 II;52.38020000;4.85240000;350000;78;215;1;1940;0;appartement;26;4
1056 CL Amsterdam;Mercatorplein 36 -H;52.37320000;4.85600000;399000;110;308;2;1935;0;appartement;30;3
1069 HM Amsterdam;Lederambachtstraat 222;52.35560000;4.79070000;182500;0;0;1;0;0;onbekend;1;1
1087 GL Amsterdam;Parkeerplaats blok 23b;52.35390000;5.00050000;30000;0;0;1;0;0;parkeergelegenheid;1;1
1033 JS Amsterdam;Druivenstraat 55;52.40920000;4.89020000;700000;151;639;2;1994;1;woonhuis;41;4
1071 ZL Amsterdam;Van Breestraat 135 II;52.35520000;4.87890000;1200000;148;520;2;1904;1;appartement;35;5
1106 WR Amsterdam;Cornelis Schuurmanhof 13;52.29910000;4.97540000;210000;80;270;2;1985;1;woonhuis;27;3
1071 VD Amsterdam;Balthasar Floriszstraat 22 I;52.35520000;4.87890000;325000;52;167;1;1899;0;appartement;20;3
1098 JK Amsterdam;Archimedesweg 9;52.35290000;4.94220000;1075000;182;300;2;1931;1;appartement;34;6
1098 KV Amsterdam;Wethouder Frankeweg 5 I;52.35290000;4.94220000;450000;81;243;1;1906;0;appartement;25;3
1107 TG Amsterdam;Silvoldestraat 6;52.29320000;4.98030000;212000;89;316;1;1983;0;woonhuis;1;4
1015 BK Amsterdam;Herengracht 12 -III-IV;52.37840000;4.88360000;899000;125;350;3;1605;0;appartement;22;2
1065 AH Amsterdam;Willem Mollhof 13;52.35730000;4.82780000;325000;97;352;2;1957;1;woonhuis;30;5
1018 Amsterdam;Cruquiuskade;52.36760000;4.91840000;20000;0;0;1;0;0;parkeergelegenheid;5;1
1013 Amsterdam;Narva Eiland West (Bouwnr. 79);52.38770000;4.88390000;663098;121;302;1;2017;0;appartement;9;4
1028 BR Amsterdam;Dorpsweg Ransdorp 68 B;52.40140000;5.00730000;749000;136;969;2;1981;1;woonhuis;33;4
1013 CE Amsterdam;Noordkaapstraat 9;52.38770000;4.88390000;275000;61;185;1;1985;0;appartement;17;3
1067 AN Amsterdam;Pieter Postsingel 24;52.37860000;4.79870000;300000;121;305;3;1955;1;woonhuis;29;4
1069 HV Amsterdam;Rengerskerkestraat 14;52.35560000;4.79070000;225000;97;300;5;2008;0;appartement;12;3
1024 CX Amsterdam;Markengouw 117;52.39390000;4.95470000;365000;118;420;3;2016;1;woonhuis;34;5
1025 JH Amsterdam;Bovenover 27;52.39900000;4.93610000;175000;55;158;1;1969;0;appartement;17;2
1067 NB Amsterdam;Berlagehof 32;52.37860000;4.79870000;250000;107;369;1;1950;1;woonhuis;19;5
1017 DN Amsterdam;Keizersgracht 515 -F;52.36300000;4.89240000;580000;83;300;1;1906;0;appartement;30;3
1087 LS Amsterdam;Emmy Andriessestraat 430;52.35390000;5.00050000;549000;136;569;3;2007;1;woonhuis;42;5
1065 LZ Amsterdam;Jan Muschstraat 42;52.35730000;4.82780000;139000;32;100;2;1984;0;appartement;23;2
1102 NJ Amsterdam;Haardstee 150;52.31660000;4.95170000;150000;45;120;1;1982;0;appartement;1;2
1073 BK Amsterdam;Albert Cuypstraat 166 E;52.35320000;4.89820000;399000;70;202;1;1893;0;appartement;17;4
1053 WS Amsterdam;Da Costakade 119 B;52.36680000;4.86810000;479000;80;240;4;1984;1;appartement;23;3
1053 RE Amsterdam;Borgerstraat 220 II;52.36680000;4.86810000;240000;45;135;1;1895;0;appartement;17;2
1055 RD Amsterdam;Willem de Zwijgerlaan 334 C14;52.38020000;4.85240000;200000;49;188;1;2003;0;appartement;26;1
1016 HJ Amsterdam;Prinsengracht 286 F;52.37090000;4.88160000;1750000;145;445;1;1964;0;appartement;37;3
1087 JA Amsterdam;Erich Salomonstraat 422;52.35390000;5.00050000;320000;100;330;1;2005;0;appartement;26;4
1015 JN Amsterdam;Goudsbloemstraat 191 A;52.37840000;4.88360000;295000;47;122;1;1905;1;appartement;14;2
1015 CD Amsterdam;Keizersgracht 37 A;52.37840000;4.88360000;825000;110;424;3;1620;0;appartement;34;4
1069 KD Amsterdam;Johan Hofmanstraat 307;52.35560000;4.79070000;250000;96;292;1;2008;0;appartement;20;3
1013 AW Amsterdam;Silodam 444;52.38770000;4.88390000;465000;90;226;2;2002;0;appartement;28;3
1086 ZJ Amsterdam;IJburglaan 371;52.36280000;4.98190000;300000;93;292;1;2009;0;appartement;21;3
1017 GN Amsterdam;Kerkstraat 70 F;52.36300000;4.89240000;448000;66;205;1;1987;1;appartement;24;3
1015 JN Amsterdam;Goudsbloemstraat 205 A;52.37840000;4.88360000;290000;46;120;1;1905;1;appartement;21;2
1019 HD Amsterdam;Veembroederhof 101;52.37330000;4.93910000;22500;0;0;1;0;0;parkeergelegenheid;1;1
1067 XW Amsterdam;Burgemeester Röellstraat 620;52.37860000;4.79870000;219000;85;221;6;2004;0;appartement;15;3
1054 EL Amsterdam;Eerste Helmersstraat 188 I;52.36170000;4.86690000;395000;68;226;1;1906;0;appartement;19;3
1069 EK Amsterdam;Dijkgraafplein 19;52.35560000;4.79070000;175000;100;290;2;1969;0;appartement;18;4
1087 ME Amsterdam;Maurits Bingerplantsoen 2;52.35390000;5.00050000;439000;115;438;3;2001;0;woonhuis;38;5
1079 EG Amsterdam;Waalstraat 160 III;52.34230000;4.90360000;260000;55;138;1;1938;0;appartement;15;3
1081 HD Amsterdam;Cannenburg 92;52.32780000;4.86200000;685000;173;549;3;1964;1;woonhuis;35;5
1032 AJ Amsterdam;Wingerdweg 275;52.39640000;4.91260000;230000;72;260;2;1926;0;appartement;26;3
1102 VL Amsterdam;Alfred Döblinstraat 34;52.31660000;4.95170000;142500;55;175;4;1985;0;appartement;23;2
1082 HB Amsterdam;Van Nijenrodeweg 320;52.33110000;4.87420000;449000;120;380;8;1963;0;appartement;28;5
1054 VX Amsterdam;Wilhelminastraat 85 III;52.36170000;4.86690000;525000;78;267;2;1903;1;appartement;23;3
1069 TD Amsterdam;H. Gerhardstraat 130;52.35560000;4.79070000;219000;59;177;4;2012;0;appartement;16;2
1062 EG Amsterdam;Loosduinenstraat 20;52.35480000;4.83810000;365000;94;254;1;2010;0;appartement;24;3
1068 MS Amsterdam;Professor J.H. Gunningstraat 101;52.35920000;4.80520000;249000;81;208;1;2007;0;appartement;22;3
1108 EV Amsterdam;Leksmondhof 163;52.30820000;4.98070000;185000;94;260;9;1977;0;appartement;15;4
1091 CX Amsterdam;Blasiusstraat 110;52.35560000;4.91350000;299000;0;0;1;0;0;onbekend;1;1
1064 PE Amsterdam;Catharina Boudewijnshof 55;52.37420000;4.82180000;199000;98;294;2;1990;0;appartement;23;4
1055 PS Amsterdam;Haarlemmerweg 651 HS;52.38020000;4.85240000;299000;64;230;1;1934;1;appartement;16;3
1053 EX Amsterdam;Kinkerstraat 365 1;52.36680000;4.86810000;219000;40;128;1;1916;0;appartement;22;2
1069 EC Amsterdam;Langswater 345;52.35560000;4.79070000;150000;60;180;13;1965;0;appartement;25;3
1056 TA Amsterdam;John Franklinstraat 71 III;52.37320000;4.85600000;299000;63;211;2;1932;0;appartement;25;3
1031 Amsterdam;Spadinalaan;52.38880000;4.90620000;35000;0;0;1;0;0;parkeergelegenheid;1;1
1056 HM Amsterdam;Bestevâerstraat 8 I;52.37320000;4.85600000;350000;69;221;1;1922;0;appartement;22;4
1052 VG Amsterdam;Gillis van Ledenberchstraat 6 /F;52.37700000;4.87400000;1250000;249;925;1;1924;0;appartement;42;5
1081 EB Amsterdam;Bolestein 230;52.32780000;4.86200000;369000;102;295;9;1969;0;appartement;31;4
1019 JX Amsterdam;C.J.K. van Aalststraat 82;52.37330000;4.93910000;635000;151;549;3;2000;1;woonhuis;36;5
1072 GT Amsterdam;Rustenburgerstraat 365 2;52.35350000;4.89020000;325000;60;168;4;1905;0;appartement;27;3
1098 JP Amsterdam;Archimedesweg 8 -l;52.35290000;4.94220000;350000;70;229;1;1929;0;appartement;38;4
1017 RK Amsterdam;Lijnbaansgracht 251 h;52.36300000;4.89240000;359000;66;195;1;1937;0;appartement;1;3
1019 TT Amsterdam;Panamakade 166;52.37330000;4.93910000;600000;112;404;3;2000;1;woonhuis;33;4
1104 HD Amsterdam;Kantershof 541;52.31640000;4.97760000;230000;154;380;3;1971;1;woonhuis;35;6
1018 XD Amsterdam;Valckenierstraat 21 1;52.36760000;4.91840000;270000;48;166;1;1925;0;appartement;17;2
1053 WR Amsterdam;Da Costakade 111 I hoog;52.36680000;4.86810000;275000;47;125;1;1899;0;appartement;17;2
1069 ED Amsterdam;Langswater 426;52.35560000;4.79070000;175000;74;185;1;1963;0;appartement;20;4
1019 MA Amsterdam;Levantplein 1;52.37330000;4.93910000;1960000;407;1400;4;1992;0;appartement;41;10
1058 VA Amsterdam;Theophile de Bockstraat 73 -3;52.35790000;4.85100000;299000;61;207;1;1906;0;appartement;29;3
1069 TD Amsterdam;H. Gerhardstraat 136;52.35560000;4.79070000;215000;59;155;1;2012;0;appartement;21;2
1098 XB Amsterdam;Carolina MacGillavrylaan 452;52.35290000;4.94220000;350000;87;284;1;2009;0;appartement;39;3
1031 KG Amsterdam;Céramiquelaan 5;52.38880000;4.90620000;540000;107;369;1;2001;1;appartement;30;3
1055 RZ Amsterdam;Nieuwpoortstraat 86 D17;52.38020000;4.85240000;420000;84;244;2;2017;1;appartement;20;3
1060 RL Amsterdam;H. Diesveldsingel 3;52.34910000;4.78350000;350000;124;300;3;1998;1;woonhuis;29;4
1017 KJ Amsterdam;Prinsengracht 532 B;52.36300000;4.89240000;1250000;175;425;1;1890;0;appartement;18;2
1051 NE Amsterdam;Marcantilaan 307;52.38180000;4.87170000;425000;91;277;1;1984;0;appartement;22;4
1015 GZ Amsterdam;Lijnbaansgracht 92;52.37840000;4.88360000;5000000;639;2722;3;1906;1;woonhuis;29;8
1096 DS Amsterdam;STATE Amsterdam (Bouwnr. 287);52.33870000;4.91970000;1168024;190;475;1;2016;0;appartement;3;4
1098 WN Amsterdam;Esplanade de Meer 80;52.35290000;4.94220000;339000;96;302;1;2001;0;appartement;28;3
1068 NA Amsterdam;Hoekenes 112;52.35920000;4.80520000;675000;150;450;2;1960;1;woonhuis;20;5
1059 VX Amsterdam;Rietwijkerstraat 85 -1;52.34880000;4.84680000;249000;54;176;1;1935;0;appartement;11;3
1054 LT Amsterdam;Zocherstraat 51 -II;52.36170000;4.86690000;399000;65;231;1;1906;0;appartement;19;3
1013 JG Amsterdam;Haarlemmerdijk 100 C;52.38770000;4.88390000;495000;105;360;2;1642;0;appartement;20;5
1069 RG Amsterdam;Louis de Visserstraat 15;52.35560000;4.79070000;209000;74;190;1;1983;0;appartement;20;3
1103 LH Amsterdam;Groenhoven 307;52.32310000;4.97220000;129900;55;144;1;1976;0;appartement;9;2
1087 Amsterdam;Ben van Meerendonkstraat;52.35390000;5.00050000;15000;0;0;1;0;0;parkeergelegenheid;4;1
1087 DR Amsterdam;Jean Desmetstraat 10;52.35390000;5.00050000;450000;135;400;3;2006;0;appartement;32;5
1086 VA Amsterdam;Haringbuisdijk 24;52.36280000;4.98190000;525000;126;464;3;2010;1;woonhuis;58;5
1068 VM Amsterdam;President Allendelaan 123;52.35920000;4.80520000;315000;98;294;6;2006;0;appartement;29;3
1058 KH Amsterdam;Haarlemmermeerstraat 120 III;52.35790000;4.85100000;599000;122;395;3;1930;0;appartement;30;5
1059 AN Amsterdam;Aalsmeerweg 92 huis;52.34880000;4.84680000;345000;64;227;1;1930;1;appartement;19;3
1015 HB Amsterdam;Gietersstraat 19;52.37840000;4.88360000;650000;122;295;1;1906;0;appartement;16;3
1086 Amsterdam;IJburglaan;52.36280000;4.98190000;25000;0;0;1;0;0;parkeergelegenheid;1;1
1078 LK Amsterdam;Roerstraat 77 I;52.34640000;4.89770000;449000;90;296;2;1906;1;appartement;38;4
1015 NH Amsterdam;Anjeliersstraat 16 B;52.37840000;4.88360000;450000;75;200;1;1994;0;appartement;10;3
1102 JH Amsterdam;Nadezjda Mandelstamstraat 41;52.31660000;4.95170000;275000;135;535;3;2002;1;woonhuis;16;4
1087 GD Amsterdam;Zwanebloemlaan 87;52.35390000;5.00050000;825000;183;610;3;2007;1;woonhuis;40;6
1064 NE Amsterdam;Thomas van Aquinostraat 29;52.37420000;4.82180000;189000;70;205;2;1945;1;woonhuis;13;4
1059 SR Amsterdam;Woestduinstraat 119 I;52.34880000;4.84680000;275000;53;180;1;1934;0;appartement;19;3
1011 RM Amsterdam;Nieuwe Herengracht 35;52.37100000;4.90410000;1875000;300;850;4;1670;1;woonhuis;35;10
1035 JZ Amsterdam;Lange Vonder 108;52.41960000;4.89440000;379000;110;330;3;1993;1;woonhuis;10;4
1054 GG Amsterdam;Vondelstraat 68 -III;52.36170000;4.86690000;990000;127;467;2;1906;0;appartement;24;4
1066 JX Amsterdam;Brusselsingel 1;52.34600000;4.81630000;398800;120;412;3;1993;1;woonhuis;36;5
1068 KP Amsterdam;J. de Koostraat 5;52.35920000;4.80520000;32000;0;0;1;0;0;parkeergelegenheid;5;1
1093 HP Amsterdam;Reinwardtstraat 180;52.36180000;4.92800000;249000;50;155;1;1987;0;appartement;20;2
1094 CW Amsterdam;Delistraat 34 D;52.36260000;4.93600000;166500;27;67;1;1926;0;appartement;11;1
1023 XC Amsterdam;Molengouw 30;52.38990000;4.94700000;275000;67;240;3;1906;1;woonhuis;32;5
1054 LK Amsterdam;Overtoom 545 C+D*;52.36170000;4.86690000;1700000;197;670;2;1961;0;appartement;31;4
1069 MD Amsterdam;Zuiderakerweg 15;52.35560000;4.79070000;685000;0;0;1;0;0;object;20;1
1071 KX Amsterdam;Alexander Boersstraat 18 H;52.35520000;4.87890000;1425000;175;675;3;1894;1;appartement;42;7
1071 XB Amsterdam;Ruysdaelstraat 79 A**;52.35520000;4.87890000;2285000;244;735;2;2017;1;appartement;10;5
1018 TZ Amsterdam;Hortusplantsoen 14 hs;52.36760000;4.91840000;275000;36;135;1;1906;1;appartement;17;2
1097 BR Amsterdam;Middenweg 50 I;52.34650000;4.93010000;400000;83;317;1;1925;0;appartement;21;3
1106 HJ Amsterdam;Mijehof 347;52.29910000;4.97540000;212500;108;310;3;1983;1;woonhuis;15;5
1102 XM Amsterdam;Dostojevskisingel 301;52.31660000;4.95170000;99500;35;91;1;1983;0;appartement;1;1
1078 LJ Amsterdam;Roerstraat 47 III;52.34640000;4.89770000;419000;69;234;1;1906;0;appartement;21;3
1087 GD Amsterdam;Zwanebloemlaan 93;52.35390000;5.00050000;825000;189;733;3;2008;1;woonhuis;45;7
1071 PM Amsterdam;Nicolaas Maesstraat 5 - 4 hg;52.35520000;4.87890000;799000;100;330;1;1906;0;appartement;27;3
1097 ES Amsterdam;Pasteurstraat 37 huis;52.34650000;4.93010000;775000;133;484;2;1902;1;appartement;24;6
1051 NV Amsterdam;Haarlemmerweg 235;52.38180000;4.87170000;375000;79;229;1;1996;0;appartement;17;3
1012 EZ Amsterdam;Oudezijds Voorburgwal 235 bel;52.37350000;4.89510000;665000;102;338;2;1906;0;appartement;25;4
1062 EG Amsterdam;Loosduinenstraat 16;52.35480000;4.83810000;375000;94;254;1;2010;0;appartement;14;3
1058 BZ Amsterdam;Curaçaostraat 64 -3;52.35790000;4.85100000;515000;109;370;2;1930;0;appartement;27;5
1051 AV Amsterdam;Van der Duijnstraat 4 B;52.38180000;4.87170000;299500;69;222;1;1983;0;appartement;18;3
1052 DD Amsterdam;De Wittenkade;52.37700000;4.87400000;49500;0;0;1;0;0;parkeergelegenheid;7;1
1054 WG Amsterdam;Wilhelminastraat 205 -II;52.36170000;4.86690000;300000;55;148;1;1906;0;appartement;32;4
1091 VM Amsterdam;Tugelaweg 74 -hs;52.35560000;4.91350000;205000;40;108;1;1929;0;appartement;11;2
1018 GG Amsterdam;Sarphatistraat 181 HS;52.36760000;4.91840000;985000;170;581;6;1910;1;appartement;52;6
1068 ZJ Amsterdam;Boutenburg 349;52.35920000;4.80520000;175000;67;220;9;1961;0;appartement;31;3
1011 PG Amsterdam;Waterlooplein 177 A;52.37100000;4.90410000;550000;89;266;1;2005;0;appartement;25;3
1019 HD Amsterdam;Veembroederhof 121 *;52.37330000;4.93910000;659000;146;400;1;2005;0;appartement;25;4
1012 BS Amsterdam;Bloedstraat 13;52.37350000;4.89510000;270000;0;0;1;0;0;onbekend;1;1
1082 KT Amsterdam;Willem van Weldammelaan 79;52.33110000;4.87420000;895000;153;530;1;2008;0;appartement;49;3
1082 TK Amsterdam;Frieslandstraat 21;52.33110000;4.87420000;275000;75;250;1;1963;0;appartement;23;4
1055 BB Amsterdam;Lanseloetstraat 29 I;52.38020000;4.85240000;230000;47;139;1;1931;0;appartement;28;3
1062 JT Amsterdam;Postjesweg 423;52.35480000;4.83810000;189000;81;247;7;1961;0;appartement;18;4
1013 NN Amsterdam;Barentszstraat 335;52.38770000;4.88390000;380000;63;188;1;1906;1;appartement;14;2
1016 AT Amsterdam;Dubbeleworststeeg 2 -boven;52.37090000;4.88160000;1325000;241;680;3;1906;0;woonhuis;61;5
1078 ET Amsterdam;Churchill-laan 188 HS;52.34640000;4.89770000;799000;108;416;1;1928;1;appartement;35;3
1066 HH Amsterdam;Borgloonstraat 6 L;52.34600000;4.81630000;445000;142;419;4;2002;1;woonhuis;30;6
1011 CP Amsterdam;Nieuwe Ridderstraat 6 *;52.37100000;4.90410000;650000;105;284;3;1906;0;appartement;9;3
1024 JX Amsterdam;Hilversumstraat 157;52.39390000;4.95470000;175000;79;250;1;1960;0;appartement;21;4
1065 EG Amsterdam;Jacques Veltmanstraat 93;52.35730000;4.82780000;315000;92;280;12;2003;0;appartement;22;3
1058 NG Amsterdam;Legmeerstraat 60 -II;52.35790000;4.85100000;719000;135;504;3;1931;0;appartement;30;4
1107 WN Amsterdam;Spakenburgstraat 33;52.29320000;4.98030000;199500;86;255;2;1985;1;woonhuis;17;4
1035 KA Amsterdam;Noorder Valdeur 3;52.41960000;4.89440000;215000;74;232;2;1993;0;appartement;22;3
1078 LK Amsterdam;Roerstraat 77 I;52.34640000;4.89770000;449000;90;296;2;1906;1;appartement;38;4
1012 SW Amsterdam;Stromarkt 49 I/II;52.37350000;4.89510000;495000;62;150;3;1906;0;appartement;26;4
1068 GL Amsterdam;Martini van Geffenstraat 158;52.35920000;4.80520000;249000;85;216;7;2002;0;appartement;5;3
1077 KH Amsterdam;Cliostraat 28 II;52.34600000;4.87380000;899500;197;532;2;1906;0;appartement;27;6
1091 KW Amsterdam;Maritzstraat 28 III;52.35560000;4.91350000;350000;69;232;2;1914;0;appartement;28;4
1079 VX Amsterdam;Hunzestraat 113 hs;52.34230000;4.90360000;460000;75;237;1;1936;1;appartement;23;2
1033 SX Amsterdam;Frambozenstraat 23;52.40920000;4.89020000;375000;125;438;3;2007;0;woonhuis;31;4
1072 CT Amsterdam;Albert Cuypstraat 10 -D;52.35350000;4.89020000;197500;36;90;1;1991;0;appartement;32;2
1087 DR Amsterdam;Jean Desmetstraat 24;52.35390000;5.00050000;329000;106;391;2;2007;0;appartement;29;3
1017 AD Amsterdam;Amstel 136;52.36300000;4.89240000;779000;103;217;2;1906;0;appartement;37;3
1017 RE Amsterdam;Leidsekruisstraat 15 2;52.36300000;4.89240000;319000;0;0;1;0;0;onbekend;1;1
1058 JP Amsterdam;Haarlemmermeerstraat 41 -III;52.35790000;4.85100000;650000;129;326;6;1932;0;appartement;28;5
1077 SV Amsterdam;Stadionweg 114 III;52.34600000;4.87380000;600000;110;361;1;1939;0;appartement;22;3
1097 CE Amsterdam;Wakkerstraat 18 1;52.34650000;4.93010000;300000;64;170;1;1898;0;appartement;15;2
1074 VH Amsterdam;Tolstraat 109 2;52.35390000;4.90420000;349000;60;155;1;1906;0;appartement;48;3
1091 GR Amsterdam;Wibautstraat 180 E;52.35560000;4.91350000;425000;86;254;1;1991;0;appartement;29;3
1069 EH Amsterdam;Langswater 847;52.35560000;4.79070000;165000;61;220;1;1960;0;appartement;23;3
1108 HH Amsterdam;Liendenhof 135;52.30820000;4.98070000;185000;86;277;1;1976;0;appartement;21;3
1074 BN Amsterdam;Hemonystraat 41 B;52.35390000;4.90420000;199000;29;90;1;1987;0;appartement;14;1
1072 HE Amsterdam;Rustenburgerstraat 364 III;52.35350000;4.89020000;585000;114;368;2;1904;0;appartement;41;4
1058 EC Amsterdam;Nachtwachtlaan 108;52.35790000;4.85100000;350000;100;250;1;1968;0;appartement;21;3
