postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1011 RN Amsterdam;Nieuwe Herengracht 37;52.37100000;4.90410000;3500000;467;1723;6;1906;1;woonhuis;89;13
1078 KR Amsterdam;Grevelingenstraat 28 HS;52.34640000;4.89770000;499000;88;324;1;1906;1;appartement;49;3
1069 MH Amsterdam;Zuiderakerweg 22;52.35560000;4.79070000;1495000;337;1200;4;2008;1;woonhuis;24;11
1078 WB Amsterdam;Borssenburgplein 151;52.34640000;4.89770000;525000;0;0;1;0;0;onbekend;1;1
1031 KB Amsterdam;Spadinalaan 64 *;52.38880000;4.90620000;459027;87;295;1;2010;0;appartement;14;2
1096 AK Amsterdam;State Amsterdam;52.33870000;4.91970000;1567049;249;647;1;2019;0;appartement;7;5
1068 PM Amsterdam;Oeverpad 557;52.35920000;4.80520000;295000;105;342;1;2005;0;appartement;21;3
1054 WD Amsterdam;Wilhelminastraat 159 -II;52.36170000;4.86690000;339000;43;120;1;1906;0;appartement;5;3
1071 CH Amsterdam;Pieter Cornelisz. Hooftstraat 174;52.35520000;4.87890000;2500000;152;510;1;2016;1;appartement;30;1
1067 AC Amsterdam;Frederik van Dorpstraat 23;52.37860000;4.79870000;255000;67;215;2;1957;1;woonhuis;20;4
1087 MC Amsterdam;Jan Vrijmanstraat 60;52.35390000;5.00050000;499000;124;423;3;2008;1;woonhuis;37;6
1102 JE Amsterdam;Chico Mendesstraat 16;52.31660000;4.95170000;395000;145;525;3;2002;0;woonhuis;21;5
1056 KZ Amsterdam;Korte Geuzenstraat 700 nr. 8;52.37320000;4.85600000;68000;0;27;1;1942;0;appartement;16;1
1033 JG Amsterdam;Plejadenweg 27;52.40920000;4.89020000;225000;80;285;2;1936;1;woonhuis;29;4
1069 EG Amsterdam;Langswater 727;52.35560000;4.79070000;162500;61;202;1;1969;0;appartement;17;3
1056 TA Amsterdam;John Franklinstraat 69 -3;52.37320000;4.85600000;210000;52;143;1;1932;0;appartement;13;4
1017 WT Amsterdam;Oosteinde 5 -B;52.36300000;4.89240000;1295000;203;658;2;1875;0;appartement;13;6
1094 SL Amsterdam;Sibogastraat 63;52.36260000;4.93600000;175000;38;95;1;1980;0;appartement;31;2
1087 MN Amsterdam;Jan Vrijmanstraat 317;52.35390000;5.00050000;675000;150;595;3;2010;1;woonhuis;55;6
1081 BD Amsterdam;Wallestein 4;52.32780000;4.86200000;40000;0;0;1;0;0;parkeergelegenheid;4;1
1017 GA Amsterdam;Kerkstraat 3;52.36300000;4.89240000;480000;67;156;4;1700;0;woonhuis;21;4
1055 AA Amsterdam;Bos en Lommerplantsoen 39 A;52.38020000;4.85240000;145000;29;98;1;2011;0;appartement;19;1
1017 TC Amsterdam;Derde Weteringdwarsstraat 44;52.36300000;4.89240000;320000;110;297;3;1670;0;appartement;23;3
1015 KB Amsterdam;Lindengracht 13;52.37840000;4.88360000;825000;116;300;2;1906;1;appartement;26;5
1033 PB Amsterdam;Nageljongenstraat 69;52.40920000;4.89020000;169000;58;187;3;1983;0;appartement;26;3
1098 BH Amsterdam;Linnaeuskade 35 3;52.35290000;4.94220000;600000;119;321;2;1935;0;appartement;15;4
1087 NC Amsterdam;Nico Jessekade 207;52.35390000;5.00050000;350000;107;322;1;2011;0;appartement;24;4
1077 NS Amsterdam;Minervalaan 71 III;52.34600000;4.87380000;850000;132;438;4;1931;0;appartement;34;5
1082 GP Amsterdam;Hellenburg 27;52.33110000;4.87420000;249000;67;210;2;1967;0;appartement;15;2
1013 LA Amsterdam;Vierwindenstraat 137;52.38770000;4.88390000;400000;66;310;1;2010;1;appartement;21;2
1017 PM Amsterdam;Leidsekade 78;52.36300000;4.89240000;749000;138;502;3;1906;0;appartement;23;5
1019 NC Amsterdam;Venetiëhof 137;52.37330000;4.93910000;425000;89;270;1;1994;0;appartement;21;3
1054 JC Amsterdam;Overtoom 296;52.36170000;4.86690000;1375000;225;804;4;1906;1;woonhuis;47;11
1013 Amsterdam;Westerdok;52.38770000;4.88390000;50000;0;0;1;0;0;parkeergelegenheid;3;1
1055 AB Amsterdam;Hoofdweg 462;52.38020000;4.85240000;325000;80;208;1;2008;0;appartement;29;4
1054 WN Amsterdam;Wilhelminastraat 110 F;52.36170000;4.86690000;375000;68;165;1;1989;0;appartement;1;3
1021 TR Amsterdam;Albatrospad 131;52.38460000;4.91720000;300000;84;275;1;2006;0;appartement;29;2
1060 ST Amsterdam;Escudolaan 1;52.34910000;4.78350000;325000;131;375;3;1998;1;woonhuis;41;4
1066 PW Amsterdam;Kempenlaan 18;52.34600000;4.81630000;585000;220;668;7;1993;0;appartement;31;6
1102 EA Amsterdam;Hofgeest 2 B;52.31660000;4.95170000;165000;73;200;1;2000;1;appartement;14;4
1056 SW Amsterdam;John Franklinstraat 19 hs;52.37320000;4.85600000;325000;52;170;1;1925;1;appartement;25;2
1076 BC Amsterdam;Johannes Worpstraat 5 -II;52.34550000;4.86070000;425000;95;247;1;1957;0;appartement;17;3
1069 GA Amsterdam;Osdorper Ban 1071;52.35560000;4.79070000;260000;82;272;12;2007;0;appartement;19;3
1081 EB Amsterdam;Bolestein 254;52.32780000;4.86200000;350000;93;280;1;1960;0;appartement;19;4
1034 ZE Amsterdam;Buiksloterdijk 312;52.40750000;4.91700000;675000;127;460;2;1906;1;woonhuis;39;5
1046 Amsterdam;Limmerick Garagebox/Opslag;52.39150000;4.78470000;19500;0;0;1;0;0;parkeergelegenheid;7;1
1064 CX Amsterdam;Burgemeester Hogguerstraat 627;52.37420000;4.82180000;169000;45;117;1;1965;0;appartement;17;2
1098 WN Amsterdam;Esplanade de Meer 130;52.35290000;4.94220000;475000;124;355;4;2002;0;appartement;23;3
1058 GA Amsterdam;Saskia van Uijlenburgkade;52.35790000;4.85100000;45000;0;0;1;0;0;parkeergelegenheid;2;1
1079 BL Amsterdam;Maasstraat 192 I;52.34230000;4.90360000;375000;75;195;1;1938;0;appartement;21;4
1012 SN Amsterdam;Hekelveld 7 C;52.37350000;4.89510000;750000;106;275;2;1850;0;appartement;20;3
1064 ND Amsterdam;Bierens de Haanstraat 24;52.37420000;4.82180000;315000;122;471;2;2008;0;woonhuis;22;5
1082 RA Amsterdam;De Boelelaan 213;52.33110000;4.87420000;295000;102;326;7;1960;0;appartement;23;4
1068 CM Amsterdam;Ruimzicht 27;52.35920000;4.80520000;195000;89;223;12;1967;0;appartement;22;2
1024 LW Amsterdam;Waterlandplein 18 B;52.39390000;4.95470000;289000;110;370;2;2011;1;appartement;37;3
1064 CK Amsterdam;Burgemeester Hogguerstraat 47;52.37420000;4.82180000;45500;0;0;1;0;0;parkeergelegenheid;8;1
1060 LP Amsterdam;Parosstraat 20;52.34910000;4.78350000;600000;194;650;3;2003;1;woonhuis;19;7
1012 JD Amsterdam;Warmoesstraat 18 -D;52.37350000;4.89510000;625000;130;426;1;2006;0;appartement;23;3
1054 WL Amsterdam;Wilhelminastraat 74 D;52.36170000;4.86690000;220000;36;100;1;1900;0;appartement;14;1
1062 GA Amsterdam;Maassluisstraat 65 d;52.35480000;4.83810000;389000;102;260;1;2010;0;appartement;29;4
1064 EG Amsterdam;Burgemeester Hogguerstraat 1035;52.37420000;4.82180000;215000;81;277;1;1965;0;appartement;21;3
1059 WE Amsterdam;De Lierhof 60;52.34880000;4.84680000;595000;114;342;1;2000;0;appartement;20;3
1106 DM Amsterdam;Wamelstraat 61;52.29910000;4.97540000;135000;61;190;1;1983;0;appartement;1;2
1108 HB Amsterdam;Liendenhof 64;52.30820000;4.98070000;265000;136;408;2;1977;0;appartement;30;6
1095 MS Amsterdam;Zeeburger Zilt 2 (Bouwnr. 129);52.36660000;4.95200000;248773;67;168;1;2011;0;appartement;5;2
1074 VN Amsterdam;Tolstraat 194 I;52.35390000;4.90420000;295000;56;146;3;1929;0;appartement;20;2
1052 HP Amsterdam;Frederik Hendrikstraat 125 II;52.37700000;4.87400000;249000;46;148;4;1906;0;appartement;24;2
1028 BK Amsterdam;Dorpsweg Ransdorp 27;52.40140000;5.00730000;420000;94;365;2;1969;1;woonhuis;34;5
1016 AA Amsterdam;Singel 194 -E;52.37090000;4.88160000;1065000;160;460;2;1879;1;appartement;29;4
1086 ZJ Amsterdam;IJburglaan 177;52.36280000;4.98190000;399000;107;278;2;2011;1;woonhuis;34;4
1091 NA Amsterdam;Hofmeyrstraat 38 III+IV;52.35560000;4.91350000;375000;77;243;2;1927;1;appartement;49;4
1058 HH Amsterdam;Sloterkade 77 III;52.35790000;4.85100000;425000;85;300;2;1930;0;appartement;35;4
1015 AM Amsterdam;Langestraat 68 A;52.37840000;4.88360000;350000;53;168;1;1906;0;appartement;17;2
1052 NA Amsterdam;Bilderdijkstraat 31 III;52.37700000;4.87400000;200000;39;149;1;1910;0;appartement;26;2
1015 DR Amsterdam;Prinsengracht 145 C;52.37840000;4.88360000;900000;143;328;3;1785;0;appartement;24;6
1069 ND Amsterdam;M. Gandhilaan 76;52.35560000;4.79070000;225000;82;278;2;1989;1;appartement;14;3
1025 LK Amsterdam;Nieuwendammerdijk 231;52.39900000;4.93610000;799000;131;391;3;1880;1;woonhuis;41;5
1068 PM Amsterdam;Oeverpad 492;52.35920000;4.80520000;299000;121;411;1;2004;0;appartement;23;3
1069 RS Amsterdam;Jan van Zutphenstraat 667;52.35560000;4.79070000;398000;112;340;1;2007;0;appartement;28;4
1079 RK Amsterdam;Zuidelijke Wandelweg 33;52.34230000;4.90360000;4375000;529;1888;3;1970;1;woonhuis;38;14
1055 KS Amsterdam;Hertspieghelweg 72 HS;52.38020000;4.85240000;275000;64;190;1;1950;1;appartement;31;3
1055 ES Amsterdam;Baetostraat 21 II;52.38020000;4.85240000;239000;55;149;1;1940;0;appartement;21;3
1025 RV Amsterdam;Texelweg 60;52.39900000;4.93610000;275000;78;278;3;1931;1;woonhuis;42;5
1071 HB Amsterdam;Willemsparkweg 201 bv;52.35520000;4.87890000;1250000;177;652;2;1906;0;appartement;51;6
1015 CE Amsterdam;Keizersgracht 77 D;52.37840000;4.88360000;1700000;208;605;2;1754;1;appartement;34;6
1031 KC Amsterdam;Overhoeksparklaan 68;52.38880000;4.90620000;1000000;161;519;1;2012;1;appartement;39;4
1059 VP Amsterdam;Woubruggestraat 41 hs;52.34880000;4.84680000;335000;60;177;1;1930;1;appartement;25;2
1087 NE Amsterdam;Emmy Andriessestraat 429;52.35390000;5.00050000;599000;131;371;2;2012;1;woonhuis;30;5
1073 SG Amsterdam;Korte Tolstraat 5 H;52.35320000;4.89820000;579000;79;275;5;1912;1;appartement;30;3
1087 EC Amsterdam;Bert Haanstrakade 274;52.35390000;5.00050000;625000;162;410;4;2017;1;woonhuis;15;5
1065 EH Amsterdam;Jacques Veltmanstraat 12 -III;52.35730000;4.82780000;225000;74;193;1;1955;0;appartement;17;4
1057 PW Amsterdam;Van Spilbergenstraat 31 -I;52.36770000;4.85510000;245000;49;133;1;1931;0;appartement;18;3
1011 LZ Amsterdam;Valkenburgerstraat;52.37100000;4.90410000;67000;0;0;1;0;0;parkeergelegenheid;4;1
1104 EA Amsterdam;Kleiburg 920;52.31640000;4.97760000;179000;69;200;1;2014;0;appartement;30;3
1012 XK Amsterdam;Voetboogstraat 29 b;52.37350000;4.89510000;319000;50;161;1;1906;0;appartement;18;2
1060 TW Amsterdam;Pieter Calandlaan 662;52.34910000;4.78350000;250000;96;300;1;1991;0;appartement;29;3
1019 TN Amsterdam;Rangeerderstraat 34;52.37330000;4.93910000;450000;103;329;2;1999;0;appartement;40;4
1017 GA Amsterdam;Kerkstraat 11 -B;52.36300000;4.89240000;799000;140;420;2;1906;0;appartement;34;5
1066 DG Amsterdam;Henegouwenstraat 60;52.34600000;4.81630000;235000;92;279;3;1993;0;appartement;26;3
1035 PM Amsterdam;Zuideinde 244;52.41960000;4.89440000;375000;115;380;3;2008;1;woonhuis;36;5
1072 Amsterdam;Daniel Stalpertstraat;52.35350000;4.89020000;65000;0;0;1;0;0;parkeergelegenheid;2;1
1072 CE Amsterdam;Saenredamstraat 4 A3;52.35350000;4.89020000;450000;71;167;2;1899;0;appartement;40;3
1075 EG Amsterdam;Koninginneweg 164 -Hs;52.35180000;4.85860000;1900000;277;1060;3;1913;1;appartement;53;8
1097 GB Amsterdam;Jennerstraat 35;52.34650000;4.93010000;480000;108;395;1;1970;1;appartement;30;5
1106 JR Amsterdam;Montfoorthof 99;52.29910000;4.97540000;199000;114;320;1;1976;0;appartement;21;5
1057 WJ Amsterdam;Marco Polostraat 181 -II;52.36770000;4.85510000;450000;111;375;2;1930;0;appartement;34;5
1013 BD Amsterdam;Haparandaweg 916 D;52.38770000;4.88390000;320000;50;145;6;2016;0;appartement;15;2
1078 LN Amsterdam;Roerstraat 16 huis;52.34640000;4.89770000;599000;90;345;1;1931;1;appartement;32;4
1071 RA Amsterdam;Nicolaas Maesstraat 36 huis;52.35520000;4.87890000;2500000;352;1112;3;1906;1;appartement;42;8
1087 GT Amsterdam;Erich Salomonstraat 591;52.35390000;5.00050000;315000;80;240;5;2008;0;appartement;29;3
1068 ZT Amsterdam;Kweekhoven 31;52.35920000;4.80520000;440000;0;0;1;0;0;onbekend;1;1
1057 ZJ Amsterdam;Witte de Withstraat 142 hs;52.36770000;4.85510000;699000;127;445;2;1925;1;appartement;29;5
1087 GC Amsterdam;Mattenbiesstraat 133;52.35390000;5.00050000;419500;149;357;3;2002;1;appartement;14;6
1069 RS Amsterdam;Jan van Zutphenstraat 571;52.35560000;4.79070000;339000;112;300;1;2006;0;appartement;20;5
1017 KH Amsterdam;Prinsengracht 512 -III;52.36300000;4.89240000;650000;74;257;1;1906;0;appartement;17;3
1071 NZ Amsterdam;De Lairessestraat 8 hs;52.35520000;4.87890000;2300000;257;750;1;1906;1;appartement;15;5
1054 JA Amsterdam;Overtoom 252 A;52.36170000;4.86690000;490000;94;241;1;1904;0;appartement;28;3
1016 BE Amsterdam;Herengracht 179 A;52.37090000;4.88160000;3980000;447;1498;4;1906;0;appartement;30;9
1087 CN Amsterdam;Maria Austriastraat 88;52.35390000;5.00050000;475000;150;536;4;2006;1;woonhuis;41;6
1102 TC Amsterdam;Boris Pasternakstraat 241;52.31660000;4.95170000;119000;40;125;1;1984;0;appartement;1;2
1065 GS Amsterdam;Esther de Boer-van Rijkstraat 142 1;52.35730000;4.82780000;215000;72;233;1;1945;0;appartement;25;3
1071 EJ Amsterdam;Pieter de Hoochstraat 86 boven;52.35520000;4.87890000;845000;138;482;2;1906;0;appartement;26;6
1069 EK Amsterdam;Dijkgraafplein 7;52.35560000;4.79070000;11995;0;0;1;0;0;parkeergelegenheid;5;1
1108 CN Amsterdam;Leerdamhof 470;52.30820000;4.98070000;169000;75;220;1;1976;0;appartement;1;3
1052 KH Amsterdam;Van Oldenbarneveldtstraat 94 II;52.37700000;4.87400000;240000;48;145;1;1906;0;appartement;17;2
1019 LG Amsterdam;KNSM-laan 339;52.37330000;4.93910000;359000;85;257;1;1996;0;appartement;44;3
1035 BE Amsterdam;Petmolen 21;52.41960000;4.89440000;185000;80;255;1;1968;0;appartement;30;3
1095 LG Amsterdam;Zeeburgerdijk 774;52.36660000;4.95200000;360000;0;0;1;0;0;onbekend;1;1
1071 LE Amsterdam;Palestrinastraat 6 -H*;52.35520000;4.87890000;2250000;265;1001;5;1906;1;appartement;40;7
1017 CW Amsterdam;Bakkersstraat 1;52.36300000;4.89240000;400000;61;207;3;1985;0;woonhuis;31;3
1098 KV Amsterdam;Wethouder Frankeweg 9 -H;52.35290000;4.94220000;425000;83;301;1;1911;1;appartement;22;3
1092 BV Amsterdam;Tweede Oosterparkstraat 310;52.35650000;4.92280000;495000;96;284;2;1999;0;appartement;20;3
1066 EM Amsterdam;Osdorperweg 58;52.34600000;4.81630000;259000;66;160;2;1971;0;woonhuis;25;4
1087 EN Amsterdam;IJburglaan 1081;52.35390000;5.00050000;339000;95;240;1;2009;0;appartement;25;3
1079 ET Amsterdam;Lekstraat 74 I;52.34230000;4.90360000;460000;89;307;1;1932;0;appartement;22;3
1067 WE Amsterdam;J. Calsstraat 7;52.37860000;4.79870000;469000;185;475;3;1990;1;woonhuis;36;6
1102 TD Amsterdam;Boris Pasternakstraat 421;52.31660000;4.95170000;107500;38;114;4;1985;0;appartement;10;2
1058 SL Amsterdam;Leiduinstraat 44 bv;52.35790000;4.85100000;549000;100;359;2;1906;1;appartement;22;4
1055 BH Amsterdam;Lanseloetstraat 44 -1hoog;52.38020000;4.85240000;215000;54;190;1;1931;0;appartement;29;3
1054 WK Amsterdam;Wilhelminastraat 58 HS;52.36170000;4.86690000;400000;63;243;1;1899;1;appartement;15;2
1068 PM Amsterdam;Oeverpad;52.35920000;4.80520000;12450;0;0;1;0;0;parkeergelegenheid;5;1
1019 HX Amsterdam;Borneolaan 101;52.37330000;4.93910000;40000;0;0;1;0;0;onbekend;1;1
1067 WJ Amsterdam;L.J.M. Beelstraat 26;52.37860000;4.79870000;285000;105;225;2;1990;1;woonhuis;23;5
1017 JH Amsterdam;Prinsengracht 1079 G;52.36300000;4.89240000;150000;15;49;1;1740;0;appartement;15;1
1060 SR Amsterdam;Centavoshof 7;52.34910000;4.78350000;375000;131;320;3;1998;1;woonhuis;22;5
1018 CL Amsterdam;Alexanderkade 17;52.36760000;4.91840000;59000;0;0;1;0;0;parkeergelegenheid;5;1
1069 EC Amsterdam;Langswater 332;52.35560000;4.79070000;150000;61;156;14;1963;0;appartement;22;3
1067 MT Amsterdam;Jan van Duivenvoordestraat 59;52.37860000;4.79870000;240000;92;268;1;2002;0;appartement;21;3
1074 CJ Amsterdam;Govert Flinckstraat 406 HS;52.35390000;4.90420000;595000;96;340;2;1905;1;appartement;26;3
1056 EM Amsterdam;Joos Banckersweg 6 HS;52.37320000;4.85600000;375000;75;220;1;1939;1;appartement;30;3
1015 CH Amsterdam;Keizersgracht 107 E;52.37840000;4.88360000;879000;117;325;1;1906;0;appartement;24;2
1067 SH Amsterdam;Willem Mulierhof 29;52.37860000;4.79870000;489500;152;410;3;2006;1;woonhuis;19;4
1064 AC Amsterdam;Burgemeester Cramergracht 6;52.37420000;4.82180000;49000;0;0;1;0;0;parkeergelegenheid;1;1
1054 TB Amsterdam;Vosmaerstraat 6 2;52.36170000;4.86690000;299000;51;176;5;1912;0;appartement;25;2
1107 AZ Amsterdam;Wethouder In 't Veldstraat 119;52.29320000;4.98030000;237000;102;265;2;1986;1;woonhuis;27;5
1069 PG Amsterdam;Irawan Soejonostraat 25;52.35560000;4.79070000;125000;35;110;1;1989;1;appartement;12;1
1074 VP Amsterdam;Pieter Aertszstraat 103 -II;52.35390000;4.90420000;250000;50;134;1;1911;0;appartement;23;3
1106 ZB Amsterdam;Hendrik Veldhuishof 22;52.29910000;4.97540000;0;105;295;1;1986;0;woonhuis;1;5
1091 TT Amsterdam;Jan Bernardusstraat 14 A;52.35560000;4.91350000;325000;49;190;1;2013;1;appartement;26;3
1094 JN Amsterdam;Balistraat 44 B;52.36260000;4.93600000;250000;52;187;1;1904;0;appartement;26;3
1021 NN Amsterdam;Buitendraaierij 40;52.38460000;4.91720000;175000;43;127;3;1984;0;appartement;20;2
1075 ED Amsterdam;Koninginneweg 142 h;52.35180000;4.85860000;2300000;283;820;3;1906;1;appartement;41;7
1060 TH Amsterdam;Tenerifestraat 36;52.34910000;4.78350000;375000;132;476;3;2003;1;woonhuis;32;5
1071 KJ Amsterdam;Jacob Obrechtstraat 67 M;52.35520000;4.87890000;1900000;208;624;1;1927;0;appartement;23;4
1013 AK Amsterdam;Bouwnummer 105 (Bouwnr. 105);52.38770000;4.88390000;964250;196;843;4;2019;1;woonhuis;6;4
1054 BR Amsterdam;Eerste Constantijn Huygensstraat 32 G;52.36170000;4.86690000;690000;116;426;1;2011;0;appartement;32;4
1052 JX Amsterdam;Van Oldenbarneveldtstraat 87 B-1;52.37700000;4.87400000;199000;26;82;1;1893;0;appartement;18;1
1051 TV Amsterdam;Joan Melchior Kemperstraat 90 -III;52.38180000;4.87170000;325000;60;126;2;1902;0;appartement;28;3
1011 TX Amsterdam;Rapenburg 10 III;52.37100000;4.90410000;375000;58;233;2;1906;0;appartement;35;3
1106 ZM Amsterdam;Hendrik Hosstraat 89;52.29910000;4.97540000;249000;0;0;1;0;0;onbekend;1;1
1018 BE Amsterdam;Hoogte Kadijk 33 D;52.36760000;4.91840000;1375000;296;788;1;1906;0;appartement;23;5
1016 CT Amsterdam;Leidsegracht 102;52.37090000;4.88160000;2000000;325;1097;4;1906;1;woonhuis;29;7
1078 LN Amsterdam;Roerstraat 10 II;52.34640000;4.89770000;575000;109;285;2;1930;0;appartement;32;4
1091 WX Amsterdam;President Brandstraat 218;52.35560000;4.91350000;300000;66;178;1;1985;1;appartement;20;2
1076 DP Amsterdam;Afroditekade 28 A;52.34550000;4.86070000;400000;73;238;4;2009;0;appartement;22;2
1107 HR Amsterdam;Scherpenzeelstraat 27;52.29320000;4.98030000;190000;72;180;1;1986;0;appartement;1;3
1087 BV Amsterdam;Oeverzeggestraat 28;52.35390000;5.00050000;569000;131;400;3;2005;1;woonhuis;20;5
1077 ZM Amsterdam;Watteaustraat 24 huis;52.34600000;4.87380000;1050000;131;470;1;1906;1;appartement;28;5
1068 HV Amsterdam;Nieuwe Osdorpergracht 600;52.35920000;4.80520000;162500;51;145;1;2014;0;appartement;18;2
1075 TX Amsterdam;Eerste Schinkelstraat 2 a1.;52.35180000;4.85860000;295000;54;151;1;1886;0;appartement;20;2
1055 RZ Amsterdam;Nieuwpoortstraat 94 A12;52.38020000;4.85240000;260000;49;173;1;2017;0;appartement;20;2
1015 KS Amsterdam;Tichelstraat 55 HS;52.37840000;4.88360000;500000;82;240;1;1935;1;appartement;17;2
1026 CG Amsterdam;Durgerdammerdijk 125;52.37880000;4.99050000;750000;123;390;3;1906;1;woonhuis;28;4
1035 VX Amsterdam;Halteriastraat 3;52.41960000;4.89440000;250000;83;288;2;1956;1;woonhuis;22;3
1072 MN Amsterdam;Marie Heinekenplein 702;52.35350000;4.89020000;500000;102;296;1;1995;0;appartement;20;3
1068 CP Amsterdam;Ruimzicht 99;52.35920000;4.80520000;250000;98;290;1;1963;0;appartement;24;3
1055 AA Amsterdam;Bos en Lommerplantsoen 107 K;52.38020000;4.85240000;151000;28;80;1;2015;0;appartement;1;1
1012 RN Amsterdam;Wijdesteeg 3 E;52.37350000;4.89510000;450840;54;235;3;1906;0;appartement;21;2
1057 AM Amsterdam;Orteliuskade 66 3;52.36770000;4.85510000;295000;61;184;4;1906;0;appartement;30;3
1056 LC Amsterdam;Joos Banckersplantsoen 46;52.37320000;4.85600000;500000;109;341;1;2003;0;appartement;1;4
1054 BT Amsterdam;Eerste Constantijn Huygensstraat 65 I;52.36170000;4.86690000;475000;79;259;1;1904;0;appartement;25;3
1015 BS Amsterdam;Herengracht 102 L;52.37840000;4.88360000;989000;141;446;1;1620;0;appartement;27;4
1053 TN Amsterdam;Tolbrugstraat 9 II;52.36680000;4.86810000;349000;56;146;1;1912;0;appartement;22;3
1055 LX Amsterdam;Admiraal De Ruijterweg 307 II;52.38020000;4.85240000;299000;70;221;1;1922;0;appartement;19;3
1016 JC Amsterdam;Prinsengracht 418 D;52.37090000;4.88160000;880000;104;301;1;2000;0;appartement;33;2
1098 NG Amsterdam;Radioweg 49 I;52.35290000;4.94220000;575000;112;293;3;1930;0;appartement;29;6
1108 CA Amsterdam;Leerdamhof 294;52.30820000;4.98070000;155000;78;206;1;1980;0;appartement;1;2
1094 KS Amsterdam;Eerste Atjehstraat 112 1;52.36260000;4.93600000;230000;61;210;5;1906;0;appartement;26;2
1054 TM Amsterdam;J.J. Cremerplein 52 hs;52.36170000;4.86690000;350000;65;190;1;1914;1;appartement;21;3
1083 HM Amsterdam;Tommaso Albinonistraat 142;52.33020000;4.88440000;500000;123;350;1;2006;0;appartement;23;3
1094 KS Amsterdam;Eerste Atjehstraat 120 B;52.36260000;4.93600000;275000;56;162;1;1905;0;appartement;25;3
1064 Amsterdam;Confuciusplein;52.37420000;4.82180000;21500;0;0;1;0;0;parkeergelegenheid;1;1
1095 MS Amsterdam;Zeeburger Zilt 2 (Bouwnr. 180);52.36660000;4.95200000;745635;164;410;1;2011;0;appartement;4;4
1012 VK Amsterdam;Singel 155 Bel;52.37350000;4.89510000;500000;66;185;2;1634;0;appartement;22;2
1086 ZJ Amsterdam;IJburglaan 225;52.36280000;4.98190000;315000;92;292;1;2007;0;appartement;36;3
1012 JS Amsterdam;Dam 5 /U;52.37350000;4.89510000;4200000;183;595;1;2017;1;appartement;20;4
1016 HC Amsterdam;Prinsengracht 188 1,2&3;52.37090000;4.88160000;850000;136;400;4;1906;0;appartement;33;6
1057 SB Amsterdam;Hudsonstraat 97 I;52.36770000;4.85510000;225000;53;153;1;1906;0;appartement;22;4
