postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1066 WX Amsterdam;Watermaalpad 22;52.34600000;4.81630000;335000;109;268;2;1995;1;woonhuis;22;5
1012 JS Amsterdam;Dam 5 /S;52.37350000;4.89510000;1850000;119;340;1;2017;0;appartement;20;3
1065 SH Amsterdam;Anthony Spatzierhof 8;52.35730000;4.82780000;275000;77;224;2;1959;1;woonhuis;24;3
1077 NL Amsterdam;Minervalaan 35 II;52.34600000;4.87380000;475000;80;282;1;1928;0;appartement;19;3
1019 DS Amsterdam;Rietlandpark 75;52.37330000;4.93910000;395000;110;280;8;2000;0;appartement;23;3
1018 TB Amsterdam;Plantage Kerklaan 14 I;52.36760000;4.91840000;365000;58;171;1;1900;0;appartement;16;1
1034 MZ Amsterdam;Fokkezeil 135;52.40750000;4.91700000;199000;76;213;1;1976;1;appartement;17;3
1106 ZJ Amsterdam;Willem Gerresepad 68;52.29910000;4.97540000;265000;115;387;3;1988;1;woonhuis;35;5
1017 XA Amsterdam;Lijnbaansgracht 343 I;52.36300000;4.89240000;265000;45;124;1;1960;0;appartement;13;2
1102 WX Amsterdam;Dalsteindreef 230;52.31660000;4.95170000;149900;73;187;1;1985;0;appartement;16;4
1031 KC Amsterdam;Overhoeksparklaan 30;52.38880000;4.90620000;1195000;184;487;1;2001;0;appartement;31;4
1056 RZ Amsterdam;James Cookstraat 14 1;52.37320000;4.85600000;250000;50;169;1;1926;0;appartement;23;3
1093 XR Amsterdam;Pieter Nieuwlandstraat 28 A;52.36180000;4.92800000;299000;65;231;1;1985;1;appartement;22;2
1095 TP Amsterdam;Gorontalostraat 8 A;52.36660000;4.95200000;275000;52;175;1;1926;1;appartement;18;3
1055 KE Amsterdam;Wiltzanghlaan 29 3-hg;52.38020000;4.85240000;185000;43;146;4;1942;0;appartement;17;2
1066 CE Amsterdam;Sloterweg 1135;52.34600000;4.81630000;639000;191;705;3;1990;1;woonhuis;33;5
1078 BR Amsterdam;Waalstraat 35 -II;52.34640000;4.89770000;539000;108;363;2;1931;0;appartement;25;4
1081 GC Amsterdam;Assumburg 118;52.32780000;4.86200000;0;85;225;1;1964;0;appartement;1;3
1019 TR Amsterdam;D.L. Hudigstraat 1;52.37330000;4.93910000;495000;104;374;3;1999;0;woonhuis;34;4
1094 XP Amsterdam;Riouwstraat 12;52.36260000;4.93600000;229000;56;175;1;1981;0;appartement;16;2
1017 GV Amsterdam;Kerkstraat 200 202;52.36300000;4.89240000;1740000;243;698;3;1686;1;woonhuis;55;10
1095 EX Amsterdam;Bataviastraat 70;52.36660000;4.95200000;250000;62;200;1;1982;1;appartement;24;3
1087 Amsterdam;Peter Wotkehof;52.35390000;5.00050000;32500;0;0;1;0;0;parkeergelegenheid;1;1
1072 PD Amsterdam;Tweede Van der Helststraat 32 -I;52.35350000;4.89020000;349000;57;148;1;1906;0;appartement;21;4
1013 EC Amsterdam;Herenmarkt 11;52.38770000;4.88390000;1450000;255;805;5;1906;1;woonhuis;41;9
1069 LK Amsterdam;Baden Powellweg 40 A;52.35560000;4.79070000;265000;97;320;1;2010;0;appartement;17;3
1025 SW Amsterdam;Loenermark 220;52.39900000;4.93610000;215000;79;267;1;1975;0;appartement;30;3
1087 AZ Amsterdam;Joris Ivensplein 7;52.35390000;5.00050000;425000;120;348;3;2005;1;woonhuis;32;5
1060 RN Amsterdam;Ecuplein 65;52.34910000;4.78350000;299000;93;282;1;1999;0;appartement;25;3
1012 VR Amsterdam;Spuistraat 253 Hs;52.37350000;4.89510000;435000;75;229;1;1602;0;appartement;17;1
1087 Amsterdam;Bert Haanstrahof;52.35390000;5.00050000;17500;0;0;1;0;0;parkeergelegenheid;1;1
1076 AN Amsterdam;Parnassusweg 14 III;52.34550000;4.86070000;1100000;207;655;3;1931;0;appartement;40;8
1054 VV Amsterdam;Wilhelminastraat 43 III IV;52.36170000;4.86690000;649000;114;349;2;1899;0;appartement;30;4
1035 JP Amsterdam;Bombraak 31;52.41960000;4.89440000;400000;147;475;2;1993;1;woonhuis;31;4
1056 NX Amsterdam;Orteliusstraat 297 II;52.37320000;4.85600000;459500;98;344;2;1931;0;appartement;32;4
1076 DZ Amsterdam;Afroditekade 134;52.34550000;4.86070000;649000;108;340;1;2001;0;appartement;27;4
1066 WK Amsterdam;Knokkestraat 5;52.34600000;4.81630000;325000;87;231;3;1995;1;woonhuis;37;4
1072 BN Amsterdam;Frans Halsstraat 77 A4;52.35350000;4.89020000;290000;45;120;1;1878;0;appartement;24;2
1102 ST Amsterdam;Anna Blamansingel 71;52.31660000;4.95170000;239500;99;289;8;2006;0;appartement;13;3
1102 AC Amsterdam;Bijlmerdreef 502;52.31660000;4.95170000;239000;97;270;7;2008;0;appartement;14;3
1058 HM Amsterdam;Sloterkade 128 -IV;52.35790000;4.85100000;215000;36;105;1;1900;0;appartement;14;2
1067 RK Amsterdam;Van Karnebeekstraat 14 .;52.37860000;4.79870000;530000;0;0;1;0;0;onbekend;1;1
1060 RZ Amsterdam;Eurokade 25;52.34910000;4.78350000;375000;141;450;4;1999;1;woonhuis;27;6
1068 DA Amsterdam;Ruimzicht 318;52.35920000;4.80520000;197500;0;0;1;0;0;onbekend;1;1
1018 AK Amsterdam;Funenpark 195;52.36760000;4.91840000;450000;82;277;1;2003;0;appartement;31;2
1067 JG Amsterdam;Sam van Houtenstraat 199 B;52.37860000;4.79870000;275000;105;285;7;2005;0;appartement;25;5
1077 VK Amsterdam;Stadionkade 19 bv;52.34600000;4.87380000;1475000;237;628;3;1931;0;appartement;30;8
1055 TM Amsterdam;Bestevâerstraat 219 III;52.38020000;4.85240000;190000;34;106;1;1933;0;appartement;19;2
1034 MX Amsterdam;Fokkezeil 107;52.40750000;4.91700000;200000;92;240;1;1976;0;appartement;19;4
1073 CH Amsterdam;Govert Flinckstraat 296 II;52.35320000;4.89820000;425000;76;198;1;1898;0;appartement;13;3
1103 MN Amsterdam;Emmeline Pankhurststraat 21;52.32310000;4.97220000;189500;85;220;1;1999;0;appartement;10;3
1013 AK Amsterdam;Bouwnummer 95 (Bouwnr. 095);52.38770000;4.88390000;570250;140;575;5;2019;1;woonhuis;1;5
1034 MT Amsterdam;Fokkezeil 9;52.40750000;4.91700000;185000;75;195;1;1976;0;appartement;15;3
1013 GK Amsterdam;Buiten Brouwersstraat 6 II;52.38770000;4.88390000;285000;37;105;1;1700;0;appartement;20;2
1055 MX Amsterdam;Admiraal De Ruijterweg 318 HS;52.38020000;4.85240000;449000;115;260;2;1926;1;appartement;18;3
1015 KD Amsterdam;Lindengracht 85 B;52.37840000;4.88360000;1950000;209;570;2;2017;0;appartement;8;4
1055 RZ Amsterdam;Nieuwpoortstraat 86 A16;52.38020000;4.85240000;260000;49;173;1;2017;1;appartement;20;2
1016 NT Amsterdam;Rozenstraat 213 H-RA;52.37090000;4.88160000;269000;43;164;1;1906;1;appartement;16;2
1012 VG Amsterdam;Singel 95 A;52.37350000;4.89510000;750000;117;350;3;1906;1;appartement;40;4
1035 NE Amsterdam;Kadoelenweg 187;52.41960000;4.89440000;850000;193;675;3;1981;1;woonhuis;43;6
1094 AT Amsterdam;Lampongstraat 2 huis;52.36260000;4.93600000;200000;40;104;1;1914;1;appartement;15;2
1069 AL Amsterdam;Reimerswaalstraat 46;52.35560000;4.79070000;360000;131;445;3;2014;1;woonhuis;20;5
1108 ER Amsterdam;Leksmondhof 87;52.30820000;4.98070000;199000;80;220;9;1978;0;appartement;19;4
1052 EZ Amsterdam;Fagelstraat 67 -3;52.37700000;4.87400000;500000;88;254;2;1898;0;appartement;28;3
1055 AA Amsterdam;Bos en Lommerplantsoen 89 N;52.38020000;4.85240000;150000;29;83;11;2015;0;appartement;21;1
1053 BX Amsterdam;Ten Katestraat 39 -2;52.36680000;4.86810000;235000;43;150;1;1895;0;appartement;21;2
1075 EZ Amsterdam;Valeriusstraat 219 bv;52.35180000;4.85860000;985000;193;720;3;1906;0;appartement;40;7
1096 GJ Amsterdam;Welnastraat 141;52.33870000;4.91970000;159000;28;95;1;2014;0;appartement;30;1
1012 VG Amsterdam;Singel 89;52.37350000;4.89510000;750000;91;290;5;1906;0;woonhuis;12;6
1022 KD Amsterdam;Noorderkwartier (Bouwnr. 33);52.39870000;4.92990000;472396;161;402;2;2016;1;woonhuis;3;6
1055 EP Amsterdam;Baetostraat 2 1;52.38020000;4.85240000;289000;55;165;1;1940;0;appartement;29;4
1034 VW Amsterdam;Frans de Vrengpad 4;52.40750000;4.91700000;249000;90;300;2;1995;1;woonhuis;19;3
1025 BK Amsterdam;Spelderholt 99;52.39900000;4.93610000;219000;74;200;1;1967;0;appartement;28;4
1083 XT Amsterdam;Drakenstein 89;52.33020000;4.88440000;45000;0;0;1;0;0;parkeergelegenheid;3;1
1011 ET Amsterdam;Koningsstraat 23 B;52.37100000;4.90410000;369000;78;246;5;1985;0;appartement;17;3
1082 JK Amsterdam;Van Nijenrodeweg 806;52.33110000;4.87420000;299000;86;275;1;1966;0;appartement;28;3
1015 DV Amsterdam;Prinsengracht 16;52.37840000;4.88360000;800000;76;253;4;1906;0;woonhuis;16;5
1024 BJ Amsterdam;Beemsterstraat 210;52.39390000;4.95470000;195000;63;273;1;1960;1;appartement;37;3
1017 CG Amsterdam;Herengracht 534;52.36300000;4.89240000;1425000;193;580;5;1906;0;woonhuis;59;8
1078 KR Amsterdam;Grevelingenstraat 28 HS;52.34640000;4.89770000;499000;88;324;1;1906;1;appartement;49;3
1053 ZS Amsterdam;Da Costastraat 96 HV;52.36680000;4.86810000;245000;42;150;1;1882;1;appartement;23;2
1017 BR Amsterdam;Herengracht 449;52.36300000;4.89240000;1995000;198;512;4;1775;0;appartement;23;8
1013 LM Amsterdam;Prinseneiland 57 PP;52.38770000;4.88390000;65000;0;0;1;0;0;parkeergelegenheid;2;1
1055 EL Amsterdam;Gulden Winckelplantsoen 6 III;52.38020000;4.85240000;235000;59;150;1;1940;0;appartement;21;3
1059 XB Amsterdam;Rietwijkerstraat 46 hs;52.34880000;4.84680000;325000;55;160;1;1934;1;appartement;20;2
1018 WA Amsterdam;Jacob Burggraafstraat 142;52.36760000;4.91840000;400000;100;351;1;2004;0;appartement;37;2
1107 PX Amsterdam;Toutenburgstraat 98;52.29320000;4.98030000;130000;72;200;1;1983;0;appartement;17;3
1072 SG Amsterdam;Karel du Jardinstraat 33 IV;52.35350000;4.89020000;1295000;193;1000;4;1906;0;appartement;12;4
1016 AA Amsterdam;Singel 200 E;52.37090000;4.88160000;630000;86;273;1;1930;1;appartement;58;3
1073 CZ Amsterdam;Sarphatipark 46 1;52.35320000;4.89820000;699000;107;370;2;1889;0;appartement;39;4
1065 AA Amsterdam;Cornelis van Alkemadestraat 25;52.35730000;4.82780000;395000;153;520;3;1956;1;woonhuis;37;5
1018 XD Amsterdam;Valckenierstraat 35 huis;52.36760000;4.91840000;899000;155;450;1;1906;0;appartement;28;5
1017 RM Amsterdam;Lijnbaansgracht 289 H;52.36300000;4.89240000;525000;74;235;1;1906;0;appartement;12;3
1061 BV Amsterdam;Blauwvoetstraat 10 II;52.37360000;4.83950000;195000;51;140;1;1952;0;appartement;17;3
1098 XB Amsterdam;Carolina MacGillavrylaan 628 *;52.35290000;4.94220000;580000;131;347;2;2009;0;appartement;38;4
1071 CN Amsterdam;Jan Luijkenstraat 22 hs;52.35520000;4.87890000;1350000;277;920;3;1896;1;appartement;40;8
1082 KA Amsterdam;Kiefskamp 46;52.33110000;4.87420000;410000;78;230;3;1968;0;appartement;17;3
1072 CS Amsterdam;Albert Cuypstraat 139 I;52.35350000;4.89020000;289000;48;154;1;1890;0;appartement;14;3
1053 VN Amsterdam;Bilderdijkkade 70 -III-A;52.36680000;4.86810000;189000;32;80;1;1895;0;appartement;21;2
1077 KZ Amsterdam;Prinses Margrietstraat 21;52.34600000;4.87380000;1495000;164;652;3;1954;1;woonhuis;26;7
1087 EM Amsterdam;IJburglaan 742;52.35390000;5.00050000;749000;225;787;4;2003;0;woonhuis;38;7
1017 NE Amsterdam;Lange Leidsedwarsstraat 25 III;52.36300000;4.89240000;215000;42;140;1;1934;0;appartement;21;2
1033 HH Amsterdam;Meteorenweg 158;52.40920000;4.89020000;625000;224;826;3;1926;1;woonhuis;31;5
1063 ZK Amsterdam;Lex Althoffstraat 1 II;52.38140000;4.82590000;170000;43;138;4;1953;0;appartement;14;2
1067 EM Amsterdam;Pieter van der Werfstraat 117;52.37860000;4.79870000;195000;86;270;7;2007;0;appartement;18;3
1015 KJ Amsterdam;Lindengracht 76;52.37840000;4.88360000;2300000;261;955;5;1900;0;woonhuis;49;6
1019 HG Amsterdam;Zeeburgerkade 72;52.37330000;4.93910000;415000;87;240;1;1900;0;appartement;24;3
1082 GM Amsterdam;Van Leijenberghlaan;52.33110000;4.87420000;28500;0;0;1;0;0;parkeergelegenheid;1;1
1016 HX Amsterdam;Prinsengracht 320 I;52.37090000;4.88160000;700000;94;267;2;1906;1;appartement;30;3
1094 HN Amsterdam;Javastraat 106 l;52.36260000;4.93600000;216000;0;0;1;0;0;onbekend;1;1
1051 KB Amsterdam;Van Bossestraat 78 IV;52.38180000;4.87170000;189000;38;113;1;1924;0;appartement;19;2
1018 AV Amsterdam;Sarphatistraat 514 -II&III;52.36760000;4.91840000;900000;150;472;2;1906;0;appartement;37;4
1034 ZA Amsterdam;Buiksloterdijk 411;52.40750000;4.91700000;378000;0;0;1;0;0;onbekend;1;1
1075 GC Amsterdam;Valeriusstraat 92 III;52.35180000;4.85860000;500000;73;271;2;1909;1;appartement;21;4
1095 MS Amsterdam;Zeeburger Zilt 2 (Bouwnr. 128);52.36660000;4.95200000;278718;81;202;1;2011;0;appartement;8;3
1091 BX Amsterdam;Ruyschstraat 77 II;52.35560000;4.91350000;280000;53;196;1;1904;0;appartement;1;3
1019 HE Amsterdam;Veemkade 404;52.37330000;4.93910000;70000;0;0;1;0;0;parkeergelegenheid;7;1
1081 AZ Amsterdam;Goudestein 89;52.32780000;4.86200000;580000;128;430;2;1960;1;woonhuis;26;6
1072 HT Amsterdam;Dusartstraat 36 HS;52.35350000;4.89020000;310000;54;168;1;1930;0;appartement;1;2
1087 Amsterdam;Kiekstraat;52.35390000;5.00050000;17500;0;0;1;0;0;parkeergelegenheid;1;1
1060 SW Amsterdam;Lesbosstraat 36;52.34910000;4.78350000;390000;139;449;3;2003;1;woonhuis;27;6
1033 PE Amsterdam;Nageljongenstraat 44;52.40920000;4.89020000;175000;73;232;4;1984;0;appartement;25;3
1058 HL Amsterdam;Sloterkade 123;52.35790000;4.85100000;485000;98;252;2;1967;0;appartement;37;4
1022 KB Amsterdam;N. Lansdorpstraat 23;52.39870000;4.92990000;420000;82;245;1;2010;0;appartement;18;3
1072 CX Amsterdam;Albert Cuypstraat 100 -2 A;52.35350000;4.89020000;189000;25;66;1;1906;0;appartement;16;1
1053 NP Amsterdam;Jacob van Lennepkade 606;52.36680000;4.86810000;0;57;150;1;1957;0;woonhuis;5;3
1060 RL Amsterdam;H. Diesveldsingel 41;52.34910000;4.78350000;385000;134;447;3;1998;1;woonhuis;27;4
1069 EC Amsterdam;Langswater 314;52.35560000;4.79070000;160000;60;180;1;1965;0;appartement;18;3
1066 DH Amsterdam;Henegouwenstraat 112;52.34600000;4.81630000;249000;99;326;2;1993;0;appartement;28;3
1072 PC Amsterdam;Tweede Van der Helststraat 12 III IV;52.35350000;4.89020000;549000;106;357;2;1930;0;appartement;25;4
1091 BR Amsterdam;Ruyschstraat 15 I;52.35560000;4.91350000;500000;97;261;2;1887;0;appartement;20;4
1012 HL Amsterdam;Pieter Jacobszstraat 44;52.37350000;4.89510000;475000;84;281;1;2007;0;appartement;15;3
1069 RD Amsterdam;Rosa Manusstraat 18;52.35560000;4.79070000;225000;74;225;1;1983;0;appartement;20;3
1086 Amsterdam;IJburglaan;52.36280000;4.98190000;45000;0;0;1;0;0;parkeergelegenheid;8;1
1019 LL Amsterdam;KNSM-laan 16;52.37330000;4.93910000;500000;124;378;1;2001;0;appartement;31;4
1096 HR Amsterdam;Omval 317;52.33870000;4.91970000;0;91;234;1;1997;0;appartement;9;3
1075 BL Amsterdam;Sophialaan 1;52.35180000;4.85860000;1590000;197;831;1;1919;1;appartement;37;7
1069 EG Amsterdam;Langswater 761;52.35560000;4.79070000;175000;74;241;1;1965;0;appartement;21;4
1106 DM Amsterdam;Wamelstraat 90;52.29910000;4.97540000;172500;0;0;1;0;0;onbekend;1;1
1054 ES Amsterdam;Stadhouderskade 18 A;52.36170000;4.86690000;1300000;156;467;2;1991;0;appartement;31;5
1055 PH Amsterdam;Van Gentstraat 48 I;52.38020000;4.85240000;235000;49;125;1;1936;0;appartement;18;3
1069 RS Amsterdam;Jan van Zutphenstraat 553;52.35560000;4.79070000;375000;0;0;1;0;0;onbekend;1;1
1017 BA Amsterdam;Beulingstraat 4 - T;52.36300000;4.89240000;325000;49;154;1;1906;0;appartement;14;2
1060 RC Amsterdam;Pracanalaan 49;52.34910000;4.78350000;325000;109;360;3;1998;1;woonhuis;19;4
1068 CN Amsterdam;Ruimzicht 65;52.35920000;4.80520000;160000;70;182;11;1967;0;appartement;24;2
1013 KS Amsterdam;Grote Bickersstraat 46;52.38770000;4.88390000;60000;0;0;1;0;0;parkeergelegenheid;5;1
1017 GC Amsterdam;Kerkstraat 65;52.36300000;4.89240000;675000;115;375;4;1882;0;woonhuis;11;4
1013 ZM Amsterdam;The Future  (Bouwnr. 9);52.38770000;4.88390000;357200;67;201;5;2017;0;appartement;2;1
1018 TP Amsterdam;Plantage Muidergracht 101 -B;52.36760000;4.91840000;369000;57;190;2;1906;0;appartement;14;3
1075 RR Amsterdam;Vaartstraat 42 huis;52.35180000;4.85860000;349000;61;165;1;1913;1;appartement;21;3
1078 HS Amsterdam;Deurloostraat 39 -I;52.34640000;4.89770000;425000;82;274;1;1906;0;appartement;20;3
1054 GB Amsterdam;Vondelstraat 7 B-II;52.36170000;4.86690000;1080000;167;680;1;1932;0;appartement;45;5
1015 SK Amsterdam;Nieuwe Leliestraat 71;52.37840000;4.88360000;895000;147;492;4;1730;1;woonhuis;35;7
1079 JV Amsterdam;Vechtstraat 168 Huis;52.34230000;4.90360000;775000;125;404;2;1930;1;appartement;26;4
1053 DC Amsterdam;Kinkerstraat 19 III A;52.36680000;4.86810000;185000;29;84;1;1906;0;appartement;16;1
1095 DS Amsterdam;Javastraat 753;52.36660000;4.95200000;379000;87;260;1;1995;0;appartement;18;4
1016 KT Amsterdam;Lijnbaansgracht 100 H;52.37090000;4.88160000;849000;133;449;1;1906;1;appartement;28;5
1066 JZ Amsterdam;Vilvoordestraat 8;52.34600000;4.81630000;340000;110;330;3;1993;1;woonhuis;23;4
1063 MH Amsterdam;Jan de Jonghkade 31;52.38140000;4.82590000;289000;96;288;6;1999;0;appartement;22;4
1055 TK Amsterdam;Bestevâerstraat 143 2;52.38020000;4.85240000;229000;49;125;1;1930;0;appartement;9;3
1017 NL Amsterdam;Lange Leidsedwarsstraat 24;52.36300000;4.89240000;95000;0;0;1;0;0;parkeergelegenheid;1;1
1079 EX Amsterdam;Lekstraat 146 -III-IV;52.34230000;4.90360000;549000;126;339;2;1932;0;appartement;26;4
1052 TR Amsterdam;Van Houweningenstraat 68 I;52.37700000;4.87400000;245000;44;120;1;1898;0;appartement;22;2
1011 PT Amsterdam;Amstel 7;52.37100000;4.90410000;495000;0;0;1;0;0;onbekend;1;1
1054 HE Amsterdam;Overtoom 115 -117;52.36170000;4.86690000;1200000;130;375;3;1906;0;woonhuis;12;9
1016 AE Amsterdam;Singel 316 III;52.37090000;4.88160000;795000;100;360;2;1906;0;appartement;32;4
1055 MK Amsterdam;Admiraal De Ruijterweg 527 hs;52.38020000;4.85240000;575000;118;423;2;1925;1;appartement;26;4
1013 BX Amsterdam;Westerdoksdijk 445;52.38770000;4.88390000;595000;106;275;7;2007;0;appartement;19;2
1068 MK Amsterdam;Osdorper Ban 90 A20;52.35920000;4.80520000;155000;45;125;5;2003;0;appartement;10;1
1072 SM Amsterdam;Van Ostadestraat 29 bv;52.35350000;4.89020000;400000;83;263;2;1906;0;appartement;22;3
1096 DS Amsterdam;STATE Amsterdam (Bouwnr. 303);52.33870000;4.91970000;1620949;238;595;1;2016;0;appartement;3;5
1093 XZ Amsterdam;Pieter Nieuwlandstraat 106 C;52.36180000;4.92800000;385000;86;232;4;1982;0;appartement;19;4
1054 DV Amsterdam;Eerste Helmersstraat 197 II hg;52.36170000;4.86690000;360000;71;220;5;1910;0;appartement;14;2
1056 JV Amsterdam;Willem de Zwijgerlaan 132 III;52.37320000;4.85600000;265000;56;186;1;1931;0;appartement;19;3
1071 WS Amsterdam;Bronckhorststraat 26 3;52.35520000;4.87890000;299000;54;193;1;1923;0;appartement;22;2
1098 XA Amsterdam;Carolina MacGillavrylaan 55;52.35290000;4.94220000;555000;124;390;17;2011;0;appartement;27;5
1054 WJ Amsterdam;Wilhelminastraat 36 HS;52.36170000;4.86690000;750000;112;445;2;1899;1;appartement;34;4
1018 EX Amsterdam;Sarphatistraat 75 -B;52.36760000;4.91840000;450000;77;295;1;1931;0;appartement;21;3
1064 NC Amsterdam;Bierens de Haanstraat 11;52.37420000;4.82180000;182500;75;175;2;1945;1;woonhuis;17;4
1015 CT Amsterdam;Keizersgracht 74 K;52.37840000;4.88360000;1495000;237;734;1;1906;1;appartement;19;3
1075 XA Amsterdam;Amstelveenseweg 157 I;52.35180000;4.85860000;375000;67;243;1;1912;0;appartement;12;3
1078 JM Amsterdam;Diezestraat 15 I;52.34640000;4.89770000;389000;70;229;1;1929;0;appartement;22;3
1011 LA Amsterdam;Oudeschans 20 1;52.37100000;4.90410000;425000;60;185;1;1906;0;appartement;14;3
1017 JW Amsterdam;Prinsengracht 711 /C;52.36300000;4.89240000;1400000;195;737;5;1923;0;appartement;45;3
1083 HM Amsterdam;Tommaso Albinonistraat 40;52.33020000;4.88440000;499000;116;320;1;2006;0;appartement;17;3
1058 KC Amsterdam;Haarlemmermeerstraat 58 II+ III;52.35790000;4.85100000;825000;186;595;3;1933;0;appartement;44;6
1098 AJ Amsterdam;Middenweg 113 A4;52.35290000;4.94220000;395000;82;222;4;1950;0;appartement;16;3
1060 TV Amsterdam;Pieter Calandlaan 592;52.34910000;4.78350000;270000;95;279;6;1998;0;appartement;23;3
1078 JH Amsterdam;Deurloostraat 90 I;52.34640000;4.89770000;425000;72;236;1;1906;1;appartement;23;5
1015 JN Amsterdam;Goudsbloemstraat 203 E;52.37840000;4.88360000;285000;43;112;1;1905;0;appartement;20;2
1063 BL Amsterdam;Burgemeester De Vlugtlaan 231;52.38140000;4.82590000;169000;71;195;1;1958;0;appartement;17;3
1057 AK Amsterdam;Orteliuskade 53 -3;52.36770000;4.85510000;275000;65;220;2;1932;0;appartement;32;3
1098 WJ Amsterdam;Esplanade de Meer 159;52.35290000;4.94220000;339000;84;250;1;2001;0;appartement;27;3
1032 HS Amsterdam;Kamperfoelieweg 110;52.39640000;4.91260000;365000;103;260;2;1928;1;appartement;43;4
1103 SK Amsterdam;Glitterstraat 202;52.32310000;4.97220000;187500;78;252;1;2007;0;appartement;19;3
1016 KE Amsterdam;Bloemgracht 61 G;52.37090000;4.88160000;499000;95;243;1;1906;0;appartement;1;3
1098 SE Amsterdam;Lord Kelvinstraat 12 I;52.35290000;4.94220000;265000;69;185;3;1955;0;appartement;18;4
1011 CP Amsterdam;Nieuwe Ridderstraat 8;52.37100000;4.90410000;815000;130;351;3;1906;0;woonhuis;10;4
1068 KA Amsterdam;Louis Schottingstraat 49;52.35920000;4.80520000;299000;100;300;4;1960;0;appartement;18;4
1015 CD Amsterdam;Keizersgracht 33 1V;52.37840000;4.88360000;1000000;125;450;2;1906;1;appartement;33;4
1098 NB Amsterdam;Galileïplantsoen 46;52.35290000;4.94220000;725000;190;570;3;1931;0;woonhuis;13;3
1017 SN Amsterdam;Weteringstraat 2 H;52.36300000;4.89240000;745000;108;300;2;1906;0;appartement;33;4
1019 PE Amsterdam;Bogortuin 211;52.37330000;4.93910000;750000;157;482;2;2001;0;appartement;45;4
1017 BZ Amsterdam;Herengracht 414 G;52.36300000;4.89240000;795000;124;383;2;1906;0;appartement;27;3
1069 KD Amsterdam;Johan Hofmanstraat 291;52.35560000;4.79070000;269000;96;292;1;2009;0;appartement;23;3
1060 RX Amsterdam;Valutaboulevard 17;52.34910000;4.78350000;499000;0;0;1;0;0;onbekend;1;1
1094 EP Amsterdam;Celebesstraat 52 A;52.36260000;4.93600000;235000;54;140;4;1985;0;appartement;21;2
1015 BH Amsterdam;Herengracht 155 D;52.37840000;4.88360000;600000;105;288;1;1750;0;appartement;20;3
1018 AD Amsterdam;Entrepotdok 156;52.36760000;4.91840000;695000;140;397;1;2000;0;appartement;46;3
1087 GZ Amsterdam;Maria Austriastraat 847;52.35390000;5.00050000;385000;130;325;4;2003;1;appartement;22;5
1106 CX Amsterdam;Vleutenstraat 26;52.29910000;4.97540000;195000;90;290;2;1983;0;appartement;17;4
1097 CV Amsterdam;Senefelderstraat 7 hs;52.34650000;4.93010000;280000;65;215;1;1958;1;appartement;28;2
1083 KD Amsterdam;Beysterveld 193;52.33020000;4.88440000;699500;170;510;1;1981;1;appartement;38;4
1067 Amsterdam;Burgemeester Roellstraat;52.37860000;4.79870000;17500;0;0;1;0;0;parkeergelegenheid;3;1
1056 CR Amsterdam;Hoofdweg 373 1;52.37320000;4.85600000;240000;56;140;1;1927;0;appartement;17;2
1016 AA Amsterdam;Singel 194 -C;52.37090000;4.88160000;1295000;166;563;2;1879;0;appartement;29;4
1077 GS Amsterdam;Schubertstraat 6;52.34600000;4.87380000;1600000;274;944;3;1930;1;woonhuis;39;12
1087 DK Amsterdam;Bert Haanstrakade;52.35390000;5.00050000;20000;0;0;1;0;0;parkeergelegenheid;1;1
1097 BZ Amsterdam;Simon Stevinstraat 16 D;52.34650000;4.93010000;420000;76;207;1;1907;0;appartement;19;3
1055 TS Amsterdam;Bestevâerstraat 182;52.38020000;4.85240000;210000;0;0;1;0;0;onbekend;1;1
1060 SM Amsterdam;Pennyhof 30;52.34910000;4.78350000;350000;137;462;2;1998;1;woonhuis;26;5
1016 AA Amsterdam;Singel 204 A-B;52.37090000;4.88160000;2950000;263;900;1;1925;0;appartement;30;6
1072 CA Amsterdam;Saenredamstraat 7 d;52.35350000;4.89020000;200000;28;99;4;1880;0;appartement;22;1
1033 JS Amsterdam;Druivenstraat 49;52.40920000;4.89020000;449011;132;630;2;1980;1;woonhuis;25;6
1017 JZ Amsterdam;Prinsengracht 759;52.36300000;4.89240000;3200000;246;738;2;1960;1;appartement;14;4
1016 PA Amsterdam;Rozenstraat 208 -B;52.37090000;4.88160000;325000;45;113;1;2007;0;appartement;20;2
1055 PD Amsterdam;Van Gentstraat 53;52.38020000;4.85240000;275000;0;0;1;0;0;onbekend;1;1
1011 BA Amsterdam;Schippersstraat 10 C;52.37100000;4.90410000;295000;47;125;1;2012;0;appartement;18;2
1077 BZ Amsterdam;Michelangelostraat 95 -I;52.34600000;4.87380000;350000;59;192;1;1931;0;appartement;17;2
1082 SG Amsterdam;Asingaborg 123;52.33110000;4.87420000;275000;60;165;1;1965;0;appartement;18;3
1061 BV Amsterdam;Blauwvoetstraat 12 II;52.37360000;4.83950000;195000;51;140;1;1952;0;appartement;17;3
1019 RS Amsterdam;Sumatrakade 1493;52.37330000;4.93910000;350000;70;176;1;1997;0;appartement;1;3
1015 XV Amsterdam;Marnixkade 60 H;52.37840000;4.88360000;825000;122;360;4;1906;1;appartement;20;3
1102 XA Amsterdam;Dalsteindreef 354;52.31660000;4.95170000;99000;34;105;4;1983;0;appartement;13;1
