original_postalcode,original_street,original_lat,original_lng,original_price,original_area,original_volume,original_floors,original_year_build,original_has_garden,original_type,original_photos,original_rooms,distance,formatted,lat,lon,name,housenumber,street,postcode,district,suburb,city,state,country,country_code,attribution,attribution_license,attribution_url
1077 JX Amsterdam,Beethovenstraat 186 IV,52.34600000,4.87380000,850000,165,531,1,1961,0,appartement,30,4,8.308924963734398,"Rubensstraat 70, 1077 NA Amsterdam, Netherlands",52.3459835,4.8736807,,70,Rubensstraat,1077NA,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 NJ Amsterdam,Gibraltarstraat 41 II,52.38020000,4.85240000,215000,52,136,1,1934,0,appartement,24,3,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1053 TA Amsterdam,Schimmelstraat 5 II-III,52.36680000,4.86810000,525000,100,283,2,1906,0,appartement,19,3,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",52.3667658,4.868139,De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1053 PH Amsterdam,Borgerstraat 153 DE,52.36680000,4.86810000,389000,79,220,4,1903,0,appartement,12,3,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",52.3667658,4.868139,De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1024 VB Amsterdam,Groetstraat 127,52.39390000,4.95470000,165000,64,180,1,1966,0,appartement,25,3,5.346782837843484,"Zandvoortstraat 70, 1024 WE Amsterdam, Netherlands",52.3938521,4.9546931,,70,Zandvoortstraat,1024WE,Noord,Waterlandpleinbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1077 EN Amsterdam,Gerrit van der Veenstraat 110 H,52.34600000,4.87380000,1100000,137,658,1,1928,1,appartement,40,4,8.308924963734398,"Rubensstraat 70, 1077 NA Amsterdam, Netherlands",52.3459835,4.8736807,,70,Rubensstraat,1077NA,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1054 LC Amsterdam,Frederiksstraat 12 1,52.36170000,4.86690000,295000,0,0,1,0,0,onbekend,1,1,12.085615741751521,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",52.361808,4.86692,,15-2,Brederodestraat,1054MP,West,Helmersbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1096 GG Amsterdam,Amstelvlietstraat 329,52.33870000,4.91970000,245000,52,164,7,2013,0,appartement,19,2,0.9954410102966944,"Amstelvlietstraat 408, 1096 GG Amsterdam, Netherlands",52.3387075,4.919692,,408,Amstelvlietstraat,1096GG,Oost,De Omval,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1016 AA Amsterdam,Singel 204 A-B,52.37090000,4.88160000,2950000,263,900,1,1925,0,appartement,30,6,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 RD Amsterdam,Willem de Zwijgerlaan 334 -D14,52.38020000,4.85240000,175000,49,215,1,1959,0,appartement,26,3,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1051 KA Amsterdam,Van Bossestraat 40 III/IV,52.38180000,4.87170000,475000,79,264,2,1931,0,appartement,24,3,4.222585482550074,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",52.381764,4.8716802,,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1065 DB Amsterdam,Jacques Veltmanstraat 181,52.35730000,4.82780000,295000,81,198,1,2003,0,appartement,30,3,12.739896973222553,"Cornelis Lelylaan 117, 1065 CN Amsterdam, Netherlands",52.357281,4.827985,,117,Cornelis Lelylaan,1065CN,Nieuw-West,Slotervaart,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1061 DL Amsterdam,Jan van Schaffelaarplantsoen 21 b,52.37360000,4.83950000,230000,58,163,4,1952,0,appartement,23,3,19.250318965195206,"Rinus Michelslaan 14A, 1061 MB Amsterdam, Netherlands",52.373438,4.8394,,14A,Rinus Michelslaan,1061MB,West,Kolenkitbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1068 CT Amsterdam,Ruimzicht 176,52.35920000,4.80520000,250000,73,227,1,1967,0,appartement,24,2,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1059 XZ Amsterdam,Stolwijkstraat 62 I,52.34880000,4.84680000,295000,59,165,1,1931,0,appartement,23,3,7.424910888743452,"Sassenheimstraat 80-1, 1059 BM Amsterdam, Netherlands",52.3488658,4.8468186,,80-1,Sassenheimstraat,1059BM,Zuid,Hoofddorppleinbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 HL Amsterdam,Sloterkade 102,52.35790000,4.85100000,319000,50,150,4,2004,0,appartement,30,2,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1060 NP Amsterdam,Pyreneeën 39,52.34910000,4.78350000,475000,153,554,3,1995,1,woonhuis,29,6,2.700931735231882,"De Alpen, 1060 PH Amsterdam, Netherlands",52.3502145,4.780774,De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1060 RE Amsterdam,Ladogameerhof 155,52.34910000,4.78350000,235000,84,265,2,1999,0,appartement,22,4,2.700931735231882,"De Alpen, 1060 PH Amsterdam, Netherlands",52.3502145,4.780774,De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1065 LW Amsterdam,Aaf Bouberstraat 152,52.35730000,4.82780000,249000,0,0,1,0,0,onbekend,1,1,12.739896973222553,"Cornelis Lelylaan 117, 1065 CN Amsterdam, Netherlands",52.357281,4.827985,,117,Cornelis Lelylaan,1065CN,Nieuw-West,Slotervaart,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1071 DP Amsterdam,Johannes Vermeerstraat 87 Huis,52.35520000,4.87890000,830000,134,486,1,1912,1,appartement,27,4,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1075 CJ Amsterdam,Koninginneweg 81 hs,52.35180000,4.85860000,1295000,223,641,3,1897,1,appartement,41,5,12.51019917998629,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",52.3519024,4.8585237,,237-H,Koninginneweg,1075CT,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1052 CV Amsterdam,Nassaukade 86 3,52.37700000,4.87400000,550000,103,367,1,1887,0,appartement,19,2,2.189558787067854,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",52.3770196,4.8739969,,48-1,Frederik Hendrikstraat,1052HW,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1075 GP Amsterdam,Valeriusstraat 286 III,52.35180000,4.85860000,850000,139,383,3,1906,0,appartement,32,6,12.51019917998629,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",52.3519024,4.8585237,,237-H,Koninginneweg,1075CT,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1011 TZ Amsterdam,Rapenburg 72,52.37100000,4.90410000,485000,84,276,4,1906,0,appartement,24,3,0.9358233445245736,"Keizersbrug, 1011 KV Amsterdam, Netherlands",52.3710995,4.9040025,Keizersbrug,,Keizersbrug,1011KV,,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1059 AH Amsterdam,Aalsmeerweg 127 I,52.34880000,4.84680000,289000,61,202,1,1906,0,appartement,21,3,7.424910888743452,"Sassenheimstraat 80-1, 1059 BM Amsterdam, Netherlands",52.3488658,4.8468186,,80-1,Sassenheimstraat,1059BM,Zuid,Hoofddorppleinbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1067 RK Amsterdam,Van Karnebeekstraat 14,52.37860000,4.79870000,530000,156,405,3,2010,1,woonhuis,29,5,18.895369031063424,"Strackéstraat 8, 1067 KR Amsterdam, Netherlands",52.37863,4.798974,,8,Strackéstraat,1067KR,Nieuw-West,Geuzenveld,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1018 MM Amsterdam,Johanna ter Meulenplein 20,52.36760000,4.91840000,295000,54,135,1,1991,0,appartement,32,2,4.080374033250982,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",52.367578,4.9184481,,4,Entrepotdoksluis,1018AW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1097 RG Amsterdam,Réaumurstraat 6,52.34650000,4.93010000,450000,69,204,2,1906,1,woonhuis,37,3,2.796740279342611,"Darwinplantsoen 6, 1097 EX Amsterdam, Netherlands",52.3465023,4.930059,,6,Darwinplantsoen,1097EX,Oost,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1057 WS Amsterdam,Marco Polostraat 70 hs,52.36770000,4.85510000,370000,72,215,1,1929,1,appartement,18,3,0.972402630340097,"Maranatha, Cabotstraat 33, 1057 VP Amsterdam, Netherlands",52.36786965,4.855041608946916,Maranatha,33,Cabotstraat,1057VP,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1087 DK Amsterdam,Bert Haanstrakade 234,52.35390000,5.00050000,500000,139,435,2,2007,0,appartement,34,4,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1025 MT Amsterdam,Diopter 154,52.39900000,4.93610000,350000,117,310,3,1998,0,woonhuis,18,4,12.750199922949465,"Buikslotermeerplein 124, 1025 EX Amsterdam, Netherlands",52.3989423,4.9362624,,124,Buikslotermeerplein,1025EX,Noord,Noord,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1083 EA Amsterdam,Van Nijenrodeweg 5 .,52.33020000,4.88440000,170000,34,95,1,1955,0,appartement,19,2,13.788550537185772,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",52.3300849,4.8843245,,1,Sijpestein,1083XH,Zuid,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1095 JK Amsterdam,Valentijnkade 50 III,52.36660000,4.95200000,399000,92,217,2,1926,0,appartement,24,4,6.439024133897987,"Zeeburgerdijk 585, 1095 AE Amsterdam, Netherlands",52.36658,4.952089,,585,Zeeburgerdijk,1095AE,Oost,Indische Buurt Oost,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1057 BJ Amsterdam,Orteliusstraat 156 III-IV,52.36770000,4.85510000,319000,70,235,2,1926,1,appartement,24,3,0.972402630340097,"Maranatha, Cabotstraat 33, 1057 VP Amsterdam, Netherlands",52.36786965,4.855041608946916,Maranatha,33,Cabotstraat,1057VP,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 RZ Amsterdam,Nieuwpoortstraat 86 B7,52.38020000,4.85240000,420000,89,314,1,2017,1,appartement,19,2,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1081 EA Amsterdam,Bolestein 198,52.32780000,4.86200000,325000,93,302,1,1969,0,appartement,19,4,45.897876912526065,"Van Der Boechorststraat 40, 1081 BV Amsterdam, Netherlands",52.327514,4.861513,,40,Van Der Boechorststraat,1081BV,Zuid,Buitenveldert-West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1073 TV Amsterdam,Van Ostadestraat 240 I,52.35320000,4.89820000,299000,51,148,1,1906,0,appartement,25,2,2.2512175683180513,"Van Ostadestraat 209K, 1073 TN Amsterdam, Netherlands",52.3532055,4.8981681,,209K,Van Ostadestraat,1073TN,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1032 LP Amsterdam,Johan van Hasseltkade 292,52.39640000,4.91260000,1200000,203,659,1,2015,0,appartement,30,4,13.57212487812395,"Heggerankweg 89-1, 1032 JC Amsterdam, Netherlands",52.396469,4.912765,,89-1,Heggerankweg,1032JC,Noord,Volewijck,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1052 XZ Amsterdam,Frederik Hendrikplantsoen 102 IV,52.37700000,4.87400000,400000,79,215,1,1910,0,appartement,18,4,2.189558787067854,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",52.3770196,4.8739969,,48-1,Frederik Hendrikstraat,1052HW,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1087 MH Amsterdam,Loet C. Barnstijnstraat 3,52.35390000,5.00050000,400000,100,355,3,2007,0,woonhuis,29,4,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1081 KK Amsterdam,Gaffelaarspad 34 *,52.32780000,4.86200000,1095000,170,405,1,2001,0,appartement,17,4,45.897876912526065,"Van Der Boechorststraat 40, 1081 BV Amsterdam, Netherlands",52.327514,4.861513,,40,Van Der Boechorststraat,1081BV,Zuid,Buitenveldert-West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1103 AT Amsterdam,Endumeni 14,52.32310000,4.97220000,300000,129,460,3,2007,1,woonhuis,39,5,12.548452217043597,"Harriet Freezerstraat 113, 1103 JP Amsterdam, Netherlands",52.323119,4.972382,,113,Harriet Freezerstraat,1103JP,Zuidoost,Bijlmer Oost,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1103 DD Amsterdam,Joke Smitstraat 9,52.32310000,4.97220000,300000,145,388,3,1997,1,woonhuis,37,5,12.548452217043597,"Harriet Freezerstraat 113, 1103 JP Amsterdam, Netherlands",52.323119,4.972382,,113,Harriet Freezerstraat,1103JP,Zuidoost,Bijlmer Oost,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1083 GA Amsterdam,Weerdestein 31,52.33020000,4.88440000,450000,135,351,1,1968,0,appartement,20,4,13.788550537185772,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",52.3300849,4.8843245,,1,Sijpestein,1083XH,Zuid,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1066 SL Amsterdam,Berlaarstraat 385,52.34600000,4.81630000,525000,170,570,3,1994,1,woonhuis,49,6,2.7080196663115323,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",52.3460233,4.8162884,Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1068 PA Amsterdam,Jan Ligthartstraat 8,52.35920000,4.80520000,31000,0,0,1,0,0,parkeergelegenheid,2,1,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017 ZV Amsterdam,Nicolaas Witsenkade 46 A,52.36300000,4.89240000,1395000,225,670,2,1906,0,appartement,39,6,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1065 EW Amsterdam,Van Mourik Broekmanstraat 8 III,52.35730000,4.82780000,200000,73,235,1,1960,0,appartement,18,3,12.739896973222553,"Cornelis Lelylaan 117, 1065 CN Amsterdam, Netherlands",52.357281,4.827985,,117,Cornelis Lelylaan,1065CN,Nieuw-West,Slotervaart,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1053 DT Amsterdam,Kinkerstraat 12 C II,52.36680000,4.86810000,200000,41,131,1,1888,0,appartement,18,2,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",52.3667658,4.868139,De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1083 DB Amsterdam,Kanteel 64,52.33020000,4.88440000,398000,100,295,4,1987,0,appartement,19,3,13.788550537185772,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",52.3300849,4.8843245,,1,Sijpestein,1083XH,Zuid,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1015 DT Amsterdam,Prinsengracht 211 E,52.37840000,4.88360000,640000,83,217,1,1680,0,appartement,28,3,11.715735159463115,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",52.3783013,4.8836604,,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1076 KS Amsterdam,Argonautenstraat 50 I,52.34550000,4.86070000,325000,62,210,1,1935,0,appartement,11,3,10.92988934570428,"Stadionweg 227-1, 1076 NT Amsterdam, Netherlands",52.3454054,4.8607437,,227-1,Stadionweg,1076NT,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1052 LT Amsterdam,Hugo de Grootkade 42 HS,52.37700000,4.87400000,275000,47,118,1,1894,1,appartement,23,2,2.189558787067854,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",52.3770196,4.8739969,,48-1,Frederik Hendrikstraat,1052HW,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 HV Amsterdam,Andreas Schelfhoutstraat 30,52.35790000,4.85100000,239500,0,0,1,0,0,onbekend,1,1,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1035 VL Amsterdam,Amoebastraat 36,52.41960000,4.89440000,250000,97,450,3,1956,1,woonhuis,35,5,5.227310669140413,"Jacob Honigstraat 5, 1035 XV Amsterdam, Netherlands",52.419555,4.8944223,,5,Jacob Honigstraat,1035XV,Noord,Oostzanerwerf,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1077 RW Amsterdam,Stadionweg 41 I,52.34600000,4.87380000,750000,146,510,1,1931,0,appartement,27,4,8.308924963734398,"Rubensstraat 70, 1077 NA Amsterdam, Netherlands",52.3459835,4.8736807,,70,Rubensstraat,1077NA,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1012 HL Amsterdam,Pieter Jacobszstraat 10 (C)*,52.37350000,4.89510000,325000,59,183,1,1989,0,appartement,20,2,21.629838672501716,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",52.373392,4.895365,,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1068 NM Amsterdam,Pieter Calandlaan 461,52.35920000,4.80520000,275000,130,390,3,1969,1,woonhuis,11,5,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1091 TN Amsterdam,Overamstelstraat 10 /III,52.35560000,4.91350000,545000,107,328,2,1900,0,appartement,31,3,5.562369844050275,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",52.3556497,4.9135093,,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1063 BZ Amsterdam,Theodorus Dobbestraat 82 -3,52.38140000,4.82590000,175000,65,220,1,1960,0,appartement,23,3,2.5954411684806953,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",52.3814121,4.8259327,,13-H,Van Gilsestraat,1063VS,Nieuw-West,Slotermeer,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1022 KL Amsterdam,G.J. Scheurleerweg 94,52.39870000,4.92990000,400000,117,410,2,2012,1,woonhuis,39,5,28.394804797101706,"Loenermark 471, 1025 TP Amsterdam, Netherlands",52.398945,4.930018,,471,Loenermark,1025TP,Noord,Buikslotermeer,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1087 GK Amsterdam,Kiekstraat (P16),52.35390000,5.00050000,14450,0,0,1,0,0,parkeergelegenheid,1,1,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1056 HR Amsterdam,Bestevâerstraat 96 IV,52.37320000,4.85600000,325000,58,204,5,1906,1,appartement,28,2,25.674998739078635,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",52.37323,4.856375,,228-2,Admiralengracht,1056TK,West,De Krommert,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1093 HR Amsterdam,Wijttenbachstraat 19 B,52.36180000,4.92800000,550000,127,430,5,1998,1,appartement,46,5,0,"Dappermarkt, Tweede van Swindenstraat, 1093 GS Amsterdam, Netherlands",52.363045150000005,4.92724532349044,Dappermarkt,,Tweede van Swindenstraat,1093GS,,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017 DN Amsterdam,Keizersgracht 515 -R,52.36300000,4.89240000,825000,85,219,1,1906,0,appartement,18,3,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1091 CE Amsterdam,Ruyschstraat 70 -III/IV,52.35560000,4.91350000,575000,123,388,2,1906,0,appartement,22,4,5.562369844050275,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",52.3556497,4.9135093,,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017 BS Amsterdam,Herengracht 455 B,52.36300000,4.89240000,660000,88,355,1,1906,0,appartement,17,3,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1052 SG Amsterdam,Da Costakade 35 huis,52.37700000,4.87400000,899000,140,364,2,1906,1,appartement,29,3,2.189558787067854,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",52.3770196,4.8739969,,48-1,Frederik Hendrikstraat,1052HW,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017 VE Amsterdam,Nieuwe Looiersstraat 116,52.36300000,4.89240000,325000,52,150,1,1996,1,appartement,22,2,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1061 BV Amsterdam,Blauwvoetstraat 10 hs,52.37360000,4.83950000,317500,79,198,2,1952,1,appartement,13,5,19.250318965195206,"Rinus Michelslaan 14A, 1061 MB Amsterdam, Netherlands",52.373438,4.8394,,14A,Rinus Michelslaan,1061MB,West,Kolenkitbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
