original_postalcode,original_street,original_lat,original_lng,original_price,original_area,original_volume,original_floors,original_year_build,original_has_garden,original_type,original_photos,original_rooms,distance,formatted,lat,lon,housenumber,name,street,district,postcode,suburb,city,state,country,country_code,attribution,attribution_license,attribution_url
1078 HZ Amsterdam,Deurloostraat 10 -I,52.34640000,4.89770000,440000,86,232,1,1906,0,appartement,32,3,11.344645539447924,"Churchill-laan 75D, 1078 DJ Amsterdam, Netherlands",52.3464982,4.8976547,75D,,Churchill-laan,Zuid,1078DJ,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1012 GL Amsterdam,Oudezijds Voorburgwal 310 A,52.37350000,4.89510000,515000,75,272,1,1906,0,appartement,20,2,21.629838672501716,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",52.373392,4.895365,157,,Warmoesstraat,Centrum,1012JC,Oudezijde,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1056 BK Amsterdam,Jan van Galenstraat 111 B,52.37320000,4.85600000,299000,71,222,1,1923,0,appartement,20,2,25.674998739078635,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",52.37323,4.856375,228-2,,Admiralengracht,West,1056TK,De Krommert,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1067 TC Amsterdam,Osdorperweg 824 D,52.37860000,4.79870000,449000,163,473,3,1998,1,woonhuis,19,6,18.895369031063424,"Strackéstraat 8, 1067 KR Amsterdam, Netherlands",52.37863,4.798974,8,,Strackéstraat,Nieuw-West,1067KR,Geuzenveld,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1091 MS Amsterdam,Ruyschstraat 357,52.35560000,4.91350000,325000,57,179,1,1900,0,appartement,30,3,5.562369844050275,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",52.3556497,4.9135093,11E,,Derde Oosterparkstraat,Oost,1091JS,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1103 JW Amsterdam,Bijlmerdreef 1218,52.32310000,4.97220000,175000,79,233,1,2001,0,appartement,10,3,12.548452217043597,"Harriet Freezerstraat 113, 1103 JP Amsterdam, Netherlands",52.323119,4.972382,113,,Harriet Freezerstraat,Zuidoost,1103JP,Bijlmer Oost,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1012 NC Amsterdam,Sint Jacobsstraat 5 A,52.37350000,4.89510000,329000,62,170,1,1991,0,appartement,20,3,21.629838672501716,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",52.373392,4.895365,157,,Warmoesstraat,Centrum,1012JC,Oudezijde,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1011 AN Amsterdam,Prins Hendrikkade 127 F,52.37100000,4.90410000,625000,119,295,2,1906,0,appartement,35,5,0.9358233445245736,"Keizersbrug, 1011 KV Amsterdam, Netherlands",52.3710995,4.9040025,,Keizersbrug,Keizersbrug,,1011KV,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1064 MN Amsterdam,Nannie van Wehlstraat 3,52.37420000,4.82180000,250000,88,320,1,1988,0,woonhuis,1,3,6.234539033066015,"A.J. Krophollerstraat 6, 1064 DB Amsterdam, Netherlands",52.3742289,4.8217213,6,,A.J. Krophollerstraat,,1064DB,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1052 LP Amsterdam,Hugo de Grootkade 8 A2,52.37700000,4.87400000,239000,41,135,1,1890,0,appartement,23,1,2.189558787067854,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",52.3770196,4.8739969,48-1,,Frederik Hendrikstraat,West,1052HW,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1053 DD Amsterdam,Kinkerstraat 43 II-voor,52.36680000,4.86810000,199000,30,90,5,1886,0,appartement,27,2,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",52.3667658,4.868139,20,De Hallen,Hannie Dankbaarpassage,,1053RS,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 KJ Amsterdam,Haarlemmermeerstraat 146 I,52.35790000,4.85100000,325000,55,180,1,1930,0,appartement,15,3,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,,Surinameplein,Surinameplein,,1058,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1060 PJ Amsterdam,Ladogameerhof 84,52.34910000,4.78350000,249000,83,225,4,1999,0,appartement,13,3,2.700931735231882,"De Alpen, 1060 PH Amsterdam, Netherlands",52.3502145,4.780774,,De Alpen,De Alpen,,1060PH,De Aker,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1025 WB Amsterdam,Buiksloterdijk 146,52.39900000,4.93610000,1200000,182,627,3,1892,1,woonhuis,66,6,12.750199922949465,"Buikslotermeerplein 124, 1025 EX Amsterdam, Netherlands",52.3989423,4.9362624,124,,Buikslotermeerplein,Noord,1025EX,Noord,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1024 EZ Amsterdam,Grootslagstraat 29,52.39390000,4.95470000,300000,90,257,1,2008,0,woonhuis,1,4,5.346782837843484,"Zandvoortstraat 70, 1024 WE Amsterdam, Netherlands",52.3938521,4.9546931,70,,Zandvoortstraat,Noord,1024WE,Waterlandpleinbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1066 GE Amsterdam,Duke Ellingtonstraat 50,52.34600000,4.81630000,260000,80,244,1,1991,0,appartement,25,3,2.7080196663115323,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",52.3460233,4.8162884,,Antwerpenbaan,Laan van Vlaanderen,Nieuw-West,1066JL,Sloterpolder,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1066 KG Amsterdam,Diepenbeekplantsoen 67,52.34600000,4.81630000,359000,135,365,3,1991,1,woonhuis,26,6,2.7080196663115323,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",52.3460233,4.8162884,,Antwerpenbaan,Laan van Vlaanderen,Nieuw-West,1066JL,Sloterpolder,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1061 BV Amsterdam,Blauwvoetstraat 16 III,52.37360000,4.83950000,201500,51,140,1,1952,0,appartement,18,3,19.250318965195206,"Rinus Michelslaan 14A, 1061 MB Amsterdam, Netherlands",52.373438,4.8394,14A,,Rinus Michelslaan,West,1061MB,Kolenkitbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1075 BH Amsterdam,Valeriusplein 14 A,52.35180000,4.85860000,1450000,138,491,2,1906,1,appartement,38,5,12.51019917998629,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",52.3519024,4.8585237,237-H,,Koninginneweg,Zuid,1075CT,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1025 CW Amsterdam,Dijkwater 239,52.39900000,4.93610000,199000,66,207,1,1980,0,appartement,25,2,12.750199922949465,"Buikslotermeerplein 124, 1025 EX Amsterdam, Netherlands",52.3989423,4.9362624,124,,Buikslotermeerplein,Noord,1025EX,Noord,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1068 MK Amsterdam,Osdorper Ban 90 A8,52.35920000,4.80520000,199500,78,235,1,2003,0,appartement,14,2,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,677,,Osdorpplein,Nieuw-West,1068TC,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1072 HM Amsterdam,Dusartstraat 25 hs,52.35350000,4.89020000,385000,63,266,1,1991,0,appartement,20,2,4.566243169923167,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",52.3534607,4.8901805,109-HV,,Eerste Jan van der Heijdenstraat,,1072TN,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1016 AD Amsterdam,Singel 286 D,52.37090000,4.88160000,539000,91,276,3,1906,1,appartement,31,3,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,20,Canal Ring Area of Amsterdam,Konijnenstraat,,1021HR,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1033 LB Amsterdam,Mandarijnenstraat 47,52.40920000,4.89020000,240000,70,255,2,1952,1,woonhuis,29,3,5.173699460915118,"Kometensingel 617, 1033 BT Amsterdam, Netherlands",52.409183,4.890129,617,,Kometensingel,Noord,1033BT,Tuindorp Oostzaan,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1011 KB Amsterdam,Kloveniersburgwal 93 -C,52.37100000,4.90410000,650000,111,285,2,1825,0,appartement,26,3,0.9358233445245736,"Keizersbrug, 1011 KV Amsterdam, Netherlands",52.3710995,4.9040025,,Keizersbrug,Keizersbrug,,1011KV,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1054 ES Amsterdam,Stadhouderskade 21 D,52.36170000,4.86690000,895000,142,464,2,1991,0,appartement,40,3,12.085615741751521,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",52.361808,4.86692,15-2,,Brederodestraat,West,1054MP,Helmersbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1102 ZR Amsterdam,Dantestraat 160,52.31660000,4.95170000,96000,34,106,1,1984,0,appartement,15,1,49.79663637578256,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",52.316997,4.952039,3,,Raoul Wallenberghofje,Zuidoost,1102AH,Bijlmer Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1087 BC Amsterdam,Johan van der Keukenstraat 113,52.35390000,5.00050000,495000,148,543,3,2001,1,woonhuis,39,6,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,987,,Maria Austriastraat,Oost,1087JB,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1013 BH Amsterdam,Westerdok 362,52.38770000,4.88390000,1050000,147,540,3,2008,0,appartement,45,5,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,58A,,Houtmankade,West,1013MZ,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1011 MR Amsterdam,Koerierstersplein 6,52.37100000,4.90410000,339500,67,206,1,1998,0,appartement,15,3,0.9358233445245736,"Keizersbrug, 1011 KV Amsterdam, Netherlands",52.3710995,4.9040025,,Keizersbrug,Keizersbrug,,1011KV,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1095 MS Amsterdam,Zeeburger Zilt 2 (Bouwnr. 104),52.36660000,4.95200000,366963,92,230,1,2011,0,appartement,7,3,6.439024133897987,"Zeeburgerdijk 585, 1095 AE Amsterdam, Netherlands",52.36658,4.952089,585,,Zeeburgerdijk,Oost,1095AE,Indische Buurt Oost,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1015 XD Amsterdam,Westerkade 10 1 l,52.37840000,4.88360000,170000,22,50,5,1930,0,appartement,16,1,11.715735159463115,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",52.3783013,4.8836604,105-1,,Westerstraat,Centrum,1015LX,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1064 EE Amsterdam,Burgemeester Hogguerstraat 969,52.37420000,4.82180000,189000,0,0,1,0,0,onbekend,1,1,6.234539033066015,"A.J. Krophollerstraat 6, 1064 DB Amsterdam, Netherlands",52.3742289,4.8217213,6,,A.J. Krophollerstraat,,1064DB,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1075 EW Amsterdam,Valeriusstraat 177 II,52.35180000,4.85860000,495000,60,222,1,1906,0,appartement,23,2,12.51019917998629,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",52.3519024,4.8585237,237-H,,Koninginneweg,Zuid,1075CT,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1051 KP Amsterdam,Haarlemmerweg 43 3,52.38180000,4.87170000,339000,77,249,2,1886,0,appartement,22,3,4.222585482550074,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",52.381764,4.8716802,194E,,Van Beuningenstraat,West,1051XZ,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1011 BW Amsterdam,Kromme Waal 35 -2,52.37100000,4.90410000,600000,96,260,1,1906,0,appartement,39,3,0.9358233445245736,"Keizersbrug, 1011 KV Amsterdam, Netherlands",52.3710995,4.9040025,,Keizersbrug,Keizersbrug,,1011KV,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1019 HR Amsterdam,Zeeburgerkade 524,52.37330000,4.93910000,420000,112,419,2,1898,0,appartement,44,4,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,44,,C.J.K. van Aalststraat,,1019JZ,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013 PL Amsterdam,Van Linschotenstraat 45,52.38770000,4.88390000,175000,37,120,4,1905,0,appartement,18,2,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,58A,,Houtmankade,West,1013MZ,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1074 JH Amsterdam,Amsteldijk 728 A,52.35390000,4.90420000,1400000,220,900,2,2011,1,woonhuis,40,5,2.0789574675973093,"Kuipersstraat 63-H, 1074 EG Amsterdam, Netherlands",52.353913,4.904222,63-H,,Kuipersstraat,Zuid,1074EG,Nieuwe Pijp,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1063 LK Amsterdam,Willem Molengraaffstraat 18 1,52.38140000,4.82590000,175000,62,205,1,1955,0,appartement,26,3,2.5954411684806953,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",52.3814121,4.8259327,13-H,,Van Gilsestraat,Nieuw-West,1063VS,Slotermeer,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1011 NX Amsterdam,Waterlooplein 29 A+D,52.37100000,4.90410000,1195000,225,692,2,1997,0,appartement,30,6,0.9358233445245736,"Keizersbrug, 1011 KV Amsterdam, Netherlands",52.3710995,4.9040025,,Keizersbrug,Keizersbrug,,1011KV,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1053 WX Amsterdam,Da Costakade 175 2A,52.36680000,4.86810000,215000,28,68,1,2011,0,appartement,19,2,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",52.3667658,4.868139,20,De Hallen,Hannie Dankbaarpassage,,1053RS,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1094 GB Amsterdam,Celebesstraat 142,52.36260000,4.93600000,325000,77,228,1,1998,0,appartement,15,3,22.683970451466475,"Sumatrastraat 69, 1094 LR Amsterdam, Netherlands",52.362521,4.936308,69,,Sumatrastraat,Oost,1094LR,Indische Buurt West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1017 RL Amsterdam,Lijnbaansgracht 270 B,52.36300000,4.89240000,335000,50,163,1,1892,0,appartement,19,2,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,245L,,Kerkstraat,Centrum,1017GW,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1103 SK Amsterdam,Glitterstraat 104,52.32310000,4.97220000,179500,79,248,1,2007,0,appartement,17,3,12.548452217043597,"Harriet Freezerstraat 113, 1103 JP Amsterdam, Netherlands",52.323119,4.972382,113,,Harriet Freezerstraat,Zuidoost,1103JP,Bijlmer Oost,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1035 NX Amsterdam,Hendrik Soeteboomstraat 12,52.41960000,4.89440000,550000,118,391,2,1930,1,woonhuis,30,4,5.227310669140413,"Jacob Honigstraat 5, 1035 XV Amsterdam, Netherlands",52.419555,4.8944223,5,,Jacob Honigstraat,Noord,1035XV,Oostzanerwerf,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017 NM Amsterdam,Lange Leidsedwarsstraat 60 A,52.36300000,4.89240000,239000,46,120,1,1978,0,appartement,18,2,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,245L,,Kerkstraat,Centrum,1017GW,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1022 KK Amsterdam,H. Stolleplantsoen 4,52.39870000,4.92990000,499000,180,636,4,2009,1,woonhuis,32,6,28.394804797101706,"Loenermark 471, 1025 TP Amsterdam, Netherlands",52.398945,4.930018,471,,Loenermark,Noord,1025TP,Buikslotermeer,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1073 AT Amsterdam,Stadhouderskade 83 B,52.35320000,4.89820000,355000,62,230,1,1906,0,appartement,16,3,2.2512175683180513,"Van Ostadestraat 209K, 1073 TN Amsterdam, Netherlands",52.3532055,4.8981681,209K,,Van Ostadestraat,Zuid,1073TN,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1053 HB Amsterdam,Jacob van Lennepstraat 31 -III-A,52.36680000,4.86810000,225000,34,103,1,1906,0,appartement,13,2,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",52.3667658,4.868139,20,De Hallen,Hannie Dankbaarpassage,,1053RS,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 ZT Amsterdam,Solebaystraat 82 -I,52.38020000,4.85240000,200000,50,161,1,1934,0,appartement,23,3,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,8-3,,Hertspieghelweg,West,1055KL,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1097 WL Amsterdam,Veeteeltstraat 9 a,52.34650000,4.93010000,249009,62,174,1,1925,1,appartement,27,3,2.796740279342611,"Darwinplantsoen 6, 1097 EX Amsterdam, Netherlands",52.3465023,4.930059,6,,Darwinplantsoen,Oost,1097EX,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1107 RC Amsterdam,Tielstraat 113,52.29320000,4.98030000,171000,0,0,1,0,0,onbekend,1,1,5.755793401264633,"Sliedrechtstraat, 1107 JR Amsterdam, Netherlands",52.2932466,4.9805132,,Sliedrechtstraat,Sliedrechtstraat,,1107JR,Gein,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 RZ Amsterdam,Nieuwpoortstraat 94 C12,52.38020000,4.85240000,245000,49,173,1,2017,1,appartement,20,2,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,8-3,,Hertspieghelweg,West,1055KL,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1016 AE Amsterdam,Singel 326 -328,52.37090000,4.88160000,2150000,276,833,2,1906,0,appartement,35,5,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,20,Canal Ring Area of Amsterdam,Konijnenstraat,,1021HR,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1071 KL Amsterdam,Jacob Obrechtstraat 14 I,52.35520000,4.87890000,795000,111,301,2,1898,1,appartement,34,3,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,26-H,,Wouwermanstraat,Zuid,1071LZ,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1092 CB Amsterdam,Eikenweg 72 III,52.35650000,4.92280000,175000,31,105,1,1906,0,appartement,14,2,22.97756790395036,"Tugelaweg 40G, 1092 VG Amsterdam, Netherlands",52.35637,4.923063,40G,,Tugelaweg,Oost,1092VG,Transvaalbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1035 PW Amsterdam,Landsmeerderdijk 14,52.41960000,4.89440000,899000,173,527,2,1915,1,woonhuis,38,6,5.227310669140413,"Jacob Honigstraat 5, 1035 XV Amsterdam, Netherlands",52.419555,4.8944223,5,,Jacob Honigstraat,Noord,1035XV,Oostzanerwerf,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1024 EW Amsterdam,Waalenburgsingel 280,52.39390000,4.95470000,175000,75,197,1,1960,0,appartement,22,3,5.346782837843484,"Zandvoortstraat 70, 1024 WE Amsterdam, Netherlands",52.3938521,4.9546931,70,,Zandvoortstraat,Noord,1024WE,Waterlandpleinbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1018 XE Amsterdam,Valckenierstraat 43 III,52.36760000,4.91840000,325000,58,181,1,1906,0,appartement,29,2,4.080374033250982,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",52.367578,4.9184481,4,,Entrepotdoksluis,Centrum,1018AW,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1086 ZJ Amsterdam,IJburglaan 161,52.36280000,4.98190000,310000,91,235,1,2008,0,appartement,29,2,0.535708752118495,"IJburglaan 257, 1086 ZJ Amsterdam, Netherlands",52.3627971,4.9819063,257,,IJburglaan,Oost,1086ZJ,Steigereiland-Noord,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1016 SG Amsterdam,Elandsstraat 28,52.37090000,4.88160000,650000,125,434,1,1906,0,appartement,22,3,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,20,Canal Ring Area of Amsterdam,Konijnenstraat,,1021HR,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1067 MX Amsterdam,Troelstralaan 255 B,52.37860000,4.79870000,189000,45,120,4,2016,0,appartement,20,3,18.895369031063424,"Strackéstraat 8, 1067 KR Amsterdam, Netherlands",52.37863,4.798974,8,,Strackéstraat,Nieuw-West,1067KR,Geuzenveld,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1102 JD Amsterdam,Huntum 56 D,52.31660000,4.95170000,450000,0,0,1,0,0,onbekend,1,1,49.79663637578256,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",52.316997,4.952039,3,,Raoul Wallenberghofje,Zuidoost,1102AH,Bijlmer Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1058 EC Amsterdam,Nachtwachtlaan 108,52.35790000,4.85100000,350000,98,250,1,1968,0,appartement,14,3,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,,Surinameplein,Surinameplein,,1058,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1028 AZ Amsterdam,Poppendammergouw 32,52.40140000,5.00730000,1975000,374,1048,2,1910,1,woonhuis,57,7,500.8931529344327,"Bloemendalergouw 49B, 1028 BH Amsterdam, Netherlands",52.396972,5.008656,49B,,Bloemendalergouw,Noord,1028BH,Waterland,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1011 CP Amsterdam,Nieuwe Ridderstraat 8 *,52.37100000,4.90410000,815000,130,351,3,1906,0,appartement,10,4,0.9358233445245736,"Keizersbrug, 1011 KV Amsterdam, Netherlands",52.3710995,4.9040025,,Keizersbrug,Keizersbrug,,1011KV,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1067 PV Amsterdam,De Savornin Lohmanstraat 571,52.37860000,4.79870000,200000,47,160,1,2011,1,appartement,29,1,18.895369031063424,"Strackéstraat 8, 1067 KR Amsterdam, Netherlands",52.37863,4.798974,8,,Strackéstraat,Nieuw-West,1067KR,Geuzenveld,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1019 PG Amsterdam,Bogortuin 72 Javakd,52.37330000,4.93910000,535000,103,328,1,2001,0,appartement,24,3,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,44,,C.J.K. van Aalststraat,,1019JZ,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1033 BH Amsterdam,Kometensingel 299,52.40920000,4.89020000,300000,113,425,2,1923,1,woonhuis,36,5,5.173699460915118,"Kometensingel 617, 1033 BT Amsterdam, Netherlands",52.409183,4.890129,617,,Kometensingel,Noord,1033BT,Tuindorp Oostzaan,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
